,accuracy_score(train),precision_score(train),recall_score(train),f1_score(train),accuracy_score(test),precision_score(test),recall_score(test),f1_score(test)
144,0.980600989,0.992488263,0.960909091,0.976443418,0.686930091,0.661835749,0.501831502,0.570833333
145,0.982502853,0.988868275,0.969090909,0.978879706,0.641337386,0.6,0.406593407,0.484716157
146,0.984024344,0.991635688,0.97,0.980698529,0.636778116,0.583333333,0.435897436,0.498951782
147,0.976036516,0.987770461,0.954545455,0.970873786,0.656534954,0.618090452,0.450549451,0.521186441
148,0.981742107,0.993433396,0.962727273,0.977839335,0.639817629,0.591836735,0.424908425,0.49466951
149,0.983643971,0.993464052,0.967272727,0.980193459,0.641337386,0.590243902,0.443223443,0.506276151
150,0.978318752,0.994312796,0.953636364,0.973549884,0.658054711,0.621212121,0.450549451,0.522292994
151,0.982502853,0.994371482,0.963636364,0.978762696,0.651975684,0.614583333,0.432234432,0.507526882
152,0.980220616,0.994339623,0.958181818,0.975925926,0.641337386,0.585253456,0.465201465,0.518367347
153,0.97793838,0.9943074,0.952727273,0.973073352,0.645896657,0.597087379,0.450549451,0.513569937
154,0.979840243,0.997150997,0.954545455,0.975383186,0.664133739,0.634020619,0.450549451,0.526766595
155,0.984404717,0.993476235,0.969090909,0.981132075,0.633738602,0.574766355,0.450549451,0.50513347
156,0.984024344,0.996247655,0.965454545,0.980609418,0.638297872,0.585365854,0.43956044,0.50209205
157,0.979079498,0.992459943,0.957272727,0.97454882,0.665653495,0.631840796,0.465201465,0.535864979
158,0.980220616,0.993408663,0.959090909,0.975948196,0.645896657,0.596153846,0.454212454,0.515592516
159,0.976416889,0.994285714,0.949090909,0.971162791,0.64893617,0.610526316,0.424908425,0.501079914
160,0.985165462,0.995331466,0.969090909,0.982035928,0.621580547,0.558823529,0.417582418,0.477987421
161,0.983263598,0.994382022,0.965454545,0.979704797,0.647416413,0.599033816,0.454212454,0.516666667
162,0.981742107,0.996226415,0.96,0.977777778,0.667173252,0.643617021,0.443223443,0.52494577
163,0.980600989,0.989729225,0.963636364,0.976508521,0.664133739,0.632653061,0.454212454,0.528784648
164,0.981742107,0.994360902,0.961818182,0.977818854,0.636778116,0.583333333,0.435897436,0.498951782
165,0.983643971,0.996244131,0.964545455,0.980138568,0.661094225,0.630208333,0.443223443,0.520430108
166,0.984785089,0.994402985,0.969090909,0.981583794,0.658054711,0.607142857,0.498168498,0.547283702
167,0.984024344,0.995318352,0.966363636,0.980627306,0.642857143,0.593137255,0.443223443,0.507337526
168,0.982883226,0.995305164,0.963636364,0.979214781,0.651975684,0.605769231,0.461538462,0.523908524
169,0.976797261,0.995233556,0.949090909,0.971614705,0.659574468,0.625641026,0.446886447,0.521367521
170,0.980220616,0.995274102,0.957272727,0.975903614,0.665653495,0.625592417,0.483516484,0.545454545
171,0.977177634,0.995238095,0.95,0.972093023,0.664133739,0.62745098,0.468864469,0.536687631
172,0.979079498,0.991533396,0.958181818,0.974572353,0.650455927,0.606965174,0.446886447,0.514767932
173,0.980981362,0.990654206,0.963636364,0.976958525,0.656534954,0.621761658,0.43956044,0.515021459
174,0.980981362,0.997159091,0.957272727,0.976808905,0.67325228,0.668604651,0.421245421,0.516853933
175,0.980981362,0.996219282,0.958181818,0.976830399,0.6443769,0.589861751,0.468864469,0.52244898
176,0.978318752,0.996194101,0.951818182,0.973500697,0.653495441,0.619047619,0.428571429,0.506493506
177,0.982502853,0.997169811,0.960909091,0.978703704,0.651975684,0.607843137,0.454212454,0.519916143
178,0.977558007,0.996186845,0.95,0.97254537,0.668693009,0.634146341,0.476190476,0.543933054
179,0.98212248,0.994366197,0.962727273,0.978290993,0.653495441,0.620320856,0.424908425,0.504347826
180,0.985926208,0.996265173,0.97,0.982957163,0.651975684,0.608910891,0.450549451,0.517894737
181,0.97793838,0.991509434,0.955454545,0.973148148,0.641337386,0.596858639,0.417582418,0.49137931
182,0.981361734,0.991580917,0.963636364,0.977408944,0.659574468,0.621890547,0.457875458,0.52742616
183,0.980981362,0.990654206,0.963636364,0.976958525,0.655015198,0.612745098,0.457875458,0.524109015
184,0.979079498,0.994323557,0.955454545,0.974501623,0.656534954,0.624338624,0.432234432,0.510822511
185,0.979079498,0.997145576,0.952727273,0.974430497,0.651975684,0.606796117,0.457875458,0.521920668
186,0.980220616,0.992481203,0.96,0.975970425,0.641337386,0.592964824,0.432234432,0.5
187,0.973373906,0.994241843,0.941818182,0.967320261,0.671732523,0.640394089,0.476190476,0.546218487
188,0.984404717,0.994397759,0.968181818,0.981114694,0.62006079,0.556650246,0.413919414,0.474789916
189,0.984785089,0.993482309,0.97,0.981600736,0.651975684,0.612244898,0.43956044,0.511727079
190,0.980220616,0.998098859,0.954545455,0.975836431,0.655015198,0.622340426,0.428571429,0.507592191
191,0.982883226,0.998111426,0.960909091,0.979157017,0.665653495,0.635897436,0.454212454,0.52991453
192,0.981361734,0.992502343,0.962727273,0.977388094,0.656534954,0.623036649,0.435897436,0.512931034
193,0.981361734,0.994355597,0.960909091,0.977346278,0.638297872,0.581395349,0.457875458,0.512295082
194,0.978318752,0.993377483,0.954545455,0.973574409,0.630699088,0.572115385,0.435897436,0.494802495
195,0.977558007,0.99243141,0.953636364,0.972647195,0.6443769,0.594202899,0.450549451,0.5125
196,0.976797261,0.994291151,0.95,0.971641097,0.661094225,0.626262626,0.454212454,0.526539278
197,0.982502853,0.993445693,0.964545455,0.978782288,0.629179331,0.570731707,0.428571429,0.489539749
198,0.980981362,0.997159091,0.957272727,0.976808905,0.642857143,0.602150538,0.41025641,0.488017429
199,0.980600989,0.996215705,0.957272727,0.97635605,0.662613982,0.623188406,0.472527473,0.5375
200,0.982502853,0.995300752,0.962727273,0.978743068,0.664133739,0.638297872,0.43956044,0.520607375
201,0.985926208,0.995340168,0.970909091,0.982972849,0.664133739,0.639784946,0.435897436,0.518518519
202,0.979459871,0.996204934,0.954545455,0.974930362,0.645896657,0.6,0.43956044,0.507399577
203,0.980600989,0.998100665,0.955454545,0.976312123,0.662613982,0.626865672,0.461538462,0.53164557
204,0.980981362,0.99249531,0.961818182,0.976915974,0.680851064,0.668449198,0.457875458,0.543478261
205,0.982883226,0.996237065,0.962727273,0.979195562,0.655015198,0.617346939,0.443223443,0.515991471
206,0.980600989,0.995278565,0.958181818,0.976377953,0.653495441,0.615384615,0.43956044,0.512820513
207,0.980220616,0.995274102,0.957272727,0.975903614,0.642857143,0.602150538,0.41025641,0.488017429
208,0.980220616,0.996212121,0.956363636,0.975881262,0.647416413,0.605128205,0.432234432,0.504273504
209,0.979840243,0.994334278,0.957272727,0.975451598,0.659574468,0.61722488,0.472527473,0.53526971
210,0.980220616,0.993408663,0.959090909,0.975948196,0.658054711,0.618811881,0.457875458,0.526315789
211,0.980600989,0.994344958,0.959090909,0.976399815,0.645896657,0.592592593,0.468864469,0.523517382
212,0.975656143,0.995219885,0.946363636,0.970177074,0.6443769,0.59798995,0.435897436,0.504237288
213,0.982502853,0.990689013,0.967272727,0.978840846,0.655015198,0.604545455,0.487179487,0.539553753
214,0.978318752,0.994312796,0.953636364,0.973549884,0.662613982,0.625615764,0.465201465,0.533613445
215,0.980600989,0.993414864,0.96,0.976421637,0.629179331,0.56937799,0.435897436,0.493775934
216,0.98212248,0.99251637,0.964545455,0.978331028,0.633738602,0.578431373,0.432234432,0.49475891
217,0.985165462,0.995331466,0.969090909,0.982035928,0.674772036,0.648241206,0.472527473,0.546610169
218,0.978318752,0.993377483,0.954545455,0.973574409,0.627659574,0.572164948,0.406593407,0.475374732
219,0.979079498,0.998093422,0.951818182,0.974406701,0.667173252,0.637755102,0.457875458,0.533049041
220,0.979079498,0.994323557,0.955454545,0.974501623,0.674772036,0.656084656,0.454212454,0.536796537
221,0.980981362,0.991573034,0.962727273,0.976937269,0.656534954,0.614634146,0.461538462,0.527196653
222,0.980981362,0.996219282,0.958181818,0.976830399,0.659574468,0.613953488,0.483516484,0.540983607
223,0.977558007,0.99713467,0.949090909,0.972519795,0.664133739,0.622641509,0.483516484,0.544329897
224,0.98212248,0.995296331,0.961818182,0.97827092,0.642857143,0.588785047,0.461538462,0.517453799
225,0.969950552,0.992285439,0.935454545,0.963032288,0.653495441,0.621621622,0.421245421,0.502183406
226,0.980600989,0.990645463,0.962727273,0.97648686,0.6443769,0.605405405,0.41025641,0.489082969
227,0.977558007,0.994301994,0.951818182,0.972596377,0.6443769,0.6,0.428571429,0.5
228,0.978699125,0.991525424,0.957272727,0.974098057,0.639817629,0.588235294,0.43956044,0.503144654
229,0.981742107,0.993433396,0.962727273,0.977839335,0.659574468,0.615023474,0.47985348,0.53909465
230,0.977177634,0.990566038,0.954545455,0.972222222,0.653495441,0.617801047,0.432234432,0.50862069
231,0.982502853,0.997169811,0.960909091,0.978703704,0.639817629,0.590909091,0.428571429,0.496815287
232,0.985926208,0.997193639,0.969090909,0.982941448,0.664133739,0.63,0.461538462,0.532769556
233,0.979840243,0.995269631,0.956363636,0.975428836,0.618541033,0.556701031,0.395604396,0.462526767
234,0.98630658,0.994423792,0.972727273,0.983455882,0.624620061,0.5625,0.428571429,0.486486486
235,0.983643971,0.993464052,0.967272727,0.980193459,0.656534954,0.623036649,0.435897436,0.512931034
236,0.980220616,0.9971537,0.955454545,0.975858867,0.662613982,0.623188406,0.472527473,0.5375
237,0.983263598,0.993457944,0.966363636,0.979723502,0.645896657,0.598039216,0.446886447,0.511530398
238,0.980220616,0.990636704,0.961818182,0.97601476,0.630699088,0.568807339,0.454212454,0.50509165
239,0.979079498,0.993389991,0.956363636,0.974525243,0.659574468,0.624365482,0.450549451,0.523404255
240,0.979079498,0.993389991,0.956363636,0.974525243,0.676291793,0.653061224,0.468864469,0.545842217
241,0.983263598,0.995309568,0.964545455,0.979686057,0.658054711,0.612149533,0.47985348,0.53798768
242,0.981361734,0.997161779,0.958181818,0.977283264,0.661094225,0.609649123,0.509157509,0.55489022
243,0.979079498,0.993389991,0.956363636,0.974525243,0.664133739,0.634020619,0.450549451,0.526766595
244,0.983263598,0.997175141,0.962727273,0.979648474,0.667173252,0.651685393,0.424908425,0.514412417
245,0.986686953,0.998129093,0.97,0.983863532,0.661094225,0.62755102,0.450549451,0.524520256
246,0.979079498,0.993389991,0.956363636,0.974525243,0.641337386,0.592039801,0.435897436,0.502109705
247,0.979079498,0.993389991,0.956363636,0.974525243,0.658054711,0.621212121,0.450549451,0.522292994
248,0.984024344,0.995318352,0.966363636,0.980627306,0.633738602,0.576923077,0.43956044,0.498960499
249,0.979459871,0.991541353,0.959090909,0.975046211,0.656534954,0.610328638,0.476190476,0.534979424
250,0.980981362,0.997159091,0.957272727,0.976808905,0.679331307,0.672222222,0.443223443,0.534216336
251,0.97793838,0.9943074,0.952727273,0.973073352,0.671732523,0.63902439,0.47985348,0.548117155
252,0.973754279,0.993301435,0.943636364,0.967832168,0.658054711,0.62,0.454212454,0.524312896
253,0.975656143,0.993333333,0.948181818,0.970232558,0.661094225,0.631578947,0.43956044,0.518358531
254,0.980220616,0.994339623,0.958181818,0.975925926,0.655015198,0.615,0.450549451,0.520084567
255,0.978318752,0.995251662,0.952727273,0.973525314,0.674772036,0.646766169,0.476190476,0.548523207
256,0.976416889,0.995229008,0.948181818,0.97113594,0.64893617,0.606060606,0.43956044,0.50955414
257,0.980981362,0.997159091,0.957272727,0.976808905,0.665653495,0.64021164,0.443223443,0.523809524
258,0.979459871,0.995265152,0.955454545,0.974953618,0.661094225,0.62755102,0.450549451,0.524520256
259,0.982502853,0.994371482,0.963636364,0.978762696,0.64893617,0.602941176,0.450549451,0.51572327
260,0.983263598,0.995309568,0.964545455,0.979686057,0.664133739,0.632653061,0.454212454,0.528784648
261,0.980600989,0.995278565,0.958181818,0.976377953,0.658054711,0.625,0.43956044,0.516129032
262,0.983643971,0.997177799,0.963636364,0.980120203,0.641337386,0.6,0.406593407,0.484716157
263,0.980220616,0.996212121,0.956363636,0.975881262,0.661094225,0.635869565,0.428571429,0.512035011
264,0.979840243,0.995269631,0.956363636,0.975428836,0.638297872,0.588832487,0.424908425,0.493617021
265,0.982502853,0.996233522,0.961818182,0.978723404,0.636778116,0.584158416,0.432234432,0.496842105
266,0.977177634,0.993358634,0.951818182,0.972144847,0.639817629,0.588235294,0.43956044,0.503144654
267,0.980981362,0.995283019,0.959090909,0.976851852,0.639817629,0.591836735,0.424908425,0.49466951
268,0.979079498,0.991533396,0.958181818,0.974572353,0.645896657,0.601010101,0.435897436,0.505307856
269,0.981361734,0.994355597,0.960909091,0.977346278,0.630699088,0.572115385,0.435897436,0.494802495
270,0.978318752,0.991517436,0.956363636,0.973623323,0.627659574,0.570707071,0.413919414,0.479830149
271,0.979459871,0.992467043,0.958181818,0.975023127,0.664133739,0.63,0.461538462,0.532769556
272,0.978699125,0.995256167,0.953636364,0.974001857,0.641337386,0.594871795,0.424908425,0.495726496
273,0.981361734,0.995287465,0.96,0.977325312,0.662613982,0.629441624,0.454212454,0.527659574
274,0.979459871,0.994328922,0.956363636,0.97497683,0.647416413,0.6,0.450549451,0.514644351
275,0.985545835,0.997191011,0.968181818,0.982472325,0.683890578,0.666666667,0.476190476,0.555555556
276,0.979840243,0.993402451,0.958181818,0.975474317,0.633738602,0.581632653,0.417582418,0.486140725
277,0.982883226,0.989786444,0.969090909,0.979329352,0.668693009,0.63546798,0.472527473,0.542016807
278,0.978318752,0.993377483,0.954545455,0.973574409,0.6443769,0.595121951,0.446886447,0.510460251
279,0.980220616,0.991557223,0.960909091,0.975992613,0.668693009,0.638190955,0.465201465,0.538135593
280,0.981361734,0.994355597,0.960909091,0.977346278,0.659574468,0.624365482,0.450549451,0.523404255
281,0.979840243,0.991549296,0.96,0.97551963,0.638297872,0.591623037,0.413919414,0.487068966
282,0.977558007,0.996186845,0.95,0.97254537,0.629179331,0.571428571,0.424908425,0.487394958
283,0.987447699,0.995357474,0.974545455,0.984841525,0.639817629,0.581818182,0.468864469,0.519269777
284,0.978318752,0.992445703,0.955454545,0.973598888,0.642857143,0.595959596,0.432234432,0.501061571
285,0.979840243,0.996208531,0.955454545,0.975406032,0.659574468,0.624365482,0.450549451,0.523404255
286,0.981361734,0.994355597,0.960909091,0.977346278,0.647416413,0.612021858,0.41025641,0.49122807
287,0.979079498,0.997145576,0.952727273,0.974430497,0.64893617,0.607142857,0.435897436,0.507462687
288,0.984785089,0.996254682,0.967272727,0.981549815,0.645896657,0.602040816,0.432234432,0.503198294
289,0.987067326,0.994434137,0.974545455,0.984389348,0.6443769,0.595121951,0.446886447,0.510460251
290,0.984404717,0.997183099,0.965454545,0.981062356,0.651975684,0.612244898,0.43956044,0.511727079
291,0.979840243,0.996208531,0.955454545,0.975406032,0.676291793,0.645631068,0.487179487,0.555323591
292,0.980600989,0.996215705,0.957272727,0.97635605,0.659574468,0.616113744,0.476190476,0.537190083
293,0.983643971,0.993464052,0.967272727,0.980193459,0.655015198,0.615,0.450549451,0.520084567
294,0.979840243,0.995269631,0.956363636,0.975428836,0.658054711,0.616504854,0.465201465,0.530271399
295,0.979079498,0.992459943,0.957272727,0.97454882,0.633738602,0.585106383,0.402930403,0.477223427
296,0.982883226,0.995305164,0.963636364,0.979214781,0.655015198,0.611650485,0.461538462,0.526096033
297,0.977177634,0.990566038,0.954545455,0.972222222,0.635258359,0.583756345,0.421245421,0.489361702
298,0.985926208,0.991674376,0.974545455,0.983035305,0.668693009,0.626728111,0.498168498,0.555102041
299,0.980981362,0.997159091,0.957272727,0.976808905,0.653495441,0.603686636,0.47985348,0.534693878
300,0.977558007,0.99243141,0.953636364,0.972647195,0.633738602,0.580808081,0.421245421,0.488322718
301,0.977177634,0.996183206,0.949090909,0.972067039,0.655015198,0.613861386,0.454212454,0.522105263
302,0.982502853,0.991604478,0.966363636,0.978821363,0.659574468,0.618357488,0.468864469,0.533333333
303,0.980220616,0.991557223,0.960909091,0.975992613,0.624620061,0.564356436,0.417582418,0.48
304,0.984024344,0.997180451,0.964545455,0.980591497,0.653495441,0.615384615,0.43956044,0.512820513
305,0.978699125,0.993383743,0.955454545,0.974050046,0.639817629,0.603448276,0.384615385,0.469798658
306,0.981361734,0.997161779,0.958181818,0.977283264,0.639817629,0.589108911,0.435897436,0.501052632
307,0.980600989,0.994344958,0.959090909,0.976399815,0.662613982,0.622009569,0.476190476,0.539419087
308,0.980220616,0.995274102,0.957272727,0.975903614,0.624620061,0.564356436,0.417582418,0.48
309,0.979459871,0.992467043,0.958181818,0.975023127,0.651975684,0.612244898,0.43956044,0.511727079
310,0.980600989,0.995278565,0.958181818,0.976377953,0.67781155,0.656410256,0.468864469,0.547008547
311,0.984785089,0.995327103,0.968181818,0.98156682,0.662613982,0.61971831,0.483516484,0.543209877
312,0.982502853,0.994371482,0.963636364,0.978762696,0.647416413,0.60199005,0.443223443,0.510548523
313,0.979840243,0.994334278,0.957272727,0.975451598,0.658054711,0.62244898,0.446886447,0.520255864
314,0.981742107,0.992509363,0.963636364,0.977859779,0.653495441,0.619047619,0.428571429,0.506493506
315,0.98212248,0.995296331,0.961818182,0.97827092,0.6443769,0.598984772,0.432234432,0.50212766
316,0.978318752,0.996194101,0.951818182,0.973500697,0.655015198,0.619791667,0.435897436,0.511827957
317,0.976036516,0.992402659,0.95,0.970738504,0.647416413,0.605128205,0.432234432,0.504273504
318,0.976797261,0.992417062,0.951818182,0.971693735,0.639817629,0.590909091,0.428571429,0.496815287
319,0.982883226,0.994376757,0.964545455,0.979233964,0.647416413,0.595348837,0.468864469,0.524590164
320,0.98212248,0.997167139,0.96,0.978230662,0.645896657,0.61627907,0.388278388,0.476404494
321,0.97793838,0.995247148,0.951818182,0.973048327,0.665653495,0.631840796,0.465201465,0.535864979
322,0.98212248,0.996229972,0.960909091,0.97825081,0.650455927,0.612565445,0.428571429,0.504310345
323,0.98212248,0.995296331,0.961818182,0.97827092,0.662613982,0.632124352,0.446886447,0.52360515
324,0.98212248,0.997167139,0.96,0.978230662,0.650455927,0.609137056,0.43956044,0.510638298
325,0.985926208,0.995340168,0.970909091,0.982972849,0.664133739,0.623809524,0.47985348,0.542443064
326,0.984404717,0.996251172,0.966363636,0.981079834,0.658054711,0.625,0.43956044,0.516129032
327,0.980220616,0.995274102,0.957272727,0.975903614,0.650455927,0.613756614,0.424908425,0.502164502
328,0.982502853,0.995300752,0.962727273,0.978743068,0.636778116,0.585858586,0.424908425,0.492569002
329,0.983263598,0.996240602,0.963636364,0.979667283,0.641337386,0.593908629,0.428571429,0.49787234
330,0.979459871,0.992467043,0.958181818,0.975023127,0.667173252,0.639175258,0.454212454,0.531049251
331,0.97527577,0.995215311,0.945454545,0.96969697,0.650455927,0.606965174,0.446886447,0.514767932
332,0.978699125,0.99245283,0.956363636,0.974074074,0.655015198,0.619791667,0.435897436,0.511827957
333,0.974515025,0.988647114,0.95,0.96893834,0.638297872,0.580645161,0.461538462,0.514285714
334,0.980600989,0.993414864,0.96,0.976421637,0.636778116,0.580952381,0.446886447,0.505175983
335,0.980981362,0.995283019,0.959090909,0.976851852,0.64893617,0.602941176,0.450549451,0.51572327
336,0.980600989,0.994344958,0.959090909,0.976399815,0.667173252,0.635,0.465201465,0.536997886
337,0.979459871,0.995265152,0.955454545,0.974953618,0.645896657,0.601010101,0.435897436,0.505307856
338,0.982883226,0.995305164,0.963636364,0.979214781,0.655015198,0.615,0.450549451,0.520084567
339,0.980981362,0.990654206,0.963636364,0.976958525,0.67325228,0.639423077,0.487179487,0.553014553
340,0.983643971,0.993464052,0.967272727,0.980193459,0.651975684,0.602803738,0.472527473,0.529774127
341,0.983263598,0.996240602,0.963636364,0.979667283,0.641337386,0.588516746,0.450549451,0.510373444
342,0.980981362,0.991573034,0.962727273,0.976937269,0.665653495,0.631840796,0.465201465,0.535864979
343,0.985926208,0.996265173,0.97,0.982957163,0.668693009,0.634146341,0.476190476,0.543933054
344,0.979459871,0.994328922,0.956363636,0.97497683,0.647416413,0.604060914,0.435897436,0.506382979
345,0.97527577,0.993326978,0.947272727,0.969753374,0.639817629,0.591836735,0.424908425,0.49466951
346,0.98212248,0.995296331,0.961818182,0.97827092,0.645896657,0.607526882,0.413919414,0.492374728
347,0.976416889,0.995229008,0.948181818,0.97113594,0.664133739,0.63,0.461538462,0.532769556
348,0.985165462,0.996258185,0.968181818,0.982019364,0.656534954,0.61928934,0.446886447,0.519148936
349,0.979079498,0.993389991,0.956363636,0.974525243,0.656534954,0.621761658,0.43956044,0.515021459
350,0.98212248,0.994366197,0.962727273,0.978290993,0.651975684,0.611111111,0.443223443,0.513800425
351,0.982502853,0.994371482,0.963636364,0.978762696,0.6443769,0.597014925,0.43956044,0.506329114
352,0.980220616,0.994339623,0.958181818,0.975925926,0.658054711,0.616504854,0.465201465,0.530271399
353,0.985165462,0.994408201,0.97,0.982052462,0.642857143,0.593137255,0.443223443,0.507337526
354,0.984785089,0.994402985,0.969090909,0.981583794,0.655015198,0.610576923,0.465201465,0.528066528
355,0.979079498,0.99620133,0.953636364,0.97445425,0.645896657,0.599009901,0.443223443,0.509473684
356,0.981361734,0.991580917,0.963636364,0.977408944,0.691489362,0.676767677,0.490842491,0.569002123
357,0.979840243,0.997150997,0.954545455,0.975383186,0.656534954,0.625668449,0.428571429,0.508695652
358,0.980600989,0.995278565,0.958181818,0.976377953,0.650455927,0.606965174,0.446886447,0.514767932
359,0.982502853,0.994371482,0.963636364,0.978762696,0.659574468,0.626943005,0.443223443,0.519313305
360,0.979840243,0.994334278,0.957272727,0.975451598,0.645896657,0.612359551,0.399267399,0.483370288
361,0.983263598,0.993457944,0.966363636,0.979723502,0.659574468,0.618357488,0.468864469,0.533333333
362,0.977177634,0.995238095,0.95,0.972093023,0.670212766,0.647368421,0.450549451,0.531317495
363,0.979459871,0.994328922,0.956363636,0.97497683,0.655015198,0.613861386,0.454212454,0.522105263
364,0.979459871,0.994328922,0.956363636,0.97497683,0.655015198,0.615,0.450549451,0.520084567
365,0.983263598,0.996240602,0.963636364,0.979667283,0.64893617,0.611702128,0.421245421,0.498915401
366,0.981361734,0.994355597,0.960909091,0.977346278,0.664133739,0.62745098,0.468864469,0.536687631
367,0.97793838,0.998087954,0.949090909,0.972972973,0.64893617,0.610526316,0.424908425,0.501079914
368,0.982883226,0.994376757,0.964545455,0.979233964,0.650455927,0.614973262,0.421245421,0.5
369,0.97793838,0.992438563,0.954545455,0.973123262,0.651975684,0.61827957,0.421245421,0.501089325
370,0.982883226,0.994376757,0.964545455,0.979233964,0.670212766,0.652173913,0.43956044,0.525164114
371,0.979840243,0.994334278,0.957272727,0.975451598,0.658054711,0.625,0.43956044,0.516129032
372,0.981742107,0.996226415,0.96,0.977777778,0.674772036,0.654450262,0.457875458,0.538793103
373,0.979079498,0.993389991,0.956363636,0.974525243,0.668693009,0.642487047,0.454212454,0.532188841
374,0.983263598,0.996240602,0.963636364,0.979667283,0.650455927,0.606965174,0.446886447,0.514767932
375,0.983263598,0.994382022,0.965454545,0.979704797,0.67325228,0.649484536,0.461538462,0.539614561
376,0.979079498,0.994323557,0.955454545,0.974501623,0.662613982,0.633507853,0.443223443,0.521551724
377,0.981361734,0.99342723,0.961818182,0.977367206,0.632218845,0.570135747,0.461538462,0.510121457
378,0.980981362,0.996219282,0.958181818,0.976830399,0.645896657,0.591743119,0.472527473,0.525458248
379,0.97793838,0.996190476,0.950909091,0.973023256,0.633738602,0.580808081,0.421245421,0.488322718
380,0.983643971,0.997177799,0.963636364,0.980120203,0.659574468,0.61722488,0.472527473,0.53526971
381,0.980220616,0.993408663,0.959090909,0.975948196,0.64893617,0.607142857,0.435897436,0.507462687
382,0.980220616,0.995274102,0.957272727,0.975903614,0.626139818,0.569948187,0.402930403,0.472103004
383,0.985165462,0.995331466,0.969090909,0.982035928,0.639817629,0.587378641,0.443223443,0.505219207
384,0.979459871,0.993396226,0.957272727,0.975,0.659574468,0.621890547,0.457875458,0.52742616
385,0.979079498,0.992459943,0.957272727,0.97454882,0.668693009,0.638190955,0.465201465,0.538135593
386,0.98212248,0.996229972,0.960909091,0.97825081,0.647416413,0.617142857,0.395604396,0.482142857
387,0.981361734,0.995287465,0.96,0.977325312,0.662613982,0.626865672,0.461538462,0.53164557
388,0.980981362,0.995283019,0.959090909,0.976851852,0.651975684,0.612244898,0.43956044,0.511727079
389,0.980220616,0.996212121,0.956363636,0.975881262,0.633738602,0.580808081,0.421245421,0.488322718
390,0.981742107,0.996226415,0.96,0.977777778,0.62006079,0.549356223,0.468864469,0.505928854
391,0.981361734,0.991580917,0.963636364,0.977408944,0.662613982,0.622009569,0.476190476,0.539419087
392,0.979840243,0.994334278,0.957272727,0.975451598,0.664133739,0.62745098,0.468864469,0.536687631
393,0.976416889,0.992409867,0.950909091,0.971216342,0.642857143,0.588785047,0.461538462,0.517453799
394,0.976036516,0.994280267,0.948181818,0.970684039,0.674772036,0.639810427,0.494505495,0.55785124
395,0.983263598,0.996240602,0.963636364,0.979667283,0.658054711,0.625,0.43956044,0.516129032
396,0.979459871,0.996204934,0.954545455,0.974930362,0.665653495,0.631840796,0.465201465,0.535864979
397,0.980981362,0.995283019,0.959090909,0.976851852,0.676291793,0.638888889,0.505494505,0.564417178
398,0.97793838,0.9943074,0.952727273,0.973073352,0.659574468,0.62962963,0.435897436,0.515151515
399,0.980981362,0.99249531,0.961818182,0.976915974,0.635258359,0.585492228,0.413919414,0.484978541
400,0.977558007,0.991501416,0.954545455,0.972672534,0.659574468,0.628272251,0.43956044,0.517241379
401,0.975656143,0.993333333,0.948181818,0.970232558,0.633738602,0.585106383,0.402930403,0.477223427
402,0.980981362,0.993421053,0.960909091,0.97689464,0.658054711,0.610091743,0.487179487,0.541751527
403,0.984404717,0.994397759,0.968181818,0.981114694,0.627659574,0.574468085,0.395604396,0.468546638
404,0.979079498,0.99620133,0.953636364,0.97445425,0.635258359,0.579710145,0.43956044,0.5
405,0.980981362,0.994350282,0.96,0.976873265,0.662613982,0.618604651,0.487179487,0.545081967
406,0.975656143,0.992395437,0.949090909,0.970260223,0.64893617,0.600961538,0.457875458,0.51975052
407,0.98212248,0.994366197,0.962727273,0.978290993,0.689969605,0.675126904,0.487179487,0.565957447
408,0.980220616,0.995274102,0.957272727,0.975903614,0.697568389,0.698924731,0.476190476,0.566448802
409,0.980600989,0.996215705,0.957272727,0.97635605,0.650455927,0.609137056,0.43956044,0.510638298
410,0.978318752,0.99808978,0.95,0.973451327,0.653495441,0.609756098,0.457875458,0.523012552
411,0.981361734,0.995287465,0.96,0.977325312,0.671732523,0.640394089,0.476190476,0.546218487
412,0.981742107,0.994360902,0.961818182,0.977818854,0.633738602,0.580808081,0.421245421,0.488322718
413,0.981361734,0.995287465,0.96,0.977325312,0.668693009,0.643979058,0.450549451,0.530172414
414,0.977558007,0.99243141,0.953636364,0.972647195,0.647416413,0.612021858,0.41025641,0.49122807
415,0.979840243,0.994334278,0.957272727,0.975451598,0.642857143,0.602150538,0.41025641,0.488017429
416,0.978318752,0.997140133,0.950909091,0.973476035,0.623100304,0.564766839,0.399267399,0.467811159
417,0.98212248,0.99251637,0.964545455,0.978331028,0.635258359,0.578947368,0.443223443,0.502074689
418,0.981361734,0.991580917,0.963636364,0.977408944,0.636778116,0.590425532,0.406593407,0.481561822
419,0.983643971,0.996244131,0.964545455,0.980138568,0.639817629,0.587378641,0.443223443,0.505219207
420,0.97793838,0.9943074,0.952727273,0.973073352,0.653495441,0.619047619,0.428571429,0.506493506
421,0.982502853,0.994371482,0.963636364,0.978762696,0.670212766,0.641414141,0.465201465,0.539278132
422,0.974134652,0.991428571,0.946363636,0.968372093,0.656534954,0.611374408,0.472527473,0.533057851
423,0.978318752,0.994312796,0.953636364,0.973549884,0.629179331,0.56744186,0.446886447,0.5
424,0.978318752,0.995251662,0.952727273,0.973525314,0.656534954,0.616915423,0.454212454,0.523206751
