,accuracy_score(train),precision_score(train),recall_score(train),f1_score(train),accuracy_score(test),precision_score(test),recall_score(test),f1_score(test),,total,train,test
511,0.985984609,0.996776567,0.965087457,0.980676082,0.749929739,0.738613861,0.505258964,0.600047315,,,,
512,0.986236072,0.996912653,0.965639394,0.981026854,0.749752237,0.73820892,0.505099602,0.599801296,,,,
513,0.986032683,0.997137642,0.964866682,0.980736766,0.750092449,0.738892447,0.505537849,0.600335912,,,,
514,0.985906951,0.996930416,0.964726189,0.980563956,0.746941794,0.732514838,0.501553785,0.595421653,,,,
515,0.985973515,0.996900077,0.964936929,0.980658124,0.749323275,0.736469633,0.505816733,0.599730745,,,,
516,0.986284146,0.996707256,0.965970557,0.981098229,0.749042231,0.735850151,0.505537849,0.599329303,,,,
517,0.986051173,0.996911053,0.965137633,0.980767074,0.748080763,0.732121282,0.506972112,0.599091358,,,,
518,0.985777521,0.996723181,0.964575661,0.980385957,0.748199098,0.733695967,0.505139442,0.598334159,,,,
519,0.986265656,0.996954094,0.965679535,0.981067635,0.746512832,0.728598496,0.505577689,0.596937696,,,,
520,0.985851481,0.996692964,0.964806471,0.980490541,0.744811774,0.729018326,0.497649402,0.591513946,,,,
521,0.985980911,0.996858932,0.96499714,0.980669308,0.752799349,0.741952233,0.512390438,0.606164868,,,,
522,0.986472744,0.997336926,0.965870204,0.981351387,0.751024333,0.73973556,0.508207171,0.60249386,,,,
523,0.985899555,0.996930352,0.964706118,0.980553558,0.748731603,0.736820597,0.502828685,0.597740889,,,,
524,0.986099247,0.996973278,0.96520788,0.980833457,0.748036388,0.733364194,0.504940239,0.598084092,,,,
525,0.986028985,0.996859355,0.965127598,0.980736873,0.748154722,0.733595649,0.505099602,0.598272852,,,,
526,0.986017891,0.996941674,0.96501721,0.980719709,0.749160565,0.736273941,0.505418327,0.599385778,,,,
527,0.986254562,0.996748136,0.965850134,0.981055915,0.747666593,0.733682069,0.502908367,0.596761612,,,,
528,0.986469046,0.997089651,0.966101015,0.981350758,0.748583685,0.736418276,0.502788845,0.597580321,,,,
529,0.986165811,0.996870855,0.965488866,0.980928931,0.747651801,0.733070501,0.50374502,0.597147445,,,,
530,0.986040079,0.996993385,0.965027246,0.980749912,0.750935582,0.742230562,0.504302789,0.600559852,,,,
531,0.986128831,0.996973529,0.965288161,0.980875027,0.748065971,0.731626091,0.507649402,0.599397874,,,,
532,0.985973515,0.997044366,0.964796435,0.980655361,0.747607425,0.734931307,0.500836653,0.595711409,,,,
533,0.985770125,0.997135533,0.964154181,0.980367547,0.749737445,0.739616894,0.503027888,0.598800123,,,,
534,0.986184301,0.997004902,0.965408584,0.980952381,0.748731603,0.736489244,0.503306773,0.597969375,,,,
535,0.986169509,0.997169665,0.96520788,0.980928487,0.753109977,0.746381483,0.507450199,0.604150362,,,,
536,0.985858877,0.996981547,0.964545555,0.980495369,0.748273057,0.734125145,0.504820717,0.598253069,,,,
537,0.986151019,0.997087057,0.965237985,0.980904061,0.748273057,0.735078534,0.503426295,0.597588082,,,,
538,0.986180603,0.996994569,0.965408584,0.98094738,0.74953036,0.734643452,0.50936255,0.601604593,,,,
539,0.985755333,0.996918799,0.96432478,0.980350949,0.750639746,0.73708434,0.510438247,0.603173109,,,,
540,0.985773823,0.996702545,0.964585696,0.980381157,0.74936765,0.736405797,0.506095618,0.599905549,,,,
541,0.986073361,0.996911245,0.965197844,0.980798254,0.748361808,0.734788667,0.504223108,0.598053114,,,,
542,0.986032683,0.997075781,0.964926893,0.980737945,0.747429924,0.73332558,0.502430279,0.596307067,,,,
543,0.986298938,0.997036761,0.96568957,0.981112839,0.750314326,0.737984945,0.507768924,0.601604909,,,,
544,0.985866273,0.996857922,0.964686048,0.980508155,0.747622217,0.734946802,0.500876494,0.595744681,,,,
545,0.986006797,0.997013718,0.964916858,0.980702739,0.747977221,0.734333217,0.503266932,0.597229445,,,,
546,0.986006797,0.996982799,0.964946964,0.980703329,0.747770135,0.733437754,0.503705179,0.597241249,,,,
547,0.98659108,0.996977445,0.966542564,0.981524132,0.750388285,0.739084937,0.506494024,0.601073261,,,,
548,0.985862575,0.997064072,0.964475308,0.980498977,0.747592634,0.73510825,0.500517928,0.595543968,,,,
549,0.98638769,0.996975723,0.965990627,0.981238628,0.750107241,0.7390747,0.505338645,0.600255549,,,,
550,0.986173207,0.996829738,0.965549077,0.980940098,0.748731603,0.738491387,0.500438247,0.596594552,,,,
551,0.986180603,0.996912173,0.965488866,0.980948934,0.748598476,0.734084344,0.50625498,0.599245461,,,,
552,0.986391388,0.996800812,0.966171261,0.98124707,0.750122032,0.73538691,0.510756972,0.602826041,,,,
553,0.986147321,0.996901587,0.965408584,0.980902371,0.750743288,0.738011426,0.509521912,0.602842396,,,,
554,0.985873669,0.996909515,0.964655942,0.98051756,0.748420975,0.733252623,0.506733068,0.599302643,,,,
555,0.985585226,0.996886384,0.963893265,0.980112245,0.74813993,0.734421279,0.503824701,0.597651173,,,,
556,0.985766427,0.997073596,0.964204357,0.980363547,0.749308483,0.736976744,0.50501992,0.599338061,,,,
557,0.986206488,0.996881508,0.965589218,0.98098588,0.748524517,0.734631207,0.505139442,0.598644916,,,,
558,0.985977213,0.996858899,0.964987105,0.98066411,0.750166408,0.738191946,0.50685259,0.601029905,,,,
559,0.985600018,0.996597899,0.964214393,0.980138733,0.747814511,0.735395591,0.501035857,0.596004834,,,,
560,0.986051173,0.996653647,0.965388514,0.980771976,0.751616005,0.738900391,0.51187251,0.604782527,,,,
561,0.985648092,0.996907559,0.964043794,0.980200293,0.749042231,0.736398512,0.504741036,0.598950454,,,,
562,0.986180603,0.996973968,0.965428655,0.980947768,0.750447452,0.737736176,0.508685259,0.602164737,,,,
563,0.985951327,0.996972022,0.964806471,0.980625551,0.749027439,0.736768559,0.504143426,0.598651685,,,,
564,0.985988307,0.996786899,0.965087457,0.980681082,0.748761186,0.735640862,0.504661355,0.598643635,,,,
565,0.986232374,0.996871439,0.9656695,0.981022434,0.749293691,0.738626383,0.502589641,0.598164964,,,,
566,0.985518662,0.996762041,0.963833054,0.98002102,0.748184306,0.734304282,0.504183267,0.597864601,,,,
567,0.986202791,0.997231784,0.965237985,0.98097409,0.747932845,0.733716142,0.503984064,0.597529581,,,,
568,0.986080757,0.997065868,0.965067387,0.980805711,0.748021596,0.73340279,0.504820717,0.598013073,,,,
569,0.985951327,0.99688958,0.964886753,0.980627132,0.74969307,0.737015998,0.506573705,0.600443899,,,,
570,0.986017891,0.996982893,0.96497707,0.980718923,0.748317432,0.737864078,0.499601594,0.595795225,,,,
571,0.985988307,0.997137286,0.964746259,0.980674382,0.745980327,0.729648299,0.501713147,0.594584386,,,,
572,0.985566736,0.99647398,0.964244498,0.980094352,0.749175357,0.738559794,0.502191235,0.597860886,,,,
573,0.985847783,0.996723827,0.96476633,0.980484745,0.750802455,0.73928675,0.507928287,0.602149014,,,,
574,0.986354408,0.997119619,0.965759817,0.981189209,0.750935582,0.739811912,0.507729084,0.602183055,,,,
575,0.985851481,0.996837182,0.964665978,0.980487755,0.745625324,0.730987315,0.498207171,0.592555737,,,,
576,0.985977213,0.996827997,0.96501721,0.980664702,0.750417869,0.738394668,0.507609562,0.601629087,,,,
577,0.986014193,0.996529828,0.965408584,0.980722376,0.749012647,0.737056903,0.503665339,0.598409543,,,,
578,0.986250864,0.996861307,0.965729711,0.981048597,0.748702019,0.735306063,0.504900398,0.598700839,,,,
579,0.986310032,0.996902999,0.965850134,0.981130921,0.748613268,0.73399157,0.506454183,0.599354063,,,,
580,0.985847783,0.99703301,0.964465273,0.980478773,0.747444716,0.733205486,0.502669323,0.596435662,,,,
581,0.986128831,0.996922025,0.965338338,0.980876002,0.746719917,0.73058912,0.503466135,0.596127084,,,,
582,0.985792313,0.996980983,0.964364921,0.980401759,0.74969307,0.738203425,0.504860558,0.599630909,,,,
583,0.985988307,0.996848696,0.965027246,0.9806799,0.749840988,0.737663996,0.50625498,0.600434721,,,,
584,0.986154717,0.996942847,0.965388514,0.980911983,0.747444716,0.732314461,0.503984064,0.597064238,,,,
585,0.986032683,0.996663766,0.965328302,0.980745801,0.749042231,0.734815242,0.507051793,0.600047148,,,,
586,0.986250864,0.996614381,0.965970557,0.981053232,0.748406183,0.734345131,0.505059761,0.598493969,,,,
587,0.985640696,0.996485007,0.964435167,0.980198171,0.750329118,0.738000116,0.507808765,0.601637913,,,,
588,0.986476442,0.997038234,0.966171261,0.981362091,0.749308483,0.734441505,0.5087251,0.601092124,,,,
589,0.986199093,0.996953526,0.965498901,0.980974133,0.750565787,0.736817894,0.510517928,0.603139488,,,,
590,0.986273052,0.997232329,0.965428655,0.981072813,0.750610162,0.740233236,0.505776892,0.600946746,,,,
591,0.986054871,0.996849284,0.96520788,0.980773447,0.749293691,0.737735519,0.503864542,0.598773761,,,,
592,0.986162113,0.99688112,0.965468795,0.980923541,0.74879077,0.735398179,0.505139442,0.598899412,,,,
593,0.986180603,0.997025475,0.965378478,0.980946797,0.748095555,0.73513986,0.502589641,0.597018457,,,,
594,0.986132529,0.997128135,0.965147668,0.980877299,0.75166038,0.741950509,0.507689243,0.602862212,,,,
595,0.986232374,0.996737644,0.965799958,0.981024948,0.749722654,0.739237248,0.503505976,0.599014125,,,,
596,0.986158415,0.997159268,0.965187809,0.980913092,0.747799719,0.735270049,0.501155378,0.596048143,,,,
597,0.986202791,0.996850589,0.965609289,0.980981267,0.748317432,0.732688655,0.507131474,0.599392555,,,,
598,0.986254562,0.997036392,0.965569148,0.981050506,0.748716811,0.735239531,0.505059761,0.598790799,,,,
599,0.985566736,0.99674186,0.963983582,0.980089071,0.747311589,0.733418739,0.501792829,0.595888629,,,,
600,0.986247166,0.997304303,0.965288161,0.981035089,0.748243473,0.736119229,0.501792829,0.596778015,,,,
601,0.985588924,0.997257998,0.963542033,0.980110142,0.749249316,0.73603708,0.506135458,0.599811143,,,,
602,0.98638769,0.997140489,0.965830064,0.981235567,0.748568893,0.738070052,0.500358566,0.596400418,,,,
603,0.986372898,0.996749213,0.966171261,0.981222069,0.749929739,0.738363975,0.50561753,0.600217556,,,,
604,0.986284146,0.997283961,0.965408584,0.981087434,0.749278899,0.73636891,0.505776892,0.599669343,,,,
605,0.986620664,0.99701885,0.966582705,0.981564895,0.751305377,0.739245915,0.510079681,0.603644593,,,,
606,0.985984609,0.996931084,0.964936929,0.980673126,0.748938688,0.737617683,0.502549801,0.597805739,,,,
607,0.986169509,0.996984175,0.965388514,0.980931987,0.748909104,0.734623159,0.506772908,0.599787811,,,,
608,0.986132529,0.997066293,0.96520788,0.980878469,0.749767029,0.737864078,0.505657371,0.600080376,,,,
609,0.986236072,0.997036239,0.965518972,0.981024532,0.749101398,0.737204151,0.503824701,0.59857055,,,,
610,0.985548246,0.996855117,0.963823019,0.980060818,0.750048073,0.738070359,0.506533865,0.600765487,,,,
611,0.986058569,0.997055378,0.96501721,0.980774723,0.75133496,0.739331293,0.510079681,0.603673056,,,,
612,0.985677676,0.997238028,0.963802948,0.98023546,0.74846535,0.734651284,0.504860558,0.59845569,,,,
613,0.986317428,0.996964831,0.965809993,0.981140154,0.748879521,0.733836145,0.507808765,0.600249594,,,,
614,0.985925441,0.996909964,0.964796435,0.980590347,0.74821389,0.735785172,0.502151394,0.59692162,,,,
615,0.985884763,0.996919918,0.964676013,0.980532959,0.749293691,0.736548842,0.505577689,0.599588934,,,,
616,0.986158415,0.997097423,0.965248021,0.980914259,0.749604319,0.736376258,0.507131474,0.600622847,,,,
617,0.986169509,0.996767945,0.965599253,0.98093607,0.749988906,0.736690149,0.508286853,0.601537083,,,,
618,0.985810803,0.996950207,0.964445203,0.980428362,0.746971378,0.732979716,0.500996016,0.595181749,,,,
619,0.985685072,0.996753247,0.964294674,0.980255339,0.746438873,0.731768406,0.500517928,0.59444497,,,,
620,0.986158415,0.997014987,0.965328302,0.980915816,0.74862806,0.73381793,0.506772908,0.599519253,,,,
621,0.985759031,0.996547935,0.964696083,0.980363362,0.746734709,0.733056789,0.499880478,0.594419178,,,,
622,0.985881065,0.996466797,0.965107527,0.980536495,0.747163671,0.729650663,0.506772908,0.59812381,,,,
623,0.986306334,0.996625189,0.96611105,0.981130922,0.748065971,0.734753259,0.503027888,0.597199886,,,,
624,0.986284146,0.996943955,0.965739747,0.981093797,0.749988906,0.736035932,0.509243028,0.601987472,,,,
625,0.986110341,0.996860071,0.965348373,0.980851194,0.748909104,0.735057571,0.506135458,0.599485643,,,,
626,0.986372898,0.997088867,0.965840099,0.981215751,0.748347016,0.73390409,0.505458167,0.598626938,,,,
627,0.986287844,0.997098476,0.965599253,0.9810961,0.74788847,0.733941224,0.503466135,0.597239945,,,,
628,0.985984609,0.997013532,0.964856647,0.980671549,0.749057022,0.735783433,0.505697211,0.59941914,,,,
629,0.986110341,0.997014585,0.965197844,0.980848265,0.748361808,0.735006974,0.503904382,0.597901106,,,,
630,0.986021589,0.99685929,0.965107527,0.980726479,0.749323275,0.737406092,0.504462151,0.599086844,,,,
631,0.986040079,0.996746181,0.965268091,0.980754623,0.748021596,0.734107402,0.503784861,0.597519197,,,,
632,0.98625826,0.997170369,0.965448725,0.98105319,0.750639746,0.738621888,0.508207171,0.602124144,,,,
633,0.986176905,0.996922439,0.965468795,0.980943544,0.75026995,0.73673293,0.50940239,0.602331881,,,,
634,0.985951327,0.996745372,0.965027246,0.980629898,0.748494934,0.733464045,0.506733068,0.599373248,,,,
635,0.986365502,0.997171219,0.965739747,0.981203832,0.750876414,0.738780939,0.508964143,0.602708058,,,,
636,0.986036381,0.997127361,0.964886753,0.980742161,0.749485985,0.735899214,0.507330677,0.600603717,,,,
637,0.986006797,0.996869461,0.965057351,0.980705494,0.746616375,0.73053338,0.50310757,0.595857123,,,,
638,0.985869971,0.996785833,0.96476633,0.980514745,0.746705125,0.730733626,0.503187251,0.595979615,,,,
639,0.986117737,0.997055866,0.965177774,0.980857877,0.74879077,0.736302766,0.503824701,0.598273211,,,,
640,0.986413576,0.996955356,0.966080944,0.981275355,0.7501812,0.736696454,0.509083665,0.602096831,,,,
641,0.985777521,0.99704274,0.964264569,0.980379753,0.750284742,0.738756537,0.506533865,0.600992673,,,,
642,0.985696166,0.99671213,0.964364921,0.980271748,0.744397604,0.728414534,0.496772908,0.590695912,,,,
643,0.986620664,0.996915976,0.966683058,0.981566773,0.751897049,0.739902046,0.511593625,0.604922859,,,,
644,0.985725749,0.996671195,0.964485344,0.980314157,0.74756305,0.734802432,0.500836653,0.595669067,,,,
645,0.986383992,0.997171366,0.965789923,0.9812298,0.749974114,0.738271031,0.505936255,0.600411338,,,,
646,0.986125133,0.997189934,0.965067387,0.980865734,0.747858886,0.734783116,0.502111554,0.596563476,,,,
647,0.98559632,0.996515463,0.964284639,0.980135152,0.747296798,0.734935522,0.499521912,0.594781784,,,,
648,0.98638769,0.996924256,0.966040803,0.981239584,0.751320169,0.740818224,0.507888446,0.602628345,,,,
649,0.985784917,0.996630553,0.964686048,0.980398156,0.74920494,0.736182799,0.505737052,0.599579624,,,,
650,0.985903253,0.996847944,0.964796435,0.980560344,0.749130981,0.735260116,0.506772908,0.6,,,,
651,0.986187999,0.996726949,0.96568957,0.980962818,0.746645958,0.73350908,0.498844622,0.593834479,,,,
652,0.985951327,0.996765968,0.965007175,0.980629503,0.747045337,0.73514022,0.498167331,0.593887293,,,,
653,0.985988307,0.997168226,0.964716154,0.980673791,0.751024333,0.741049563,0.506334661,0.601609467,,,,
654,0.985832991,0.996672196,0.964776365,0.980464946,0.749175357,0.737087288,0.504302789,0.598869255,,,,
655,0.986102945,0.997096972,0.965097492,0.980836308,0.747592634,0.732120162,0.504900398,0.597642066,,,,
656,0.985836689,0.996713425,0.964746259,0.980469348,0.750935582,0.738152888,0.510119522,0.603307732,,,,
657,0.986151019,0.996808952,0.965508936,0.980909318,0.749012647,0.734567901,0.507290837,0.60013197,,,,
658,0.985895857,0.997146859,0.964485344,0.980544191,0.749441609,0.737583697,0.504701195,0.599314015,,,,
659,0.986243468,0.996974501,0.965599253,0.981036082,0.749811404,0.737661131,0.506135458,0.6003497,,,,
660,0.985906951,0.99672437,0.964926893,0.98056792,0.746424081,0.7309188,0.501713147,0.595005788,,,,
661,0.98625826,0.996902549,0.965709641,0.981058212,0.750077657,0.737329322,0.507729084,0.601359003,,,,
662,0.986339616,0.996913548,0.965920381,0.981172273,0.746586791,0.728676386,0.505776892,0.597102676,,,,
663,0.98541142,0.996606405,0.963692561,0.979873168,0.745196361,0.728231884,0.500478088,0.593246753,,,,
664,0.986195395,0.996912301,0.965529007,0.980969714,0.750728496,0.73901704,0.508007968,0.602115503,,,,
665,0.986069663,0.996828818,0.965268091,0.980794624,0.747622217,0.732823543,0.503984064,0.59723337,,,,
666,0.986054871,0.99704504,0.96501721,0.980769721,0.74911619,0.736447621,0.50498008,0.599134977,,,,
667,0.985751635,0.996764157,0.964465273,0.980348755,0.747459507,0.732788121,0.503346614,0.596773813,,,,
668,0.985640696,0.996783765,0.964144146,0.980192313,0.747208047,0.73388227,0.500677291,0.595253884,,,,
669,0.986043777,0.997065563,0.964967034,0.980753736,0.746793876,0.733829388,0.499003984,0.594052362,,,,
670,0.986217582,0.997108209,0.965398549,0.980997201,0.74698617,0.732183307,0.502231076,0.595788926,,,,
671,0.985855179,0.996826911,0.964686048,0.980493153,0.74575845,0.730509265,0.499482072,0.593298945,,,,
672,0.986446858,0.99705858,0.966070909,0.981320177,0.748820354,0.733936495,0.507410359,0.600004711,,,,
673,0.986054871,0.996684556,0.965368443,0.980776583,0.74805118,0.734546723,0.503266932,0.597300045,,,,
674,0.986091851,0.996787831,0.965368443,0.980826583,0.749293691,0.735837046,0.506613546,0.600080225,,,,
675,0.985921743,0.997033626,0.964665978,0.980582772,0.747104504,0.732956861,0.501593625,0.595595714,,,,
676,0.985858877,0.996868162,0.964655942,0.980497557,0.748642852,0.737672237,0.50123506,0.596892421,,,,
677,0.985903253,0.996672851,0.964967034,0.980563713,0.749190149,0.735457384,0.506733068,0.600037741,,,,
678,0.986003099,0.99692094,0.96499714,0.980699312,0.751601213,0.743392909,0.505418327,0.601731294,,,,
679,0.985481682,0.996968029,0.963531997,0.97996489,0.749293691,0.73529242,0.507410359,0.600457321,,,,
680,0.986006797,0.996951883,0.96497707,0.980703919,0.749485985,0.736062919,0.507091633,0.600490659,,,,
681,0.986084455,0.996602515,0.965529007,0.980819711,0.748406183,0.733183469,0.506772908,0.599307404,,,,
682,0.985855179,0.996744495,0.96476633,0.980494745,0.746882627,0.731643661,0.502589641,0.595862264,,,,
683,0.985851481,0.997043354,0.964465273,0.980483774,0.74920494,0.736566947,0.505179283,0.599314664,,,,
684,0.986132529,0.996922057,0.965348373,0.980881198,0.748761186,0.736382173,0.503585657,0.598130841,,,,
685,0.985866273,0.996723997,0.964816506,0.980510739,0.750417869,0.736639245,0.510159363,0.602829367,,,,
686,0.985910649,0.996714107,0.964946964,0.980573317,0.750610162,0.734945255,0.513466135,0.604559527,,,,
687,0.986306334,0.997005926,0.965739747,0.981123804,0.748879521,0.736202384,0.504342629,0.598605036,,,,
688,0.985999401,0.997003349,0.964906823,0.980692539,0.748347016,0.737058099,0.500876494,0.596437128,,,,
689,0.986021589,0.99710662,0.964866682,0.980721761,0.750151616,0.739959076,0.504262948,0.599786755,,,,
690,0.986132529,0.997066293,0.96520788,0.980878469,0.744959692,0.728456797,0.499123506,0.592368433,,,,
691,0.986395086,0.996646588,0.966331825,0.981255127,0.748125139,0.733700058,0.504820717,0.598111872,,,,
692,0.986446858,0.997017399,0.96611105,0.981320938,0.746320538,0.731131527,0.500956175,0.594543477,,,,
693,0.986469046,0.996894088,0.966291684,0.981354369,0.746231788,0.729383229,0.503187251,0.595529989,,,,
694,0.985866273,0.997053789,0.964495379,0.980504377,0.750447452,0.739201209,0.506573705,0.601167821,,,,
695,0.986006797,0.99715806,0.964776365,0.980699983,0.74805118,0.734901869,0.502749004,0.597052353,,,,
696,0.986439462,0.997110006,0.966000662,0.98130884,0.751290585,0.740424791,0.508326693,0.602806388,,,,
697,0.986088153,0.996890773,0.965258056,0.980819431,0.749678278,0.737966358,0.505139442,0.599749296,,,,
698,0.986054871,0.997065655,0.96499714,0.980769329,0.748036388,0.736817381,0.499920319,0.595680038,,,,
699,0.986065965,0.996818488,0.965268091,0.980789624,0.748657644,0.735123536,0.50498008,0.59869633,,,,
700,0.986195395,0.996768179,0.9656695,0.98097243,0.749767029,0.737367291,0.506374502,0.600420436,,,,
701,0.985899555,0.996868519,0.96476633,0.980554748,0.751926633,0.741574337,0.509322709,0.603887669,,,,
702,0.986576288,0.997069938,0.966412106,0.981501677,0.748509726,0.736728251,0.502031873,0.59714719,,,,
703,0.98629524,0.99705733,0.965659465,0.981107259,0.751113083,0.738114424,0.510916335,0.603851768,,,,
704,0.986106643,0.997210412,0.96499714,0.980839356,0.746705125,0.732807939,0.500119522,0.594506275,,,,
705,0.986088153,0.997024704,0.965127598,0.980816888,0.749885364,0.738318301,0.505498008,0.600118245,,,,
706,0.986328522,0.997294608,0.965518972,0.981149585,0.750403077,0.737883169,0.508286853,0.601934418,,,,
707,0.985984609,0.996879568,0.964987105,0.980674111,0.747518675,0.734563935,0.500996016,0.595703356,,,,
708,0.986273052,0.997057147,0.965599253,0.981076093,0.745861992,0.729976186,0.500717131,0.593992958,,,,
709,0.986040079,0.997065533,0.964956999,0.980748538,0.750550995,0.739808991,0.506135458,0.601059803,,,,
710,0.986021589,0.99710662,0.964866682,0.980721761,0.747503883,0.733023796,0.503187251,0.596739901,,,,
711,0.986383992,0.997006577,0.965950486,0.981232861,0.74936765,0.736982799,0.505258964,0.599508367,,,,
712,0.986731603,0.997143242,0.966763339,0.981718315,0.749278899,0.736946157,0.504940239,0.599271833,,,,
713,0.986132529,0.996819081,0.965448725,0.980883148,0.748347016,0.734991573,0.503864542,0.597867965,,,,
714,0.985796011,0.997042894,0.964314745,0.98040576,0.748613268,0.735761243,0.503864542,0.598122443,,,,
715,0.986003099,0.996756141,0.965157704,0.980702461,0.750639746,0.737713429,0.509521912,0.602742954,,,,
716,0.986040079,0.996735887,0.965278126,0.980754819,0.748243473,0.732826187,0.506613546,0.599076604,,,,
717,0.986036381,0.996766739,0.965237985,0.980749034,0.750994749,0.739399907,0.508565737,0.602634312,,,,
718,0.985903253,0.996961306,0.964686048,0.980558162,0.74895348,0.736747058,0.503864542,0.598447925,,,,
719,0.986125133,0.996849904,0.965398549,0.980872172,0.747637009,0.732327611,0.504780876,0.597627414,,,,
720,0.986021589,0.996776901,0.965187809,0.980728051,0.749175357,0.73609742,0.505737052,0.599551305,,,,
721,0.986084455,0.996695122,0.96543869,0.980817952,0.751320169,0.740204034,0.50876494,0.603041179,,,,
722,0.986095549,0.99679816,0.965368443,0.980831583,0.747977221,0.733113579,0.505059761,0.598084544,,,,
723,0.98631373,0.996985393,0.965779887,0.981134576,0.747903262,0.734065423,0.503346614,0.597196946,,,,
724,0.986058569,0.996808125,0.965258056,0.980779427,0.747829303,0.734096988,0.502988048,0.596954939,,,,
725,0.986310032,0.996820663,0.965930416,0.98113246,0.746734709,0.730258601,0.504023904,0.596407694,,,,
726,0.986028985,0.996756376,0.96522795,0.980738837,0.748849937,0.737248028,0.502709163,0.597796992,,,,
727,0.985629602,0.996804283,0.96409397,0.980176301,0.748110347,0.732848653,0.506015936,0.59866607,,,,
728,0.986154717,0.99679869,0.965529007,0.980914708,0.749678278,0.736808572,0.506812749,0.600542901,,,,
729,0.986151019,0.996891321,0.965428655,0.980907761,0.748909104,0.735712214,0.505179283,0.599031534,,,,
730,0.985914347,0.996652364,0.96501721,0.980579703,0.746571999,0.732423129,0.500119522,0.594379602,,,,
731,0.986099247,0.996983581,0.965197844,0.980833261,0.748184306,0.734876687,0.503346614,0.597465242,,,,
732,0.985762729,0.997011673,0.964254533,0.980359548,0.748406183,0.736371604,0.502111554,0.597086344,,,,
733,0.986232374,0.997077417,0.965468795,0.981018563,0.749382442,0.735765073,0.507091633,0.600391519,,,,
734,0.986114039,0.996963101,0.965258056,0.980854438,0.748568893,0.736237462,0.502988048,0.597661428,,,,
735,0.986117737,0.997148634,0.965087457,0.98085612,0.748849937,0.735514181,0.505219124,0.598993883,,,,
736,0.986176905,0.997159415,0.965237985,0.980939074,0.749190149,0.736992201,0.504501992,0.598978289,,,,
737,0.986006797,0.997096189,0.964836576,0.980701164,0.747799719,0.734365902,0.50247012,0.59667881,,,,
738,0.98625826,0.997026122,0.965589218,0.981055894,0.749426818,0.739633502,0.501713147,0.597873048,,,,
739,0.985784917,0.996785066,0.96453552,0.980395157,0.749456401,0.734163415,0.509760956,0.601721219,,,,
740,0.985744239,0.996815617,0.964395027,0.980337351,0.747873678,0.735677921,0.500876494,0.595984735,,,,
741,0.985636998,0.99672189,0.964194322,0.980188323,0.748347016,0.73452816,0.504541833,0.598190879,,,,
742,0.986106643,0.997210412,0.96499714,0.980839356,0.750861623,0.740070943,0.507051793,0.601792089,,,,
743,0.985581528,0.996556517,0.964204357,0.980113535,0.746927002,0.734767025,0.498207171,0.593793775,,,,
744,0.985481682,0.996710151,0.963782878,0.979970001,0.747696176,0.73303587,0.503984064,0.597303869,,,,
745,0.986184301,0.997200709,0.965217915,0.98094869,0.749767029,0.736434556,0.507729084,0.601061196,,,,
746,0.985884763,0.996775665,0.964816506,0.980535739,0.749426818,0.736220472,0.506613546,0.600207684,,,,
747,0.986084455,0.997117438,0.965027246,0.98080993,0.747000961,0.732091025,0.502430279,0.595898502,,,,
748,0.986069663,0.996880312,0.965217915,0.980793645,0.749988906,0.737430491,0.507211155,0.601029176,,,,
749,0.985799709,0.996970734,0.964395027,0.980412361,0.750136824,0.738854615,0.505776892,0.600491935,,,,
750,0.986165811,0.996984143,0.965378478,0.980926792,0.749900155,0.738194929,0.505737052,0.600245886,,,,
751,0.986705717,0.996721413,0.967104537,0.981689646,0.747992012,0.732994278,0.505298805,0.598212391,,,,
752,0.986191697,0.996943164,0.965488866,0.980963936,0.749900155,0.73621684,0.508605578,0.601602262,,,,
753,0.985788615,0.996991264,0.96434485,0.980396358,0.748761186,0.734253219,0.506693227,0.599608684,,,,
754,0.985862575,0.996703365,0.964826541,0.980505938,0.74788847,0.733263841,0.504462151,0.597715257,,,,
755,0.986173207,0.99680915,0.965569148,0.980940487,0.748480142,0.735732588,0.503346614,0.597747918,,,,
756,0.986077059,0.996921578,0.965197844,0.980803255,0.748273057,0.733827103,0.505258964,0.598461611,,,,
757,0.985932837,0.997074962,0.964655942,0.980597578,0.748420975,0.733360249,0.506573705,0.599227108,,,,
758,0.986106643,0.996726203,0.965468795,0.980848537,0.748598476,0.735691019,0.503904382,0.598127305,,,,
759,0.986206488,0.997035993,0.96543869,0.980982971,0.748125139,0.733240869,0.505498008,0.59843411,,,,
760,0.985877367,0.996744697,0.964826541,0.980525937,0.747637009,0.734004774,0.502310757,0.596447241,,,,
761,0.986025287,0.996982955,0.96499714,0.980729318,0.750122032,0.736172662,0.509601594,0.602283696,,,,
762,0.986003099,0.996838526,0.965077422,0.980700887,0.747355965,0.733655751,0.501633466,0.595854432,,,,
763,0.985895857,0.99703341,0.964595731,0.980546375,0.748716811,0.736336091,0.503466135,0.598031328,,,,
764,0.986069663,0.997127629,0.96497707,0.980788944,0.748228681,0.734106056,0.504661355,0.598134813,,,,
765,0.985962421,0.997188651,0.964625837,0.980637,0.748450558,0.735072026,0.504183267,0.598118915,,,,
766,0.986206488,0.997200883,0.965278126,0.980979868,0.748450558,0.736059263,0.502749004,0.597433955,,,,
767,0.986169509,0.996757653,0.965609289,0.980936264,0.751852674,0.738728921,0.51310757,0.605586119,,,,
768,0.985699864,0.996825529,0.964264569,0.980274736,0.746838252,0.732676729,0.500876494,0.594997515,,,,
