,accuracy_score(train),precision_score(train),recall_score(train),f1_score(train),accuracy_score(test),precision_score(test),recall_score(test),f1_score(test)
673,0.993125,1,0.978886756,0.989330747,0.8875,0.96,0.700729927,0.810126582
674,0.99375,1,0.980806142,0.990310078,0.87,0.93814433,0.664233577,0.777777778
675,0.996875,1,0.990403071,0.995178399,0.9025,0.945454545,0.759124088,0.842105263
676,0.995625,1,0.986564299,0.993236715,0.8825,0.924528302,0.715328467,0.806584362
677,0.995625,0.996138996,0.990403071,0.993262753,0.8875,0.910714286,0.744525547,0.819277108
678,0.996875,1,0.990403071,0.995178399,0.8925,0.927272727,0.744525547,0.825910931
679,0.996875,1,0.990403071,0.995178399,0.8925,0.979591837,0.700729927,0.817021277
680,0.995625,0.998062016,0.988483685,0.993249759,0.8925,0.951923077,0.722627737,0.821576763
681,0.998125,1,0.994241843,0.997112608,0.9175,0.981481481,0.773722628,0.865306122
682,0.99375,0.998050682,0.982725528,0.99032882,0.89,0.951456311,0.715328467,0.816666667
683,0.996875,0.998069498,0.992322457,0.99518768,0.9075,0.954545455,0.766423358,0.850202429
684,0.994375,1,0.982725528,0.991287512,0.9075,0.980769231,0.744525547,0.846473029
685,0.996875,1,0.990403071,0.995178399,0.9075,0.931034483,0.788321168,0.853754941
686,0.995,1,0.984644914,0.992263056,0.9,0.961904762,0.737226277,0.834710744
687,0.994375,1,0.982725528,0.991287512,0.8925,1,0.686131387,0.813852814
688,0.994375,0.998054475,0.984644914,0.991304348,0.8775,0.91509434,0.708029197,0.798353909
689,0.995,1,0.984644914,0.992263056,0.88,0.940594059,0.693430657,0.798319328
690,0.995625,0.998062016,0.988483685,0.993249759,0.8875,0.969387755,0.693430657,0.808510638
691,0.995625,1,0.986564299,0.993236715,0.8825,0.941176471,0.700729927,0.80334728
692,0.995625,0.998062016,0.988483685,0.993249759,0.8875,0.933962264,0.722627737,0.814814815
693,0.996875,1,0.990403071,0.995178399,0.9075,0.962962963,0.759124088,0.848979592
694,0.99375,1,0.980806142,0.990310078,0.885,0.95959596,0.693430657,0.805084746
695,0.995625,0.998062016,0.988483685,0.993249759,0.8775,0.9,0.722627737,0.801619433
696,0.995625,1,0.986564299,0.993236715,0.9025,0.980392157,0.729927007,0.836820084
697,0.996875,1,0.990403071,0.995178399,0.9025,0.962264151,0.744525547,0.839506173
698,0.9925,1,0.97696737,0.988349515,0.89,0.979381443,0.693430657,0.811965812
699,0.995625,1,0.986564299,0.993236715,0.8975,0.98,0.715328467,0.827004219
700,0.995625,1,0.986564299,0.993236715,0.8975,0.961538462,0.729927007,0.829875519
701,0.995,1,0.984644914,0.992263056,0.885,0.95959596,0.693430657,0.805084746
702,0.994375,0.998054475,0.984644914,0.991304348,0.8825,0.932692308,0.708029197,0.804979253
703,0.9975,1,0.992322457,0.996146435,0.91,0.980952381,0.751824818,0.851239669
704,0.99625,1,0.988483685,0.994208494,0.905,0.980582524,0.737226277,0.841666667
705,0.995625,1,0.986564299,0.993236715,0.8925,0.979591837,0.700729927,0.817021277
706,0.99625,1,0.988483685,0.994208494,0.89,0.96039604,0.708029197,0.81512605
707,0.9975,1,0.992322457,0.996146435,0.895,0.943925234,0.737226277,0.827868852
708,0.995625,1,0.986564299,0.993236715,0.8875,0.942307692,0.715328467,0.813278008
709,0.995625,1,0.986564299,0.993236715,0.9175,0.981481481,0.773722628,0.865306122
710,0.995625,1,0.986564299,0.993236715,0.9025,0.962264151,0.744525547,0.839506173
711,0.996875,0.998069498,0.992322457,0.99518768,0.8975,0.952830189,0.737226277,0.83127572
712,0.9925,0.998043053,0.978886756,0.988372093,0.89,0.96969697,0.700729927,0.813559322
713,0.99625,1,0.988483685,0.994208494,0.88,0.940594059,0.693430657,0.798319328
714,0.995625,0.998062016,0.988483685,0.993249759,0.8875,0.918181818,0.737226277,0.817813765
715,0.994375,1,0.982725528,0.991287512,0.8775,0.923076923,0.700729927,0.796680498
716,0.99625,1,0.988483685,0.994208494,0.885,0.941747573,0.708029197,0.808333333
717,0.995625,1,0.986564299,0.993236715,0.8875,0.942307692,0.715328467,0.813278008
718,0.994375,1,0.982725528,0.991287512,0.8825,0.941176471,0.700729927,0.80334728
719,0.994375,1,0.982725528,0.991287512,0.9025,0.980392157,0.729927007,0.836820084
720,0.995,0.996131528,0.988483685,0.992292871,0.895,0.943925234,0.737226277,0.827868852
721,0.9975,1,0.992322457,0.996146435,0.9,0.961904762,0.737226277,0.834710744
722,0.99625,1,0.988483685,0.994208494,0.905,0.930434783,0.781021898,0.849206349
723,0.993125,0.996108949,0.982725528,0.989371981,0.8775,0.94,0.686131387,0.793248945
724,0.99625,1,0.988483685,0.994208494,0.895,0.961165049,0.722627737,0.825
725,0.995625,0.998062016,0.988483685,0.993249759,0.8825,0.932692308,0.708029197,0.804979253
726,0.994375,1,0.982725528,0.991287512,0.8925,1,0.686131387,0.813852814
727,0.9975,1,0.992322457,0.996146435,0.9,0.961904762,0.737226277,0.834710744
728,0.994375,1,0.982725528,0.991287512,0.8975,0.944444444,0.744525547,0.832653061
729,0.99375,1,0.980806142,0.990310078,0.885,0.941747573,0.708029197,0.808333333
730,0.995625,0.998062016,0.988483685,0.993249759,0.8825,0.916666667,0.722627737,0.808163265
731,0.994375,1,0.982725528,0.991287512,0.8775,0.923076923,0.700729927,0.796680498
732,0.995,1,0.984644914,0.992263056,0.895,0.97979798,0.708029197,0.822033898
733,0.9975,1,0.992322457,0.996146435,0.9,0.944954128,0.751824818,0.837398374
734,0.995625,1,0.986564299,0.993236715,0.8975,0.944444444,0.744525547,0.832653061
735,0.99625,1,0.988483685,0.994208494,0.885,0.941747573,0.708029197,0.808333333
736,0.994375,1,0.982725528,0.991287512,0.9075,0.946428571,0.773722628,0.851405622
737,0.991875,0.998039216,0.97696737,0.987390883,0.8775,0.948979592,0.678832117,0.791489362
738,0.995625,1,0.986564299,0.993236715,0.8975,0.944444444,0.744525547,0.832653061
739,0.993125,0.998046875,0.980806142,0.989351404,0.8925,0.951923077,0.722627737,0.821576763
740,0.99375,1,0.980806142,0.990310078,0.895,0.97979798,0.708029197,0.822033898
741,0.99375,1,0.980806142,0.990310078,0.88,0.923809524,0.708029197,0.801652893
742,0.995,1,0.984644914,0.992263056,0.89,0.942857143,0.722627737,0.818181818
743,0.9925,0.998043053,0.978886756,0.988372093,0.885,0.933333333,0.715328467,0.809917355
744,0.994375,1,0.982725528,0.991287512,0.9025,0.980392157,0.729927007,0.836820084
745,0.995,1,0.984644914,0.992263056,0.885,0.978947368,0.678832117,0.801724138
746,0.99625,1,0.988483685,0.994208494,0.88,0.940594059,0.693430657,0.798319328
747,0.99625,1,0.988483685,0.994208494,0.89,0.96039604,0.708029197,0.81512605
748,0.994375,0.998054475,0.984644914,0.991304348,0.8925,0.951923077,0.722627737,0.821576763
749,0.99625,1,0.988483685,0.994208494,0.89,0.942857143,0.722627737,0.818181818
750,0.994375,1,0.982725528,0.991287512,0.8875,0.925925926,0.729927007,0.816326531
751,0.996875,1,0.990403071,0.995178399,0.8975,0.944444444,0.744525547,0.832653061
752,0.99625,1,0.988483685,0.994208494,0.88,0.908256881,0.722627737,0.804878049
753,0.994375,1,0.982725528,0.991287512,0.8825,0.978723404,0.671532847,0.796536797
754,0.995625,0.998062016,0.988483685,0.993249759,0.8975,0.970588235,0.722627737,0.828451883
755,0.996875,1,0.990403071,0.995178399,0.8975,0.913793103,0.773722628,0.837944664
756,0.990625,0.994140625,0.97696737,0.985479187,0.8825,0.95,0.693430657,0.801687764
757,0.995625,1,0.986564299,0.993236715,0.9025,0.962264151,0.744525547,0.839506173
758,0.996875,1,0.990403071,0.995178399,0.9025,0.945454545,0.759124088,0.842105263
759,0.995,1,0.984644914,0.992263056,0.885,0.978947368,0.678832117,0.801724138
760,0.995625,1,0.986564299,0.993236715,0.8975,0.961538462,0.729927007,0.829875519
761,0.996875,1,0.990403071,0.995178399,0.9125,0.963636364,0.773722628,0.858299595
762,0.99375,0.998050682,0.982725528,0.99032882,0.885,0.969072165,0.686131387,0.803418803
763,0.995625,0.998062016,0.988483685,0.993249759,0.8875,0.933962264,0.722627737,0.814814815
764,0.995,1,0.984644914,0.992263056,0.905,0.962616822,0.751824818,0.844262295
765,0.995625,1,0.986564299,0.993236715,0.8875,0.942307692,0.715328467,0.813278008
766,0.99625,0.998065764,0.990403071,0.994219653,0.91,0.954954955,0.773722628,0.85483871
767,0.995,1,0.984644914,0.992263056,0.9,0.98019802,0.722627737,0.831932773
768,0.9925,1,0.97696737,0.988349515,0.895,0.961165049,0.722627737,0.825
769,0.995,0.996131528,0.988483685,0.992292871,0.905,0.962616822,0.751824818,0.844262295
770,0.995,1,0.984644914,0.992263056,0.88,0.89380531,0.737226277,0.808
771,0.995625,1,0.986564299,0.993236715,0.8875,0.96,0.700729927,0.810126582
772,0.996875,0.998069498,0.992322457,0.99518768,0.9025,0.9375,0.766423358,0.843373494
773,0.996875,1,0.990403071,0.995178399,0.9025,0.962264151,0.744525547,0.839506173
774,0.991875,0.998039216,0.97696737,0.987390883,0.8675,0.928571429,0.664233577,0.774468085
775,0.99125,0.998035363,0.975047985,0.986407767,0.895,0.952380952,0.729927007,0.826446281
776,0.99625,1,0.988483685,0.994208494,0.91,0.946902655,0.781021898,0.856
777,0.995625,0.998062016,0.988483685,0.993249759,0.8875,0.950980392,0.708029197,0.811715481
778,0.996875,1,0.990403071,0.995178399,0.9025,0.962264151,0.744525547,0.839506173
779,0.995625,1,0.986564299,0.993236715,0.8825,0.941176471,0.700729927,0.80334728
780,0.995625,1,0.986564299,0.993236715,0.9125,0.963636364,0.773722628,0.858299595
781,0.99625,1,0.988483685,0.994208494,0.895,0.97979798,0.708029197,0.822033898
782,0.996875,0.998069498,0.992322457,0.99518768,0.8875,0.950980392,0.708029197,0.811715481
783,0.995,1,0.984644914,0.992263056,0.9,0.961904762,0.737226277,0.834710744
784,0.9975,1,0.992322457,0.996146435,0.905,0.915966387,0.795620438,0.8515625
785,0.995,0.998058252,0.986564299,0.992277992,0.885,0.933333333,0.715328467,0.809917355
786,0.9925,0.998043053,0.978886756,0.988372093,0.885,0.933333333,0.715328467,0.809917355
787,0.9975,1,0.992322457,0.996146435,0.91,1,0.737226277,0.848739496
788,0.995625,0.998062016,0.988483685,0.993249759,0.8775,0.931372549,0.693430657,0.794979079
789,0.99625,1,0.988483685,0.994208494,0.89,0.926605505,0.737226277,0.821138211
790,0.995625,1,0.986564299,0.993236715,0.9025,0.980392157,0.729927007,0.836820084
791,0.9975,0.998073218,0.994241843,0.996153846,0.895,0.952380952,0.729927007,0.826446281
792,0.995,1,0.984644914,0.992263056,0.88,0.940594059,0.693430657,0.798319328
793,0.994375,1,0.982725528,0.991287512,0.8725,0.957446809,0.656934307,0.779220779
794,0.998125,0.998076923,0.996161228,0.997118156,0.9125,0.972222222,0.766423358,0.857142857
795,0.9975,1,0.992322457,0.996146435,0.895,0.927927928,0.751824818,0.830645161
796,0.995625,0.998062016,0.988483685,0.993249759,0.8825,0.932692308,0.708029197,0.804979253
797,0.99625,0.996146435,0.992322457,0.994230769,0.9,0.944954128,0.751824818,0.837398374
798,0.99375,1,0.980806142,0.990310078,0.89,0.942857143,0.722627737,0.818181818
799,0.995,1,0.984644914,0.992263056,0.885,0.90990991,0.737226277,0.814516129
800,0.995625,0.996138996,0.990403071,0.993262753,0.8875,0.942307692,0.715328467,0.813278008
801,0.995,0.998058252,0.986564299,0.992277992,0.895,0.935779817,0.744525547,0.829268293
802,0.995625,0.998062016,0.988483685,0.993249759,0.8975,0.952830189,0.737226277,0.83127572
803,0.995625,1,0.986564299,0.993236715,0.8925,0.960784314,0.715328467,0.820083682
804,0.99875,0.998080614,0.998080614,0.998080614,0.915,0.972477064,0.773722628,0.861788618
805,0.994375,1,0.982725528,0.991287512,0.8725,0.921568627,0.686131387,0.786610879
806,0.995,1,0.984644914,0.992263056,0.9,0.98019802,0.722627737,0.831932773
807,0.995,1,0.984644914,0.992263056,0.89,0.96039604,0.708029197,0.81512605
808,0.994375,1,0.982725528,0.991287512,0.8925,1,0.686131387,0.813852814
809,0.995,1,0.984644914,0.992263056,0.875,0.922330097,0.693430657,0.791666667
810,0.995,1,0.984644914,0.992263056,0.875,0.922330097,0.693430657,0.791666667
811,0.995625,0.998062016,0.988483685,0.993249759,0.8875,0.950980392,0.708029197,0.811715481
812,0.995625,0.998062016,0.988483685,0.993249759,0.8825,0.95,0.693430657,0.801687764
813,0.993125,1,0.978886756,0.989330747,0.8775,0.923076923,0.700729927,0.796680498
814,0.995,1,0.984644914,0.992263056,0.895,0.927927928,0.751824818,0.830645161
815,0.9925,1,0.97696737,0.988349515,0.86,0.885714286,0.678832117,0.768595041
816,0.9975,1,0.992322457,0.996146435,0.895,0.961165049,0.722627737,0.825
817,0.994375,1,0.982725528,0.991287512,0.9125,0.981132075,0.759124088,0.855967078
818,0.995625,1,0.986564299,0.993236715,0.8925,0.960784314,0.715328467,0.820083682
819,0.995,0.996131528,0.988483685,0.992292871,0.885,0.925233645,0.722627737,0.81147541
820,0.994375,0.998054475,0.984644914,0.991304348,0.8925,0.951923077,0.722627737,0.821576763
821,0.995,1,0.984644914,0.992263056,0.89,0.96039604,0.708029197,0.81512605
822,0.9975,1,0.992322457,0.996146435,0.895,0.943925234,0.737226277,0.827868852
823,0.99625,0.998065764,0.990403071,0.994219653,0.895,0.920353982,0.759124088,0.832
824,0.995625,0.998062016,0.988483685,0.993249759,0.9025,0.953703704,0.751824818,0.840816327
825,0.994375,1,0.982725528,0.991287512,0.8875,0.942307692,0.715328467,0.813278008
826,0.995625,1,0.986564299,0.993236715,0.9025,0.962264151,0.744525547,0.839506173
827,0.995625,0.998062016,0.988483685,0.993249759,0.8975,0.970588235,0.722627737,0.828451883
828,0.998125,1,0.994241843,0.997112608,0.8975,0.944444444,0.744525547,0.832653061
829,0.993125,1,0.978886756,0.989330747,0.8825,0.941176471,0.700729927,0.80334728
830,0.99375,0.992292871,0.988483685,0.990384615,0.89,0.96039604,0.708029197,0.81512605
831,0.995625,1,0.986564299,0.993236715,0.8825,0.959183673,0.686131387,0.8
832,0.993125,0.998046875,0.980806142,0.989351404,0.8875,0.989361702,0.678832117,0.805194805
833,0.99625,1,0.988483685,0.994208494,0.905,0.980582524,0.737226277,0.841666667
834,0.995625,0.998062016,0.988483685,0.993249759,0.8875,0.933962264,0.722627737,0.814814815
835,0.99375,0.998050682,0.982725528,0.99032882,0.88,0.932038835,0.700729927,0.8
836,0.99375,0.998050682,0.982725528,0.99032882,0.875,0.930693069,0.686131387,0.789915966
837,0.996875,1,0.990403071,0.995178399,0.8875,0.96,0.700729927,0.810126582
838,0.998125,1,0.994241843,0.997112608,0.9025,0.980392157,0.729927007,0.836820084
839,0.994375,0.998054475,0.984644914,0.991304348,0.8825,0.932692308,0.708029197,0.804979253
840,0.99375,1,0.980806142,0.990310078,0.88,0.958762887,0.678832117,0.794871795
841,0.99375,0.998050682,0.982725528,0.99032882,0.885,0.95049505,0.700729927,0.806722689
842,0.99625,1,0.988483685,0.994208494,0.89,0.926605505,0.737226277,0.821138211
843,0.996875,1,0.990403071,0.995178399,0.8825,0.941176471,0.700729927,0.80334728
844,0.995,1,0.984644914,0.992263056,0.875,0.922330097,0.693430657,0.791666667
845,0.99375,1,0.980806142,0.990310078,0.895,0.943925234,0.737226277,0.827868852
846,0.994375,1,0.982725528,0.991287512,0.8775,0.923076923,0.700729927,0.796680498
847,0.995625,1,0.986564299,0.993236715,0.8775,0.94,0.686131387,0.793248945
848,0.99625,0.998065764,0.990403071,0.994219653,0.885,0.933333333,0.715328467,0.809917355
849,0.99625,0.998065764,0.990403071,0.994219653,0.885,0.933333333,0.715328467,0.809917355
850,0.995625,0.998062016,0.988483685,0.993249759,0.8975,0.952830189,0.737226277,0.83127572
851,0.995625,1,0.986564299,0.993236715,0.8975,0.98,0.715328467,0.827004219
852,0.9975,1,0.992322457,0.996146435,0.895,0.961165049,0.722627737,0.825
853,0.99625,0.998065764,0.990403071,0.994219653,0.885,0.917431193,0.729927007,0.81300813
854,0.993125,1,0.978886756,0.989330747,0.8675,0.9375,0.656934307,0.772532189
855,0.994375,0.998054475,0.984644914,0.991304348,0.8825,0.932692308,0.708029197,0.804979253
856,0.996875,1,0.990403071,0.995178399,0.9025,0.962264151,0.744525547,0.839506173
857,0.994375,1,0.982725528,0.991287512,0.8975,0.98,0.715328467,0.827004219
858,0.99375,0.998050682,0.982725528,0.99032882,0.905,0.95412844,0.759124088,0.845528455
859,0.996875,1,0.990403071,0.995178399,0.8925,0.927272727,0.744525547,0.825910931
860,0.994375,1,0.982725528,0.991287512,0.8775,0.94,0.686131387,0.793248945
861,0.99375,1,0.980806142,0.990310078,0.885,0.95959596,0.693430657,0.805084746
862,0.998125,1,0.994241843,0.997112608,0.8975,0.944444444,0.744525547,0.832653061
863,0.993125,0.996108949,0.982725528,0.989371981,0.8975,0.944444444,0.744525547,0.832653061
864,0.99625,0.998065764,0.990403071,0.994219653,0.915,0.972477064,0.773722628,0.861788618
865,0.995625,0.996138996,0.990403071,0.993262753,0.9025,0.945454545,0.759124088,0.842105263
866,0.996875,1,0.990403071,0.995178399,0.8875,0.96,0.700729927,0.810126582
867,0.996875,1,0.990403071,0.995178399,0.8975,0.928571429,0.759124088,0.835341365
868,0.995,0.996131528,0.988483685,0.992292871,0.88,0.88034188,0.751824818,0.811023622
869,0.994375,0.996124031,0.986564299,0.991321119,0.8975,0.944444444,0.744525547,0.832653061
870,0.9975,1,0.992322457,0.996146435,0.905,0.930434783,0.781021898,0.849206349
871,0.993125,0.992277992,0.986564299,0.989412897,0.8925,0.943396226,0.729927007,0.823045267
872,0.9975,1,0.992322457,0.996146435,0.905,0.945945946,0.766423358,0.846774194
873,0.9975,1,0.992322457,0.996146435,0.9,0.944954128,0.751824818,0.837398374
874,0.995,1,0.984644914,0.992263056,0.89,0.942857143,0.722627737,0.818181818
875,0.995625,1,0.986564299,0.993236715,0.8825,0.941176471,0.700729927,0.80334728
876,0.996875,1,0.990403071,0.995178399,0.8925,0.943396226,0.729927007,0.823045267
877,0.994375,1,0.982725528,0.991287512,0.8875,0.96,0.700729927,0.810126582
878,0.995625,0.998062016,0.988483685,0.993249759,0.8875,0.933962264,0.722627737,0.814814815
879,0.995625,0.998062016,0.988483685,0.993249759,0.8925,0.935185185,0.737226277,0.824489796
880,0.99375,1,0.980806142,0.990310078,0.9,0.961904762,0.737226277,0.834710744
881,0.996875,1,0.990403071,0.995178399,0.8875,0.942307692,0.715328467,0.813278008
882,0.995,0.998058252,0.986564299,0.992277992,0.885,0.95049505,0.700729927,0.806722689
883,0.99625,1,0.988483685,0.994208494,0.905,0.962616822,0.751824818,0.844262295
884,0.99375,0.998050682,0.982725528,0.99032882,0.895,0.952380952,0.729927007,0.826446281
885,0.995,1,0.984644914,0.992263056,0.885,0.941747573,0.708029197,0.808333333
886,0.993125,0.998046875,0.980806142,0.989351404,0.8975,0.936363636,0.751824818,0.834008097
887,0.995625,0.998062016,0.988483685,0.993249759,0.8875,0.933962264,0.722627737,0.814814815
888,0.993125,0.998046875,0.980806142,0.989351404,0.8825,0.95,0.693430657,0.801687764
889,0.991875,0.998039216,0.97696737,0.987390883,0.8775,0.931372549,0.693430657,0.794979079
890,0.99625,0.996146435,0.992322457,0.994230769,0.905,0.962616822,0.751824818,0.844262295
891,0.9975,1,0.992322457,0.996146435,0.905,0.962616822,0.751824818,0.844262295
892,0.99625,1,0.988483685,0.994208494,0.895,0.961165049,0.722627737,0.825
893,0.991875,1,0.975047985,0.987366375,0.8775,0.958333333,0.671532847,0.789699571
894,0.9975,0.998073218,0.994241843,0.996153846,0.875,0.884955752,0.729927007,0.8
895,0.991875,0.99609375,0.978886756,0.987415295,0.8825,0.959183673,0.686131387,0.8
896,0.995625,1,0.986564299,0.993236715,0.8825,0.924528302,0.715328467,0.806584362
897,0.994375,0.996124031,0.986564299,0.991321119,0.8925,0.943396226,0.729927007,0.823045267
898,0.995,1,0.984644914,0.992263056,0.88,0.940594059,0.693430657,0.798319328
899,0.99375,0.998050682,0.982725528,0.99032882,0.9,0.953271028,0.744525547,0.836065574
900,0.995625,1,0.986564299,0.993236715,0.9075,0.980769231,0.744525547,0.846473029
901,0.994375,1,0.982725528,0.991287512,0.8775,0.923076923,0.700729927,0.796680498
902,0.994375,0.998054475,0.984644914,0.991304348,0.8875,0.918181818,0.737226277,0.817813765
903,0.995,0.994219653,0.990403071,0.992307692,0.9,0.953271028,0.744525547,0.836065574
904,0.99625,1,0.988483685,0.994208494,0.9,0.944954128,0.751824818,0.837398374
905,0.996875,1,0.990403071,0.995178399,0.9125,0.981132075,0.759124088,0.855967078
906,0.998125,1,0.994241843,0.997112608,0.8975,0.944444444,0.744525547,0.832653061
907,0.995,1,0.984644914,0.992263056,0.88,0.940594059,0.693430657,0.798319328
908,0.994375,0.996124031,0.986564299,0.991321119,0.8825,0.924528302,0.715328467,0.806584362
909,0.999375,1,0.998080614,0.999039385,0.9125,0.947368421,0.788321168,0.860557769
910,0.994375,1,0.982725528,0.991287512,0.8975,0.928571429,0.759124088,0.835341365
911,0.991875,0.998039216,0.97696737,0.987390883,0.8725,0.93,0.678832117,0.784810127
912,0.996875,1,0.990403071,0.995178399,0.8975,0.98,0.715328467,0.827004219
913,0.995625,1,0.986564299,0.993236715,0.8875,0.942307692,0.715328467,0.813278008
914,0.995,1,0.984644914,0.992263056,0.88,0.958762887,0.678832117,0.794871795
915,0.993125,1,0.978886756,0.989330747,0.8725,0.93877551,0.671532847,0.782978723
916,0.994375,1,0.982725528,0.991287512,0.8875,0.925925926,0.729927007,0.816326531
917,0.995625,0.998062016,0.988483685,0.993249759,0.8825,0.932692308,0.708029197,0.804979253
918,0.995,1,0.984644914,0.992263056,0.895,0.97979798,0.708029197,0.822033898
919,0.993125,1,0.978886756,0.989330747,0.8875,0.979166667,0.686131387,0.806866953
920,0.995,1,0.984644914,0.992263056,0.89,0.942857143,0.722627737,0.818181818
921,0.995,1,0.984644914,0.992263056,0.905,0.980582524,0.737226277,0.841666667
922,0.994375,1,0.982725528,0.991287512,0.8975,0.98,0.715328467,0.827004219
923,0.994375,1,0.982725528,0.991287512,0.8975,0.944444444,0.744525547,0.832653061
924,0.998125,1,0.994241843,0.997112608,0.8975,0.98,0.715328467,0.827004219
925,0.99125,1,0.973128599,0.986381323,0.89,0.979381443,0.693430657,0.811965812
926,0.99375,1,0.980806142,0.990310078,0.89,0.979381443,0.693430657,0.811965812
927,0.99625,0.996146435,0.992322457,0.994230769,0.905,0.930434783,0.781021898,0.849206349
928,0.99625,1,0.988483685,0.994208494,0.895,0.961165049,0.722627737,0.825
929,0.99875,1,0.996161228,0.998076923,0.895,0.913043478,0.766423358,0.833333333
930,0.998125,0.998076923,0.996161228,0.997118156,0.9125,0.955357143,0.781021898,0.859437751
931,0.995625,0.998062016,0.988483685,0.993249759,0.8975,0.952830189,0.737226277,0.83127572
932,0.995625,1,0.986564299,0.993236715,0.8925,0.960784314,0.715328467,0.820083682
933,0.994375,1,0.982725528,0.991287512,0.8725,0.921568627,0.686131387,0.786610879
934,0.995,0.998058252,0.986564299,0.992277992,0.89,0.951456311,0.715328467,0.816666667
935,0.995,0.998058252,0.986564299,0.992277992,0.88,0.932038835,0.700729927,0.8
936,0.993125,0.998046875,0.980806142,0.989351404,0.8775,0.948979592,0.678832117,0.791489362
937,0.994375,1,0.982725528,0.991287512,0.9025,0.962264151,0.744525547,0.839506173
938,0.995,1,0.984644914,0.992263056,0.875,0.922330097,0.693430657,0.791666667
939,0.9925,1,0.97696737,0.988349515,0.875,0.939393939,0.678832117,0.788135593
940,0.996875,0.998069498,0.992322457,0.99518768,0.8925,0.951923077,0.722627737,0.821576763
941,0.99375,1,0.980806142,0.990310078,0.895,0.97979798,0.708029197,0.822033898
942,0.99375,1,0.980806142,0.990310078,0.895,0.943925234,0.737226277,0.827868852
943,0.99625,1,0.988483685,0.994208494,0.9,0.961904762,0.737226277,0.834710744
944,0.995,1,0.984644914,0.992263056,0.89,0.96039604,0.708029197,0.81512605
945,0.993125,1,0.978886756,0.989330747,0.8925,0.960784314,0.715328467,0.820083682
946,0.99625,0.998065764,0.990403071,0.994219653,0.91,0.954954955,0.773722628,0.85483871
947,0.99625,1,0.988483685,0.994208494,0.91,0.980952381,0.751824818,0.851239669
948,0.994375,0.998054475,0.984644914,0.991304348,0.8825,0.95,0.693430657,0.801687764
949,0.996875,1,0.990403071,0.995178399,0.9125,0.963636364,0.773722628,0.858299595
950,0.996875,0.998069498,0.992322457,0.99518768,0.9175,0.972727273,0.781021898,0.866396761
951,0.994375,1,0.982725528,0.991287512,0.8775,0.94,0.686131387,0.793248945
952,0.995,1,0.984644914,0.992263056,0.9,0.98019802,0.722627737,0.831932773
953,0.99875,1,0.996161228,0.998076923,0.895,0.927927928,0.751824818,0.830645161
954,0.996875,0.998069498,0.992322457,0.99518768,0.9075,0.954545455,0.766423358,0.850202429
955,0.991875,0.998039216,0.97696737,0.987390883,0.8775,0.91509434,0.708029197,0.798353909
956,0.998125,1,0.994241843,0.997112608,0.9025,0.980392157,0.729927007,0.836820084
957,0.995,1,0.984644914,0.992263056,0.905,0.980582524,0.737226277,0.841666667
958,0.995625,0.998062016,0.988483685,0.993249759,0.9225,0.990740741,0.781021898,0.873469388
959,0.995625,0.998062016,0.988483685,0.993249759,0.8925,0.935185185,0.737226277,0.824489796
960,0.995625,0.998062016,0.988483685,0.993249759,0.8925,0.935185185,0.737226277,0.824489796
961,0.996875,1,0.990403071,0.995178399,0.8775,0.892857143,0.729927007,0.803212851
962,0.995625,1,0.986564299,0.993236715,0.8925,0.943396226,0.729927007,0.823045267
963,0.99625,0.998065764,0.990403071,0.994219653,0.91,0.971962617,0.759124088,0.852459016
964,0.995625,0.998062016,0.988483685,0.993249759,0.8775,0.91509434,0.708029197,0.798353909
965,0.994375,1,0.982725528,0.991287512,0.9125,1,0.744525547,0.853556485
966,0.99625,1,0.988483685,0.994208494,0.9,0.98019802,0.722627737,0.831932773
967,0.9975,1,0.992322457,0.996146435,0.895,0.927927928,0.751824818,0.830645161
968,0.995625,0.996138996,0.990403071,0.993262753,0.8875,0.942307692,0.715328467,0.813278008
969,0.99625,0.998065764,0.990403071,0.994219653,0.9,0.953271028,0.744525547,0.836065574
970,0.995625,1,0.986564299,0.993236715,0.8975,0.98,0.715328467,0.827004219
971,0.9925,1,0.97696737,0.988349515,0.89,0.96039604,0.708029197,0.81512605
972,0.998125,1,0.994241843,0.997112608,0.9075,0.962962963,0.759124088,0.848979592
973,0.995625,0.996138996,0.990403071,0.993262753,0.8825,0.941176471,0.700729927,0.80334728
974,0.99625,1,0.988483685,0.994208494,0.905,0.980582524,0.737226277,0.841666667
975,0.995625,1,0.986564299,0.993236715,0.8775,0.94,0.686131387,0.793248945
976,0.99625,1,0.988483685,0.994208494,0.895,0.97979798,0.708029197,0.822033898
977,0.994375,1,0.982725528,0.991287512,0.8775,0.923076923,0.700729927,0.796680498
978,0.99625,0.998065764,0.990403071,0.994219653,0.895,0.952380952,0.729927007,0.826446281
979,0.995625,1,0.986564299,0.993236715,0.8775,0.958333333,0.671532847,0.789699571
980,0.99375,0.998050682,0.982725528,0.99032882,0.875,0.948453608,0.671532847,0.786324786
981,0.994375,1,0.982725528,0.991287512,0.8725,0.921568627,0.686131387,0.786610879
982,0.995,0.998058252,0.986564299,0.992277992,0.88,0.932038835,0.700729927,0.8
983,0.996875,1,0.990403071,0.995178399,0.9025,0.945454545,0.759124088,0.842105263
984,0.994375,0.998054475,0.984644914,0.991304348,0.8875,0.903508772,0.751824818,0.820717131
985,0.994375,1,0.982725528,0.991287512,0.8925,0.960784314,0.715328467,0.820083682
