,accuracy_score(train),precision_score(train),recall_score(train),f1_score(train),accuracy_score(test),precision_score(test),recall_score(test),f1_score(test)
360,0.99625,0.996146435,0.992322457,0.994230769,0.915,0.947826087,0.795620438,0.865079365
361,0.995625,1,0.986564299,0.993236715,0.8825,0.941176471,0.700729927,0.80334728
362,0.99625,0.996146435,0.992322457,0.994230769,0.895,0.961165049,0.722627737,0.825
363,0.998125,1,0.994241843,0.997112608,0.9075,0.962962963,0.759124088,0.848979592
364,0.9925,1,0.97696737,0.988349515,0.88,0.958762887,0.678832117,0.794871795
365,0.995625,0.998062016,0.988483685,0.993249759,0.8825,0.916666667,0.722627737,0.808163265
366,0.99625,1,0.988483685,0.994208494,0.9,0.961904762,0.737226277,0.834710744
367,0.994375,1,0.982725528,0.991287512,0.8975,0.944444444,0.744525547,0.832653061
368,0.99625,0.998065764,0.990403071,0.994219653,0.885,0.917431193,0.729927007,0.81300813
369,0.995625,0.998062016,0.988483685,0.993249759,0.8975,0.936363636,0.751824818,0.834008097
370,0.99375,0.998050682,0.982725528,0.99032882,0.875,0.914285714,0.700729927,0.79338843
371,0.996875,1,0.990403071,0.995178399,0.8925,0.960784314,0.715328467,0.820083682
372,0.996875,1,0.990403071,0.995178399,0.8825,0.924528302,0.715328467,0.806584362
373,0.994375,0.998054475,0.984644914,0.991304348,0.8925,0.919642857,0.751824818,0.827309237
374,0.995625,1,0.986564299,0.993236715,0.8725,0.905660377,0.700729927,0.790123457
375,0.99625,1,0.988483685,0.994208494,0.91,0.963302752,0.766423358,0.853658537
376,0.995625,0.996138996,0.990403071,0.993262753,0.8875,0.979166667,0.686131387,0.806866953
377,0.99375,1,0.980806142,0.990310078,0.885,0.941747573,0.708029197,0.808333333
378,0.99625,1,0.988483685,0.994208494,0.88,0.923809524,0.708029197,0.801652893
379,0.998125,1,0.994241843,0.997112608,0.9025,0.945454545,0.759124088,0.842105263
380,0.996875,0.998069498,0.992322457,0.99518768,0.9175,0.956140351,0.795620438,0.868525896
381,0.994375,1,0.982725528,0.991287512,0.8925,0.979591837,0.700729927,0.817021277
382,0.998125,1,0.994241843,0.997112608,0.9125,0.963636364,0.773722628,0.858299595
383,0.994375,1,0.982725528,0.991287512,0.8825,0.941176471,0.700729927,0.80334728
384,0.99625,1,0.988483685,0.994208494,0.89,0.96039604,0.708029197,0.81512605
385,0.995625,1,0.986564299,0.993236715,0.8875,0.96,0.700729927,0.810126582
386,0.9975,1,0.992322457,0.996146435,0.895,0.943925234,0.737226277,0.827868852
387,0.996875,1,0.990403071,0.995178399,0.9075,1,0.729927007,0.843881857
388,0.99625,1,0.988483685,0.994208494,0.9,0.961904762,0.737226277,0.834710744
389,0.996875,0.996153846,0.994241843,0.995196926,0.9075,0.980769231,0.744525547,0.846473029
390,0.995625,1,0.986564299,0.993236715,0.8975,0.961538462,0.729927007,0.829875519
391,0.995625,0.998062016,0.988483685,0.993249759,0.8825,0.932692308,0.708029197,0.804979253
392,0.995,0.998058252,0.986564299,0.992277992,0.91,0.990291262,0.744525547,0.85
393,0.995625,1,0.986564299,0.993236715,0.8925,0.943396226,0.729927007,0.823045267
394,0.994375,1,0.982725528,0.991287512,0.8775,0.923076923,0.700729927,0.796680498
395,0.994375,0.998054475,0.984644914,0.991304348,0.8975,0.952830189,0.737226277,0.83127572
396,0.99625,1,0.988483685,0.994208494,0.885,0.95959596,0.693430657,0.805084746
397,0.99375,1,0.980806142,0.990310078,0.885,0.941747573,0.708029197,0.808333333
398,0.99625,1,0.988483685,0.994208494,0.89,0.942857143,0.722627737,0.818181818
399,0.993125,0.996108949,0.982725528,0.989371981,0.8675,0.92,0.671532847,0.776371308
400,0.993125,1,0.978886756,0.989330747,0.8875,1,0.671532847,0.80349345
401,0.995,1,0.984644914,0.992263056,0.88,0.923809524,0.708029197,0.801652893
402,0.993125,1,0.978886756,0.989330747,0.8825,0.959183673,0.686131387,0.8
403,0.994375,1,0.982725528,0.991287512,0.8875,0.925925926,0.729927007,0.816326531
404,0.995625,0.998062016,0.988483685,0.993249759,0.8875,0.933962264,0.722627737,0.814814815
405,0.995625,1,0.986564299,0.993236715,0.8875,0.910714286,0.744525547,0.819277108
406,0.99375,1,0.980806142,0.990310078,0.895,0.97979798,0.708029197,0.822033898
407,0.99625,0.996146435,0.992322457,0.994230769,0.885,0.90990991,0.737226277,0.814516129
408,0.99625,1,0.988483685,0.994208494,0.89,0.926605505,0.737226277,0.821138211
409,0.995625,1,0.986564299,0.993236715,0.9025,0.980392157,0.729927007,0.836820084
410,0.991875,1,0.975047985,0.987366375,0.8825,0.941176471,0.700729927,0.80334728
411,0.99375,1,0.980806142,0.990310078,0.885,0.95959596,0.693430657,0.805084746
412,0.9975,0.998073218,0.994241843,0.996153846,0.895,0.920353982,0.759124088,0.832
413,0.996875,1,0.990403071,0.995178399,0.8875,0.96,0.700729927,0.810126582
414,0.99625,0.998065764,0.990403071,0.994219653,0.9,0.953271028,0.744525547,0.836065574
415,0.99375,1,0.980806142,0.990310078,0.9,0.961904762,0.737226277,0.834710744
416,0.994375,0.994208494,0.988483685,0.991337825,0.8875,0.933962264,0.722627737,0.814814815
417,0.995625,0.998062016,0.988483685,0.993249759,0.8875,0.933962264,0.722627737,0.814814815
418,0.994375,1,0.982725528,0.991287512,0.8775,0.958333333,0.671532847,0.789699571
419,0.99625,0.998065764,0.990403071,0.994219653,0.91,0.954954955,0.773722628,0.85483871
420,0.994375,0.994208494,0.988483685,0.991337825,0.8925,0.97,0.708029197,0.818565401
421,0.996875,0.998069498,0.992322457,0.99518768,0.8975,0.952830189,0.737226277,0.83127572
422,0.995625,1,0.986564299,0.993236715,0.8975,0.98,0.715328467,0.827004219
423,0.995625,1,0.986564299,0.993236715,0.9025,0.980392157,0.729927007,0.836820084
424,0.996875,0.998069498,0.992322457,0.99518768,0.8775,0.9,0.722627737,0.801619433
425,0.99375,1,0.980806142,0.990310078,0.88,0.940594059,0.693430657,0.798319328
426,0.9975,1,0.992322457,0.996146435,0.89,0.926605505,0.737226277,0.821138211
427,0.9975,1,0.992322457,0.996146435,0.9,0.944954128,0.751824818,0.837398374
428,0.99375,0.992292871,0.988483685,0.990384615,0.895,0.927927928,0.751824818,0.830645161
429,0.99375,0.998050682,0.982725528,0.99032882,0.89,0.989473684,0.686131387,0.810344828
430,0.996875,1,0.990403071,0.995178399,0.9025,0.945454545,0.759124088,0.842105263
431,0.99375,0.996116505,0.984644914,0.99034749,0.89,0.942857143,0.722627737,0.818181818
432,0.99625,0.998065764,0.990403071,0.994219653,0.89,0.951456311,0.715328467,0.816666667
433,0.994375,0.998054475,0.984644914,0.991304348,0.8775,0.948979592,0.678832117,0.791489362
434,0.994375,1,0.982725528,0.991287512,0.9075,0.962962963,0.759124088,0.848979592
435,0.99375,0.998050682,0.982725528,0.99032882,0.885,0.933333333,0.715328467,0.809917355
436,0.99375,1,0.980806142,0.990310078,0.86,0.917525773,0.649635036,0.760683761
437,0.995625,0.998062016,0.988483685,0.993249759,0.8925,0.951923077,0.722627737,0.821576763
438,0.993125,0.994186047,0.984644914,0.989392478,0.8825,0.932692308,0.708029197,0.804979253
439,0.99625,1,0.988483685,0.994208494,0.91,0.980952381,0.751824818,0.851239669
440,0.995,1,0.984644914,0.992263056,0.905,0.980582524,0.737226277,0.841666667
441,0.995625,1,0.986564299,0.993236715,0.9025,0.962264151,0.744525547,0.839506173
442,0.99625,1,0.988483685,0.994208494,0.88,0.940594059,0.693430657,0.798319328
443,0.993125,1,0.978886756,0.989330747,0.8975,0.98,0.715328467,0.827004219
444,0.995,1,0.984644914,0.992263056,0.875,0.922330097,0.693430657,0.791666667
445,0.995625,1,0.986564299,0.993236715,0.8875,0.96,0.700729927,0.810126582
446,0.994375,0.998054475,0.984644914,0.991304348,0.8925,0.951923077,0.722627737,0.821576763
447,0.994375,0.998054475,0.984644914,0.991304348,0.8975,0.970588235,0.722627737,0.828451883
448,0.996875,1,0.990403071,0.995178399,0.8975,0.928571429,0.759124088,0.835341365
449,0.99625,1,0.988483685,0.994208494,0.895,0.961165049,0.722627737,0.825
450,0.994375,0.998054475,0.984644914,0.991304348,0.8825,0.932692308,0.708029197,0.804979253
451,0.993125,0.998046875,0.980806142,0.989351404,0.8925,0.97,0.708029197,0.818565401
452,0.995625,1,0.986564299,0.993236715,0.8925,0.960784314,0.715328467,0.820083682
453,0.995,0.998058252,0.986564299,0.992277992,0.89,0.951456311,0.715328467,0.816666667
454,0.995625,1,0.986564299,0.993236715,0.8875,0.979166667,0.686131387,0.806866953
455,0.995,1,0.984644914,0.992263056,0.88,0.940594059,0.693430657,0.798319328
456,0.995,0.998058252,0.986564299,0.992277992,0.885,0.933333333,0.715328467,0.809917355
457,0.995,1,0.984644914,0.992263056,0.89,0.96039604,0.708029197,0.81512605
458,0.99375,1,0.980806142,0.990310078,0.88,0.940594059,0.693430657,0.798319328
459,0.995625,1,0.986564299,0.993236715,0.8975,0.961538462,0.729927007,0.829875519
460,0.99625,1,0.988483685,0.994208494,0.905,0.980582524,0.737226277,0.841666667
461,0.995625,0.996138996,0.990403071,0.993262753,0.9025,0.962264151,0.744525547,0.839506173
462,0.995,1,0.984644914,0.992263056,0.885,0.925233645,0.722627737,0.81147541
463,0.995,1,0.984644914,0.992263056,0.895,0.961165049,0.722627737,0.825
464,0.9975,0.998073218,0.994241843,0.996153846,0.9,0.953271028,0.744525547,0.836065574
465,0.996875,0.998069498,0.992322457,0.99518768,0.9025,0.971153846,0.737226277,0.838174274
466,0.99625,1,0.988483685,0.994208494,0.895,0.943925234,0.737226277,0.827868852
467,0.9975,1,0.992322457,0.996146435,0.89,0.942857143,0.722627737,0.818181818
468,0.99625,1,0.988483685,0.994208494,0.885,0.941747573,0.708029197,0.808333333
469,0.995,1,0.984644914,0.992263056,0.885,0.941747573,0.708029197,0.808333333
470,0.996875,1,0.990403071,0.995178399,0.9175,0.964285714,0.788321168,0.86746988
471,0.993125,1,0.978886756,0.989330747,0.8825,0.959183673,0.686131387,0.8
472,0.9925,1,0.97696737,0.988349515,0.875,0.922330097,0.693430657,0.791666667
473,0.995625,1,0.986564299,0.993236715,0.8925,0.960784314,0.715328467,0.820083682
474,0.99375,0.998050682,0.982725528,0.99032882,0.895,0.935779817,0.744525547,0.829268293
475,0.995,1,0.984644914,0.992263056,0.885,0.978947368,0.678832117,0.801724138
476,0.9975,0.998073218,0.994241843,0.996153846,0.9,0.953271028,0.744525547,0.836065574
477,0.99375,1,0.980806142,0.990310078,0.895,0.943925234,0.737226277,0.827868852
478,0.99375,1,0.980806142,0.990310078,0.865,0.919191919,0.664233577,0.771186441
479,0.993125,0.998046875,0.980806142,0.989351404,0.8575,0.892156863,0.664233577,0.761506276
480,0.99375,0.998050682,0.982725528,0.99032882,0.88,0.932038835,0.700729927,0.8
481,0.99375,0.998050682,0.982725528,0.99032882,0.89,0.934579439,0.729927007,0.819672131
482,0.9975,1,0.992322457,0.996146435,0.89,0.96039604,0.708029197,0.81512605
483,0.998125,1,0.994241843,0.997112608,0.8925,0.912280702,0.759124088,0.828685259
484,0.99625,1,0.988483685,0.994208494,0.9,0.961904762,0.737226277,0.834710744
485,0.995625,1,0.986564299,0.993236715,0.8875,0.942307692,0.715328467,0.813278008
486,0.99625,1,0.988483685,0.994208494,0.9,0.98019802,0.722627737,0.831932773
487,0.995,0.998058252,0.986564299,0.992277992,0.89,0.934579439,0.729927007,0.819672131
488,0.994375,0.998054475,0.984644914,0.991304348,0.8825,0.95,0.693430657,0.801687764
489,0.995625,1,0.986564299,0.993236715,0.8925,0.979591837,0.700729927,0.817021277
490,0.994375,1,0.982725528,0.991287512,0.9075,0.962962963,0.759124088,0.848979592
491,0.9925,1,0.97696737,0.988349515,0.885,0.95959596,0.693430657,0.805084746
492,0.994375,1,0.982725528,0.991287512,0.8875,0.942307692,0.715328467,0.813278008
493,0.9975,1,0.992322457,0.996146435,0.9,0.961904762,0.737226277,0.834710744
494,0.998125,1,0.994241843,0.997112608,0.8925,0.960784314,0.715328467,0.820083682
495,0.995,1,0.984644914,0.992263056,0.9,0.98019802,0.722627737,0.831932773
496,0.99625,1,0.988483685,0.994208494,0.91,0.980952381,0.751824818,0.851239669
497,0.99375,1,0.980806142,0.990310078,0.855,0.883495146,0.664233577,0.758333333
498,0.995,0.998058252,0.986564299,0.992277992,0.89,0.934579439,0.729927007,0.819672131
499,0.99625,1,0.988483685,0.994208494,0.905,0.962616822,0.751824818,0.844262295
500,0.996875,0.998069498,0.992322457,0.99518768,0.8975,0.952830189,0.737226277,0.83127572
501,0.99625,0.998065764,0.990403071,0.994219653,0.885,0.917431193,0.729927007,0.81300813
502,0.994375,1,0.982725528,0.991287512,0.9025,0.945454545,0.759124088,0.842105263
503,0.9925,1,0.97696737,0.988349515,0.87,0.920792079,0.678832117,0.781512605
504,0.991875,1,0.975047985,0.987366375,0.8925,0.960784314,0.715328467,0.820083682
505,0.994375,0.998054475,0.984644914,0.991304348,0.8875,0.933962264,0.722627737,0.814814815
506,0.99375,0.998050682,0.982725528,0.99032882,0.885,0.95049505,0.700729927,0.806722689
507,0.994375,1,0.982725528,0.991287512,0.8725,0.921568627,0.686131387,0.786610879
508,0.99625,1,0.988483685,0.994208494,0.895,0.943925234,0.737226277,0.827868852
509,0.995625,1,0.986564299,0.993236715,0.9025,0.962264151,0.744525547,0.839506173
510,0.99625,1,0.988483685,0.994208494,0.885,0.90990991,0.737226277,0.814516129
511,0.993125,0.998046875,0.980806142,0.989351404,0.8875,0.933962264,0.722627737,0.814814815
512,0.995625,0.996138996,0.990403071,0.993262753,0.8925,0.943396226,0.729927007,0.823045267
513,0.995,1,0.984644914,0.992263056,0.875,0.922330097,0.693430657,0.791666667
514,0.996875,0.998069498,0.992322457,0.99518768,0.9075,0.954545455,0.766423358,0.850202429
515,0.995625,1,0.986564299,0.993236715,0.8975,0.944444444,0.744525547,0.832653061
516,0.998125,1,0.994241843,0.997112608,0.9075,1,0.729927007,0.843881857
517,0.998125,1,0.994241843,0.997112608,0.8975,0.98,0.715328467,0.827004219
518,0.995625,1,0.986564299,0.993236715,0.8975,0.961538462,0.729927007,0.829875519
519,0.994375,0.998054475,0.984644914,0.991304348,0.8725,0.913461538,0.693430657,0.788381743
520,0.995,1,0.984644914,0.992263056,0.89,0.96039604,0.708029197,0.81512605
521,0.9925,1,0.97696737,0.988349515,0.89,0.96039604,0.708029197,0.81512605
522,0.996875,1,0.990403071,0.995178399,0.8925,0.912280702,0.759124088,0.828685259
523,0.994375,1,0.982725528,0.991287512,0.8575,0.844827586,0.715328467,0.774703557
524,0.99625,0.998065764,0.990403071,0.994219653,0.895,0.952380952,0.729927007,0.826446281
525,0.996875,0.998069498,0.992322457,0.99518768,0.9025,0.953703704,0.751824818,0.840816327
526,0.995625,1,0.986564299,0.993236715,0.8925,0.979591837,0.700729927,0.817021277
527,0.995,1,0.984644914,0.992263056,0.895,0.961165049,0.722627737,0.825
528,0.99375,1,0.980806142,0.990310078,0.885,0.978947368,0.678832117,0.801724138
529,0.99625,1,0.988483685,0.994208494,0.885,0.925233645,0.722627737,0.81147541
530,0.995,1,0.984644914,0.992263056,0.89,0.96039604,0.708029197,0.81512605
531,0.994375,0.998054475,0.984644914,0.991304348,0.8925,0.951923077,0.722627737,0.821576763
532,0.99375,0.998050682,0.982725528,0.99032882,0.89,0.934579439,0.729927007,0.819672131
533,0.995625,1,0.986564299,0.993236715,0.9175,0.964285714,0.788321168,0.86746988
534,0.99625,0.998065764,0.990403071,0.994219653,0.89,0.934579439,0.729927007,0.819672131
535,0.994375,0.996124031,0.986564299,0.991321119,0.8825,0.924528302,0.715328467,0.806584362
536,0.994375,0.998054475,0.984644914,0.991304348,0.8875,0.933962264,0.722627737,0.814814815
537,0.9975,1,0.992322457,0.996146435,0.9,0.98019802,0.722627737,0.831932773
538,0.995,1,0.984644914,0.992263056,0.87,0.920792079,0.678832117,0.781512605
539,0.99375,0.998050682,0.982725528,0.99032882,0.875,0.930693069,0.686131387,0.789915966
540,0.998125,1,0.994241843,0.997112608,0.9025,0.945454545,0.759124088,0.842105263
541,0.99625,1,0.988483685,0.994208494,0.895,0.943925234,0.737226277,0.827868852
542,0.995625,1,0.986564299,0.993236715,0.9025,0.962264151,0.744525547,0.839506173
543,0.995,1,0.984644914,0.992263056,0.9,0.961904762,0.737226277,0.834710744
544,0.99625,0.996146435,0.992322457,0.994230769,0.895,0.961165049,0.722627737,0.825
545,0.99625,1,0.988483685,0.994208494,0.885,0.925233645,0.722627737,0.81147541
546,0.99625,1,0.988483685,0.994208494,0.9,0.944954128,0.751824818,0.837398374
547,0.99625,1,0.988483685,0.994208494,0.895,0.943925234,0.737226277,0.827868852
548,0.998125,1,0.994241843,0.997112608,0.8925,0.979591837,0.700729927,0.817021277
549,0.995625,0.998062016,0.988483685,0.993249759,0.8775,0.948979592,0.678832117,0.791489362
550,0.995,0.998058252,0.986564299,0.992277992,0.905,0.95412844,0.759124088,0.845528455
551,0.994375,1,0.982725528,0.991287512,0.8975,0.961538462,0.729927007,0.829875519
552,0.996875,0.998069498,0.992322457,0.99518768,0.8975,0.952830189,0.737226277,0.83127572
553,0.99625,0.998065764,0.990403071,0.994219653,0.895,0.952380952,0.729927007,0.826446281
554,0.995,1,0.984644914,0.992263056,0.875,0.957894737,0.664233577,0.784482759
555,0.995625,0.998062016,0.988483685,0.993249759,0.8875,0.903508772,0.751824818,0.820717131
556,0.9975,1,0.992322457,0.996146435,0.895,0.927927928,0.751824818,0.830645161
557,0.99375,1,0.980806142,0.990310078,0.895,0.943925234,0.737226277,0.827868852
558,0.994375,0.998054475,0.984644914,0.991304348,0.8975,0.952830189,0.737226277,0.83127572
559,0.994375,0.998054475,0.984644914,0.991304348,0.8875,0.969387755,0.693430657,0.808510638
560,0.993125,0.998046875,0.980806142,0.989351404,0.8925,0.97,0.708029197,0.818565401
561,0.995625,1,0.986564299,0.993236715,0.8925,0.943396226,0.729927007,0.823045267
562,0.995625,1,0.986564299,0.993236715,0.8925,0.960784314,0.715328467,0.820083682
563,0.995625,0.998062016,0.988483685,0.993249759,0.8925,0.951923077,0.722627737,0.821576763
564,0.99375,0.998050682,0.982725528,0.99032882,0.89,0.934579439,0.729927007,0.819672131
565,0.995625,1,0.986564299,0.993236715,0.8875,0.942307692,0.715328467,0.813278008
566,0.99625,0.998065764,0.990403071,0.994219653,0.9,0.936936937,0.759124088,0.838709677
567,0.9925,0.996101365,0.980806142,0.988394584,0.89,0.942857143,0.722627737,0.818181818
568,0.996875,1,0.990403071,0.995178399,0.9075,0.962962963,0.759124088,0.848979592
569,0.99375,1,0.980806142,0.990310078,0.865,0.902912621,0.678832117,0.775
570,0.995625,1,0.986564299,0.993236715,0.8975,0.944444444,0.744525547,0.832653061
571,0.996875,1,0.990403071,0.995178399,0.8825,0.924528302,0.715328467,0.806584362
572,0.99625,1,0.988483685,0.994208494,0.89,0.942857143,0.722627737,0.818181818
573,0.998125,1,0.994241843,0.997112608,0.9025,0.962264151,0.744525547,0.839506173
574,0.996875,0.998069498,0.992322457,0.99518768,0.8875,0.918181818,0.737226277,0.817813765
575,0.995625,0.998062016,0.988483685,0.993249759,0.9075,0.971698113,0.751824818,0.847736626
576,0.998125,1,0.994241843,0.997112608,0.9075,0.980769231,0.744525547,0.846473029
577,0.995,0.998058252,0.986564299,0.992277992,0.91,0.990291262,0.744525547,0.85
578,0.993125,1,0.978886756,0.989330747,0.8875,0.96,0.700729927,0.810126582
579,0.996875,1,0.990403071,0.995178399,0.9075,0.962962963,0.759124088,0.848979592
580,0.995,1,0.984644914,0.992263056,0.885,0.95959596,0.693430657,0.805084746
581,0.99375,0.996116505,0.984644914,0.99034749,0.88,0.923809524,0.708029197,0.801652893
582,0.995,0.998058252,0.986564299,0.992277992,0.9,0.970873786,0.729927007,0.833333333
583,0.996875,1,0.990403071,0.995178399,0.9125,1,0.744525547,0.853556485
584,0.995625,1,0.986564299,0.993236715,0.8975,0.98,0.715328467,0.827004219
585,0.995625,1,0.986564299,0.993236715,0.9025,0.980392157,0.729927007,0.836820084
586,0.991875,0.998039216,0.97696737,0.987390883,0.8875,0.950980392,0.708029197,0.811715481
587,0.99625,1,0.988483685,0.994208494,0.9,0.944954128,0.751824818,0.837398374
588,0.996875,1,0.990403071,0.995178399,0.8925,0.960784314,0.715328467,0.820083682
589,0.994375,1,0.982725528,0.991287512,0.8925,0.960784314,0.715328467,0.820083682
590,0.996875,1,0.990403071,0.995178399,0.8975,0.944444444,0.744525547,0.832653061
591,0.991875,0.998039216,0.97696737,0.987390883,0.8925,0.951923077,0.722627737,0.821576763
592,0.9975,1,0.992322457,0.996146435,0.91,0.963302752,0.766423358,0.853658537
593,0.990625,1,0.971209213,0.985394352,0.8825,0.959183673,0.686131387,0.8
594,0.99375,1,0.980806142,0.990310078,0.89,0.979381443,0.693430657,0.811965812
595,0.9975,1,0.992322457,0.996146435,0.89,0.926605505,0.737226277,0.821138211
596,0.994375,1,0.982725528,0.991287512,0.8975,0.98,0.715328467,0.827004219
597,0.994375,1,0.982725528,0.991287512,0.8925,0.979591837,0.700729927,0.817021277
598,0.99375,0.998050682,0.982725528,0.99032882,0.885,0.969072165,0.686131387,0.803418803
599,0.995625,1,0.986564299,0.993236715,0.8825,0.941176471,0.700729927,0.80334728
600,0.994375,0.996124031,0.986564299,0.991321119,0.8825,0.924528302,0.715328467,0.806584362
601,0.99625,0.998065764,0.990403071,0.994219653,0.9,0.953271028,0.744525547,0.836065574
602,0.995625,0.998062016,0.988483685,0.993249759,0.8825,0.932692308,0.708029197,0.804979253
603,0.9975,1,0.992322457,0.996146435,0.885,0.95959596,0.693430657,0.805084746
604,0.993125,0.998046875,0.980806142,0.989351404,0.8725,0.947916667,0.664233577,0.78111588
605,0.9975,1,0.992322457,0.996146435,0.885,0.925233645,0.722627737,0.81147541
606,0.993125,1,0.978886756,0.989330747,0.8775,0.958333333,0.671532847,0.789699571
607,0.996875,0.998069498,0.992322457,0.99518768,0.9025,0.9375,0.766423358,0.843373494
608,0.994375,0.998054475,0.984644914,0.991304348,0.8925,0.97,0.708029197,0.818565401
609,0.996875,0.998069498,0.992322457,0.99518768,0.9025,0.953703704,0.751824818,0.840816327
610,0.995625,1,0.986564299,0.993236715,0.8925,0.927272727,0.744525547,0.825910931
611,0.99375,1,0.980806142,0.990310078,0.885,0.941747573,0.708029197,0.808333333
612,0.995625,1,0.986564299,0.993236715,0.8875,0.96,0.700729927,0.810126582
613,0.995625,0.998062016,0.988483685,0.993249759,0.8825,0.932692308,0.708029197,0.804979253
614,0.9975,1,0.992322457,0.996146435,0.895,1,0.693430657,0.818965517
615,0.995,1,0.984644914,0.992263056,0.88,0.940594059,0.693430657,0.798319328
616,0.996875,1,0.990403071,0.995178399,0.9025,0.980392157,0.729927007,0.836820084
617,0.995,1,0.984644914,0.992263056,0.885,0.925233645,0.722627737,0.81147541
618,0.99625,1,0.988483685,0.994208494,0.885,0.925233645,0.722627737,0.81147541
619,0.995625,0.998062016,0.988483685,0.993249759,0.9025,0.953703704,0.751824818,0.840816327
620,0.995625,0.996138996,0.990403071,0.993262753,0.8975,0.944444444,0.744525547,0.832653061
621,0.995,0.998058252,0.986564299,0.992277992,0.88,0.949494949,0.686131387,0.796610169
622,0.9975,0.998073218,0.994241843,0.996153846,0.9,0.953271028,0.744525547,0.836065574
623,0.998125,1,0.994241843,0.997112608,0.9025,0.962264151,0.744525547,0.839506173
624,0.996875,1,0.990403071,0.995178399,0.8925,0.960784314,0.715328467,0.820083682
625,0.996875,1,0.990403071,0.995178399,0.8925,0.943396226,0.729927007,0.823045267
626,0.995625,1,0.986564299,0.993236715,0.8925,0.927272727,0.744525547,0.825910931
627,0.996875,0.996153846,0.994241843,0.995196926,0.9075,0.962962963,0.759124088,0.848979592
628,0.995625,1,0.986564299,0.993236715,0.8875,0.942307692,0.715328467,0.813278008
629,0.9925,0.996101365,0.980806142,0.988394584,0.885,0.941747573,0.708029197,0.808333333
630,0.996875,0.998069498,0.992322457,0.99518768,0.8875,0.933962264,0.722627737,0.814814815
631,0.99375,1,0.980806142,0.990310078,0.89,0.979381443,0.693430657,0.811965812
632,0.995625,0.998062016,0.988483685,0.993249759,0.8875,0.950980392,0.708029197,0.811715481
633,0.99875,1,0.996161228,0.998076923,0.92,0.96460177,0.795620438,0.872
634,0.994375,1,0.982725528,0.991287512,0.8775,0.94,0.686131387,0.793248945
635,0.995625,1,0.986564299,0.993236715,0.8975,0.961538462,0.729927007,0.829875519
636,0.995625,1,0.986564299,0.993236715,0.8925,0.979591837,0.700729927,0.817021277
637,0.994375,1,0.982725528,0.991287512,0.8825,0.978723404,0.671532847,0.796536797
638,0.995,1,0.984644914,0.992263056,0.9,0.92920354,0.766423358,0.84
639,0.995625,1,0.986564299,0.993236715,0.8925,0.927272727,0.744525547,0.825910931
640,0.995625,1,0.986564299,0.993236715,0.9025,0.962264151,0.744525547,0.839506173
641,0.994375,1,0.982725528,0.991287512,0.8825,0.941176471,0.700729927,0.80334728
642,0.99875,1,0.996161228,0.998076923,0.905,0.915966387,0.795620438,0.8515625
643,0.9975,1,0.992322457,0.996146435,0.905,0.962616822,0.751824818,0.844262295
644,0.995,0.998058252,0.986564299,0.992277992,0.895,0.952380952,0.729927007,0.826446281
645,0.9925,1,0.97696737,0.988349515,0.9,0.961904762,0.737226277,0.834710744
646,0.996875,1,0.990403071,0.995178399,0.8925,0.960784314,0.715328467,0.820083682
647,0.99375,0.998050682,0.982725528,0.99032882,0.885,0.933333333,0.715328467,0.809917355
648,0.99625,1,0.988483685,0.994208494,0.89,0.911504425,0.751824818,0.824
649,0.995,0.998058252,0.986564299,0.992277992,0.9,0.936936937,0.759124088,0.838709677
650,0.99375,1,0.980806142,0.990310078,0.87,0.920792079,0.678832117,0.781512605
651,0.999375,1,0.998080614,0.999039385,0.9075,0.962962963,0.759124088,0.848979592
652,0.99625,1,0.988483685,0.994208494,0.88,0.940594059,0.693430657,0.798319328
653,0.995,1,0.984644914,0.992263056,0.895,0.961165049,0.722627737,0.825
654,0.99625,1,0.988483685,0.994208494,0.9,0.961904762,0.737226277,0.834710744
655,0.9975,1,0.992322457,0.996146435,0.915,0.963963964,0.781021898,0.862903226
656,0.99375,0.998050682,0.982725528,0.99032882,0.89,0.904347826,0.759124088,0.825396825
657,0.99375,0.998050682,0.982725528,0.99032882,0.89,0.918918919,0.744525547,0.822580645
658,0.9975,1,0.992322457,0.996146435,0.895,0.943925234,0.737226277,0.827868852
659,0.9925,0.996101365,0.980806142,0.988394584,0.86,0.871559633,0.693430657,0.772357724
660,0.995625,1,0.986564299,0.993236715,0.8875,0.96,0.700729927,0.810126582
661,0.990625,0.998031496,0.973128599,0.985422741,0.8825,0.96875,0.678832117,0.798283262
662,0.995625,1,0.986564299,0.993236715,0.8825,0.959183673,0.686131387,0.8
663,0.996875,1,0.990403071,0.995178399,0.8875,0.925925926,0.729927007,0.816326531
664,0.99375,1,0.980806142,0.990310078,0.9,0.944954128,0.751824818,0.837398374
665,0.996875,0.998069498,0.992322457,0.99518768,0.9125,0.972222222,0.766423358,0.857142857
666,0.99625,1,0.988483685,0.994208494,0.9,0.944954128,0.751824818,0.837398374
667,0.995625,1,0.986564299,0.993236715,0.8975,0.961538462,0.729927007,0.829875519
668,0.996875,1,0.990403071,0.995178399,0.8875,0.96,0.700729927,0.810126582
669,0.99625,1,0.988483685,0.994208494,0.905,0.962616822,0.751824818,0.844262295
670,0.9975,1,0.992322457,0.996146435,0.9,0.961904762,0.737226277,0.834710744
671,0.993125,0.998046875,0.980806142,0.989351404,0.8925,0.919642857,0.751824818,0.827309237
672,0.998125,1,0.994241843,0.997112608,0.9025,0.945454545,0.759124088,0.842105263
