,cols,n_estimators,min_samples_leaf,max_features,ac(train),ac(test),pr(train),pr(test),re(train),re(test),f1(train),f1(test)
35,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,36,auto,0.7696002840058133,0.7377117077139265,0.7781304696075232,0.7177628797487468,0.5256197022223112,0.4764462975584332,0.6274219011625126,0.572722891566265
36,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,37,auto,0.7683577585728708,0.7380962946527624,0.7759660221568803,0.7177327155665203,0.5235356591788068,0.47821031952852505,0.6252333317379025,0.5739858524613831
37,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,38,auto,0.7676995159328001,0.7374454552178094,0.7750200755435267,0.7166957883954932,0.5221830350880708,0.47688730305095617,0.6239614012403324,0.5727010110736639
38,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,39,auto,0.7664015206144584,0.7365135714813993,0.7737413888432284,0.7144747924437492,0.518786445704667,0.47612556629114383,0.6211186084870295,0.5714423192589919
39,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,40,auto,0.7645414304574046,0.7356556467716885,0.7701405502392344,0.7132947279527084,0.5160711780854859,0.47408090446217377,0.6180123105719737,0.569591291153874
40,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,41,auto,0.7648150818920408,0.7347533466459581,0.7704269112418964,0.7119535643025576,0.5167725387251267,0.47207633404161486,0.6186072730761849,0.5677161178342413
41,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,42,auto,0.7634801066500997,0.7357148139930478,0.7699362942212985,0.7149714424595941,0.5122237140051701,0.4717556027743255,0.615180048734996,0.5684403758363324
42,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,43,auto,0.7621007554998391,0.7342504252644035,0.7665774918840929,0.7117707764220239,0.5110414203554896,0.470071763621056,0.6132546199997595,0.5662062970832529
43,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,44,auto,0.7608952099904962,0.73457584498188,0.7656609021647116,0.7137621403701667,0.5074845199687393,0.4684681072846089,0.6103954012460985,0.5656678123638476
44,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,45,auto,0.7604403569302226,0.7349012646993566,0.7629859890976258,0.7130545609030771,0.509067591126786,0.47103395742292425,0.6106840868525275,0.5673104780299372
45,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,46,auto,0.7608767200286964,0.7346054285925597,0.763792766960412,0.7119844970629201,0.5097589323287177,0.4713546886902137,0.6114399370256645,0.5672037823234272
46,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,47,auto,0.7584434410558508,0.7331558316692552,0.7601581242361604,0.7092452258260079,0.5047892912249764,0.4690293870023654,0.6066966516741629,0.5646508036102128
47,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,48,auto,0.7586579246127277,0.7326233266770209,0.7593435139721009,0.7072243346007605,0.5066829649520069,0.46979112376217774,0.6078015420395065,0.5645596454037387
48,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,49,auto,0.7577334265227408,0.7338658383255676,0.759014486623665,0.7113665389527458,0.5034366671342404,0.46894920418554303,0.6053552603837233,0.5652636157154592
49,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,50,auto,0.756228343632242,0.7324754086236225,0.7568210756078336,0.7099638679649704,0.5002605053804381,0.4647796977107806,0.6023597823595412,0.5617852296956775
50,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,51,auto,0.7556514568240902,0.7318245691886694,0.7553523301941072,0.7080559457643681,0.49984970843436266,0.4647796977107806,0.6015966042013361,0.5611869493658631
51,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,52,auto,0.7558918263274869,0.7323866577915835,0.7563217693369537,0.7099601593625497,0.49955914474079716,0.4643787836266688,0.6016931255241992,0.5614911047554413
52,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,53,auto,0.7560582359836845,0.7336883366614896,0.7567916224009713,0.7119814260402029,0.4996192613670521,0.46718518221545124,0.6018853804557743,0.5641733236504478
53,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,54,auto,0.7538172526135561,0.7317654019673101,0.7523155880834522,0.7090060777211615,0.4964230607378314,0.46301567574068875,0.5981504732470542,0.5601959642995732
54,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,55,auto,0.7534363594004815,0.7314843576658531,0.7513847367861967,0.7076706630780524,0.4961024387311384,0.4638175039089123,0.5976234588390071,0.5603642440241214
55,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,56,auto,0.7530295802408872,0.7309666444789586,0.7514429739731661,0.7065370268452271,0.4943790954451636,0.46321613278274465,0.5963896560685082,0.5595699341340565
56,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,57,auto,0.7531738019429252,0.7308187264255602,0.7515292613895737,0.7066356228172294,0.49485000901749393,0.46237421320610994,0.5967593823252217,0.558986041101202
57,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,58,auto,0.75212727010506,0.7306708083721618,0.7494862153480796,0.7058248273332925,0.49328697673486566,0.4629755843322776,0.5949787002628478,0.5591710245981019
58,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,59,auto,0.7516761150371464,0.7307299755935212,0.7493319080705505,0.7072645629574952,0.4916538083882733,0.46097101391171874,0.5937407360352348,0.5581553398058253
59,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,60,auto,0.7504816635048832,0.7310997707270173,0.7465231182139808,0.707561065422855,0.4904915536140112,0.4622138475724652,0.5920112225030536,0.5591580376846036
60,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,61,auto,0.7505889052833217,0.7299016344944901,0.7467555243774114,0.7048115231382164,0.4906218063042302,0.4610111053201299,0.5921791763162192,0.5574191671918174
61,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,62,auto,0.750418797634764,0.7303010132386658,0.7469093354116046,0.706081081081081,0.4897200569104062,0.4608507396864852,0.591570092892372,0.5576983722679087
62,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,63,auto,0.7488471508817863,0.7292212114488573,0.7441208892155061,0.7041023433175472,0.4869747309780975,0.45896644349115984,0.5886919974322017,0.5557011795543905
63,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,64,auto,0.748373807859713,0.7287478736779824,0.7435362674436437,0.7033934840179836,0.48580245676612627,0.45788397546405807,0.5876521064624036,0.5546867411364741
64,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,65,auto,0.7488249629276266,0.7300791361585681,0.7448020638186788,0.7062157333826157,0.48597278720718196,0.4596079060257387,0.5881718083042298,0.5568292209053818
65,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,66,auto,0.7473346720065677,0.7280526588270099,0.740698830185794,0.7013385730074911,0.4853215237560868,0.4579240668724692,0.5864129151760582,0.5540760144558442
66,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,67,auto,0.7468243490608948,0.7280082834109903,0.7420720122337385,0.7035082272586153,0.48134380698555196,0.4542356572986409,0.5839253699595854,0.5520366400311829
67,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,68,auto,0.7468021611067351,0.7282005768804083,0.7405985596486648,0.7020674378538027,0.48323748071258243,0.4574429699715351,0.5848577266581378,0.5539507221750213
68,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,69,auto,0.746669033381777,0.7282153686857481,0.7405068154226792,0.7031607595719676,0.4828066448910887,0.45575913081826563,0.584513491712104,0.5530527852104111
69,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,70,auto,0.746103240550705,0.7274461948080764,0.7391364432024077,0.7008072964811733,0.48230567300563093,0.4559194964519104,0.5837193510052628,0.5524410978868107
70,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,71,auto,0.7457186493452704,0.726913689815842,0.7383672717221045,0.7001420542276573,0.4817445844939182,0.45447620574910796,0.5830685649147486,0.5511742111148928
71,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,72,auto,0.7449605609114811,0.7271355668959396,0.7376801541425819,0.7012890431333664,0.4795002304470673,0.4536743775808844,0.5812085182868698,0.5509384356970716
72,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,73,auto,0.7449901448503607,0.727475778418756,0.7369528813507243,0.7001043649088342,0.48062240747049273,0.45720242152106805,0.5818056119880896,0.553162592161428
73,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,74,auto,0.7443097142561304,0.7263663930182679,0.7368494229967094,0.6996035187709082,0.4778971204136024,0.45275227518742733,0.5797723308435185,0.5497383473287089
74,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,75,auto,0.7434628740057023,0.726824938983803,0.7354115099009901,0.7004271652324645,0.47629401038013747,0.45359419476406204,0.5781472337423836,0.5506131983648044
75,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,76,auto,0.7438622571805766,0.7268841062051623,0.7359111413211394,0.7002286915136906,0.477295954151053,0.45419556589022975,0.579039492396893,0.5509946014298917
76,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,77,auto,0.7435996997230204,0.7264107684342874,0.7354827740768791,0.6992890262751159,0.47677494339017695,0.4534739205388285,0.5785234491352846,0.5501726737681794
77,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,78,auto,0.7430080209454287,0.7267509799571038,0.734376691461887,0.6997653451895763,0.4757930384946797,0.4543158401154633,0.577458366014264,0.5509395434766755
78,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,79,auto,0.7424829060303162,0.7262480585755492,0.7335387283058011,0.6998509501925226,0.4747209586598,0.4517900813855591,0.5764095451863477,0.5491046412474114
79,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,80,auto,0.7419577911152035,0.725419717476518,0.7320012980390339,0.6970108695652174,0.47462076428270844,0.4524716353285491,0.5758605389043211,0.548729792147806
80,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,81,auto,0.7417248175965269,0.7266030619037054,0.7316756355539061,0.6997773379515092,0.474079714646414,0.45359419476406204,0.5753614553060058,0.5504122984116174
81,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,82,auto,0.7420095630082428,0.7260113896901117,0.7329445883283447,0.6991315136476427,0.4735286455724105,0.45183017279397025,0.5753468016337263,0.5489126464213525
82,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,83,auto,0.7411109508647755,0.7250351305376821,0.7306061168895492,0.6974518334369173,0.47294751818527947,0.4499057851902337,0.5741968445509508,0.546974386469427
83,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,84,auto,0.7413956962764915,0.7255084683085571,0.7323420074349443,0.6996124031007752,0.47174518566018075,0.4486629515294872,0.5738435193818291,0.5467158455262708
84,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,85,auto,0.7404009363316656,0.7250942977590414,0.7288934933201385,0.6971350613915416,0.47230627417189347,0.45070761335845727,0.5731951993579688,0.5474688938128516
85,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,86,auto,0.7402160367136682,0.7247836698469048,0.7304453592814372,0.697944649215968,0.4693305011722742,0.44790121476967487,0.5714738858321032,0.5456410256410257
86,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,87,auto,0.7397168077450752,0.7238369943051549,0.7298838899220202,0.6964610084559975,0.46796785764382903,0.44577637012388244,0.5702912751759801,0.5436100518236042
87,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,88,auto,0.7408077154912598,0.7251238813697212,0.7311449906658369,0.6975646123260437,0.47089353345490254,0.4501463336407008,0.5728459466377388,0.5471868222909915
88,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,89,auto,0.7396798278214757,0.7240144959692331,0.7276639883578716,0.6947387990332775,0.4709336112057391,0.44946477969771076,0.571803964744311,0.5458130477117819
89,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,90,auto,0.7396983177832754,0.724768878041565,0.7290038302245196,0.69718660525333,0.46912009298038193,0.449063865613599,0.5708764143581739,0.5462703309029725
90,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,91,auto,0.7399719692179116,0.724576584572147,0.7274059222702036,0.6955526690171336,0.4725667795523315,0.4508278875836908,0.5729261567241233,0.5470688396983702
91,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,92,auto,0.7387146518155293,0.7240884549959322,0.7256890678228554,0.6945441049115427,0.4695609482395848,0.4501463336407008,0.5701823756280948,0.546255077963463
92,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,93,auto,0.7389180413953265,0.7243547074920494,0.7262094712871594,0.696022374145432,0.469701220367513,0.44898368279677664,0.5704464008663961,0.5458533375575756
93,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,94,auto,0.7385926180676511,0.7243842911027291,0.7255907647013249,0.6964752771204384,0.4691701901689277,0.448382311670609,0.5698638805897492,0.5455476695690349
94,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50,95,auto,0.7378936975116209,0.7233044893129207,0.724213300263525,0.6939486286460601,0.4680981103340481,0.4473399350519184,0.568648214416125,0.5440007800692312
