,accuracy_score(train),f1_score(train),accuracy_score(test),f1_score(test)
122,0.986657644,0.98163606,0.758997116,0.620112383
123,0.986613268,0.981579108,0.76124547,0.625159657
124,0.986088153,0.980846579,0.760224835,0.622091668
125,0.986831449,0.98187943,0.760165668,0.623525587
126,0.98648014,0.981385876,0.760328378,0.622510076
127,0.986432066,0.981327199,0.759736706,0.621789648
128,0.986310032,0.981153975,0.758020856,0.618928929
129,0.986565194,0.981512297,0.758982324,0.621474701
130,0.986176905,0.980968964,0.760224835,0.621985915
131,0.986668738,0.981654411,0.759514829,0.621519695
132,0.986217582,0.981022552,0.759825457,0.620993908
133,0.986213884,0.981021229,0.760047334,0.62219945
134,0.986465348,0.98137196,0.757961689,0.619030989
135,0.986095549,0.980850327,0.758775239,0.61971831
136,0.986125133,0.980895352,0.757754604,0.617386632
137,0.986306334,0.981149173,0.760431921,0.622646785
138,0.986247166,0.981067914,0.758863989,0.618702344
139,0.986450556,0.981357105,0.758331484,0.61891211
140,0.985925441,0.980621576,0.760091709,0.623313282
141,0.986339616,0.981193744,0.756038755,0.615197966
142,0.986668738,0.98165273,0.759366911,0.620119559
143,0.986261958,0.981084618,0.761275054,0.62335177
144,0.986228676,0.981041592,0.758494194,0.620716891
145,0.986302636,0.981140337,0.757828563,0.617673159
146,0.986339616,0.981191063,0.760047334,0.622638876
147,0.986247166,0.981064058,0.759943791,0.622150823
148,0.986395086,0.981268488,0.761260262,0.6240041
149,0.986228676,0.981041785,0.759011907,0.620268506
150,0.986084455,0.980843536,0.759189409,0.621641722
151,0.986476442,0.981388839,0.760624214,0.623502315
152,0.986661342,0.981640309,0.758982324,0.620097925
153,0.98651712,0.981443782,0.758997116,0.621048959
154,0.9863692,0.981239057,0.761630057,0.625937188
155,0.986598476,0.981558003,0.761260262,0.624860543
156,0.986561496,0.981508243,0.761097552,0.624229311
157,0.986254562,0.981073471,0.758361068,0.618869861
158,0.986213884,0.981020069,0.761201095,0.624435863
159,0.986402482,0.98128134,0.760121293,0.622078255
160,0.98622128,0.981029672,0.761585682,0.625997772
161,0.986772281,0.981794863,0.760210044,0.622780686
162,0.986395086,0.981269633,0.759766289,0.621165823
163,0.986143623,0.980925959,0.760298794,0.623218396
164,0.9863692,0.981237338,0.758346276,0.619015415
165,0.986465348,0.981370633,0.759041491,0.619960806
166,0.986579986,0.98153735,0.761777975,0.625543491
167,0.986383992,0.981261324,0.758819614,0.619797132
168,0.985984609,0.980701862,0.762517565,0.625783745
169,0.985958723,0.980660606,0.76066859,0.622192126
170,0.986727905,0.981738807,0.759381703,0.621177895
171,0.986321126,0.981166851,0.760387545,0.621757303
172,0.986343314,0.981196059,0.758819614,0.619495461
173,0.986383992,0.981258653,0.759204201,0.621022
174,0.9863692,0.981239057,0.758612529,0.620514848
175,0.986191697,0.980989329,0.758937948,0.620373174
176,0.986494932,0.981411731,0.759766289,0.621289495
177,0.986347012,0.981213682,0.760136085,0.622550161
178,0.9863692,0.981235428,0.757266474,0.617321953
179,0.986187999,0.980981236,0.75944087,0.620811863
180,0.98623977,0.981053296,0.758923157,0.620906215
181,0.986213884,0.981012723,0.757606686,0.617421147
182,0.98642467,0.981316069,0.759263368,0.62097394
183,0.986110341,0.980873232,0.760150876,0.62129528
184,0.986162113,0.980944718,0.76108276,0.624372093
185,0.985858877,0.98052854,0.759056283,0.619602531
186,0.986073361,0.98082055,0.75895274,0.620210683
187,0.986291542,0.981126696,0.760594631,0.623858328
188,0.986509724,0.981433036,0.761053177,0.623783129
189,0.98653561,0.981471587,0.761260262,0.623916488
190,0.986261958,0.981085581,0.757591894,0.617728015
191,0.98640618,0.981287478,0.759381703,0.621107307
192,0.986528214,0.981460843,0.762458398,0.62683862
193,0.986787073,0.98181374,0.759677539,0.621220246
194,0.986058569,0.980799984,0.759085866,0.620305397
195,0.986568892,0.981513717,0.759529621,0.621287302
196,0.987016349,0.982136406,0.758139191,0.618564397
197,0.986853637,0.981905174,0.761127136,0.623276646
198,0.986058569,0.980800179,0.760550255,0.623639914
199,0.986576288,0.981527846,0.760786924,0.625023187
200,0.98640618,0.981285573,0.760313586,0.623127733
201,0.986273052,0.981105569,0.759366911,0.621145785
202,0.986491234,0.98140825,0.757488351,0.617930134
203,0.986328522,0.98118374,0.761023593,0.623771599
204,0.986861033,0.981921979,0.760846091,0.623544752
205,0.98635071,0.98120873,0.759292952,0.62031312
206,0.986261958,0.981086544,0.758316693,0.618968774
207,0.9863692,0.981244212,0.759396494,0.622054928
208,0.986202791,0.981001411,0.760639006,0.622621269
209,0.986531912,0.981460177,0.757443976,0.618224995
210,0.986391388,0.981266544,0.759085866,0.620976938
211,0.986546704,0.981484121,0.760357962,0.623573968
212,0.986232374,0.981047552,0.758849198,0.620586935
213,0.986598476,0.981558378,0.757266474,0.616481256
214,0.986036381,0.980771973,0.760550255,0.623342175
215,0.986439462,0.981340417,0.760032542,0.621267655
216,0.986243468,0.981063113,0.759337327,0.622540831
217,0.986028985,0.980764335,0.759544412,0.620983912
218,0.986472744,0.981382329,0.760402337,0.62097529
219,0.986402482,0.98128896,0.758967532,0.621037699
220,0.986102945,0.98086558,0.761304637,0.624100259
221,0.98622128,0.981029865,0.760698173,0.623136414
222,0.985784917,0.980418127,0.761881518,0.625244436
223,0.986187999,0.980984722,0.759411286,0.620765231
224,0.986354408,0.981215638,0.759973375,0.622425949
225,0.98622128,0.981025808,0.758671696,0.620519619
226,0.98668353,0.981678869,0.758405443,0.619481397
227,0.986635456,0.981612073,0.759130242,0.621601524
228,0.9865541,0.9814943,0.761230678,0.624220132
229,0.986550402,0.981494767,0.759588788,0.621574425
230,0.986746395,0.981763598,0.759928999,0.62153717
231,0.986435764,0.981331243,0.758168774,0.618183517
232,0.986454254,0.981355648,0.760772132,0.625373515
233,0.98631373,0.981157435,0.758937948,0.619220075
234,0.986391388,0.981265591,0.758863989,0.619982284
235,0.986213884,0.981028376,0.761600473,0.624740972
236,0.986605872,0.981568368,0.762192146,0.626281411
237,0.986428368,0.981318211,0.76034317,0.622154851
238,0.986154717,0.98092929,0.757429184,0.617623056
239,0.986716811,0.98172159,0.757665853,0.61909744
240,0.985825595,0.980475058,0.760210044,0.622569905
241,0.986454254,0.98136096,0.759884624,0.621969679
242,0.986539308,0.981469414,0.758612529,0.620108481
243,0.986557798,0.981495151,0.759588788,0.621592047
244,0.986176905,0.980970901,0.759795873,0.622761168
245,0.986543006,0.98148346,0.760002958,0.622208769
246,0.98648014,0.981393455,0.758745655,0.620273794
247,0.986775979,0.981808007,0.761837142,0.625653902
248,0.986727905,0.981747166,0.759662747,0.621981294
249,0.986528214,0.981462352,0.759366911,0.620827895
250,0.987053329,0.98218801,0.761689224,0.625543289
251,0.986376596,0.981244463,0.758745655,0.619174372
252,0.985858877,0.980525962,0.760491088,0.623406829
253,0.986391388,0.981269405,0.759928999,0.622926444
254,0.986457952,0.981364057,0.759500037,0.621187764
255,0.986472744,0.981387634,0.759189409,0.620760343
256,0.986454254,0.981358304,0.758582945,0.619317519
257,0.986635456,0.981610763,0.760446713,0.624359242
258,0.986528214,0.981461032,0.75837586,0.620125113
259,0.986543006,0.981479691,0.758937948,0.620620621
260,0.98638769,0.981263648,0.760224835,0.622760065
261,0.986084455,0.980833779,0.758701279,0.620124351
262,0.985803407,0.980451465,0.760860883,0.624416309
263,0.986787073,0.981820957,0.756881887,0.617001445
264,0.98622128,0.981031024,0.760994009,0.623110655
265,0.986184301,0.980980502,0.760816508,0.624145786
266,0.986531912,0.981464894,0.758568153,0.619551536
267,0.986742697,0.981761944,0.759204201,0.619462821
268,0.986450556,0.981347804,0.759559204,0.621809637
269,0.98623977,0.981055033,0.759263368,0.621643613
270,0.986084455,0.980840415,0.761378596,0.625568657
271,0.986583684,0.981534452,0.759633163,0.621353341
272,0.986842543,0.981898289,0.759559204,0.620679999
273,0.986110341,0.980870114,0.759366911,0.620721813
274,0.986280448,0.981113634,0.7564973,0.615265962
275,0.985544548,0.980092383,0.760934842,0.623877124
276,0.986139925,0.980911832,0.760032542,0.621991286
277,0.986010495,0.980739368,0.759573996,0.621277786
278,0.986191697,0.980988942,0.761422972,0.625577454
279,0.986228676,0.981037152,0.761881518,0.62628842
280,0.986650248,0.981636349,0.761201095,0.624732682
281,0.986613268,0.981582669,0.761851934,0.625790257
282,0.98660957,0.981575613,0.759056283,0.621529311
283,0.986391388,0.981268833,0.759869832,0.621549795
284,0.985988307,0.980703318,0.758878781,0.619713053
285,0.986273052,0.981102106,0.758316693,0.618042406
286,0.986642852,0.981622623,0.758198358,0.620675252
287,0.986139925,0.98091086,0.758316693,0.618292256
288,0.986339616,0.981192021,0.75944087,0.620688047
289,0.9863692,0.981240012,0.758494194,0.619939943
290,0.986213884,0.981023354,0.759085866,0.621452644
291,0.986210186,0.981010241,0.76214777,0.625959525
292,0.986383992,0.981258844,0.760964426,0.623871148
293,0.986446858,0.981341859,0.76075734,0.623089113
294,0.986380294,0.98125881,0.761186303,0.623878858
295,0.986202791,0.981007407,0.760742549,0.622670119
296,0.986631758,0.981601462,0.759618371,0.620702532
297,0.98644316,0.981339523,0.759884624,0.623774538
298,0.985992005,0.980711849,0.759647955,0.622248053
299,0.986084455,0.980832803,0.759988167,0.62198304
300,0.986432066,0.981324538,0.759662747,0.621858127
301,0.986391388,0.981269596,0.758582945,0.620538932
302,0.986317428,0.981169525,0.75985504,0.621940712
303,0.986557798,0.981501743,0.75969233,0.621111059
304,0.986469046,0.981377524,0.758997116,0.620943164
305,0.986398784,0.981277869,0.759011907,0.620675204
306,0.986217582,0.981025064,0.760372753,0.621424565
307,0.986753791,0.981772848,0.758863989,0.619769557
308,0.98623977,0.981053489,0.759544412,0.621724764
309,0.986509724,0.981429066,0.761141927,0.623466866
310,0.98622128,0.981033921,0.759884624,0.622462032
311,0.986321126,0.981167618,0.759899416,0.622458948
312,0.986317428,0.981162047,0.76018046,0.62153645
313,0.98657259,0.981523227,0.761659641,0.626867054
314,0.985921743,0.980611845,0.75714814,0.616258414
315,0.985969817,0.980675393,0.758878781,0.620527504
316,0.98659108,0.98154651,0.758523778,0.619756365
317,0.986117737,0.980890617,0.759721914,0.620945536
318,0.986653946,0.981633494,0.75756231,0.618304611
319,0.986576288,0.981525213,0.76182235,0.625256004
320,0.986561496,0.981506173,0.757754604,0.618545175
321,0.986054871,0.980799878,0.757414392,0.61725168
322,0.986343314,0.981206394,0.759366911,0.622026022
323,0.986450556,0.981344385,0.759736706,0.620942335
324,0.986365502,0.981233108,0.760165668,0.623000372
325,0.986735301,0.981748798,0.76018046,0.622804365
326,0.986428368,0.981321824,0.760712965,0.6245329
327,0.985914347,0.980601066,0.759455662,0.621338425
328,0.986158415,0.980946709,0.759174617,0.621820631
329,0.986661342,0.981644607,0.757902522,0.618475955
330,0.986731603,0.981738971,0.762606316,0.625906156
331,0.986347012,0.98120737,0.761526514,0.624493408
332,0.986077059,0.980823202,0.75960358,0.620935765
333,0.98622128,0.981025808,0.761393388,0.624134958
334,0.986261958,0.981089239,0.761630057,0.624630221
335,0.986365502,0.981234254,0.758656904,0.619354237
336,0.986165811,0.980952429,0.761067968,0.62440998
337,0.986302636,0.981136111,0.759026699,0.62093678
338,0.98625826,0.981080008,0.760831299,0.623073875
339,0.986631758,0.98160633,0.761999852,0.625343455
340,0.986524516,0.981454338,0.761393388,0.624816839
341,0.986080757,0.980831517,0.75969233,0.622256324
342,0.986561496,0.981507114,0.761718808,0.623718203
343,0.98640618,0.981290336,0.760106501,0.622784575
344,0.986261958,0.981090202,0.758449819,0.618261723
345,0.986151019,0.980935169,0.760979218,0.623955691
346,0.986339616,0.981197382,0.760062126,0.622389832
347,0.986964577,0.982067366,0.759899416,0.621878494
348,0.986550402,0.981488551,0.760949634,0.624433548
349,0.986165811,0.98095049,0.758967532,0.620101182
350,0.986284146,0.981118628,0.759559204,0.621457348
351,0.986006797,0.980727702,0.759514829,0.621219887
352,0.986639154,0.981614635,0.760165668,0.622350585
353,0.986361804,0.981223526,0.761349013,0.623565096
354,0.986095549,0.980854617,0.756867096,0.617236802
355,0.986557798,0.981498542,0.759677539,0.621661272
356,0.986931295,0.982028437,0.758080024,0.61914631
357,0.98649863,0.981415402,0.757828563,0.617726721
358,0.986339616,0.981196042,0.758937948,0.619788629
359,0.986321126,0.98116359,0.763582575,0.626678813
360,0.986446858,0.981343379,0.76001775,0.623293396
361,0.986032683,0.980770504,0.75821315,0.618636555
362,0.986494932,0.981411163,0.759707122,0.622604251
363,0.98651712,0.981446426,0.759751498,0.621504474
364,0.986513422,0.981438598,0.760224835,0.620818713
365,0.986491234,0.981407682,0.760313586,0.621154026
366,0.986243468,0.981059449,0.759721914,0.622214987
367,0.98651712,0.981443782,0.760801716,0.623501199
368,0.98623977,0.981054454,0.760076917,0.621028037
369,0.986273052,0.981108646,0.759366911,0.619835483
370,0.98666504,0.981648668,0.757843355,0.618258132
371,0.986343314,0.981196633,0.761038385,0.623716023
372,0.986224978,0.98103988,0.756378966,0.614862969
373,0.986254562,0.981071736,0.757621478,0.61693473
374,0.986428368,0.981316119,0.758937948,0.620549955
375,0.986472744,0.981388013,0.757872938,0.617841384
376,0.986635456,0.981605896,0.759322535,0.620359784
377,0.986905409,0.981986153,0.75969233,0.621587627
378,0.98623977,0.98105889,0.759736706,0.621701563
379,0.986731603,0.981746217,0.760210044,0.621936146
380,0.986380294,0.981250795,0.759352119,0.620388735
381,0.986269354,0.981096726,0.758982324,0.620769911
382,0.986321126,0.981172411,0.758819614,0.620452059
383,0.986088153,0.980845019,0.759707122,0.621425742
384,0.986347012,0.981201246,0.758227942,0.61836606
