,accuracy_score(train),f1_score(train),accuracy_score(test),f1_score(test)
527,0.986317428,0.981128611,0.75485541,0.615306051
528,0.986176905,0.980927404,0.758435027,0.620094447
529,0.986531912,0.981424243,0.756896679,0.618792476
530,0.986546704,0.981448808,0.757591894,0.618528864
531,0.986280448,0.981070656,0.75747356,0.618821779
532,0.985999401,0.980681899,0.754456031,0.614186771
533,0.986254562,0.98103852,0.756467717,0.617809555
534,0.98629524,0.981099551,0.757000222,0.617829061
535,0.986487536,0.981372159,0.757000222,0.617917946
536,0.986028985,0.980719375,0.756319799,0.617825825
537,0.985851481,0.980475009,0.755846461,0.616923505
538,0.986106643,0.98082997,0.755654168,0.614249352
539,0.986165811,0.980907323,0.757577102,0.619683011
540,0.98627675,0.981068934,0.757798979,0.619810532
541,0.986413576,0.981263705,0.757739812,0.618903574
542,0.986265656,0.981056046,0.755092079,0.614172861
543,0.986206488,0.980966086,0.756630427,0.617754339
544,0.986343314,0.981164218,0.75756231,0.619509704
545,0.986446858,0.981306266,0.757044597,0.618404851
546,0.986280448,0.981079151,0.756763553,0.617581395
547,0.986136227,0.980874303,0.756275423,0.616715904
548,0.986088153,0.980796325,0.754796243,0.614533194
549,0.985940233,0.980592337,0.756157089,0.617934039
550,0.986524516,0.981416317,0.757458768,0.618150486
551,0.986224978,0.980996352,0.756275423,0.616840686
552,0.986280448,0.981074518,0.755772502,0.617278227
553,0.986469046,0.98134296,0.756275423,0.617072207
554,0.986169509,0.980918562,0.75731085,0.619070837
555,0.985836689,0.980449808,0.755092079,0.614190842
556,0.986439462,0.981296637,0.757059389,0.617744263
557,0.98631373,0.9811238,0.757266474,0.619733976
558,0.986265656,0.981054307,0.759159825,0.620625379
559,0.986565194,0.981476666,0.755816877,0.616681373
560,0.986099247,0.980824657,0.756793137,0.619433386
561,0.986557798,0.981462877,0.756334591,0.616808951
562,0.986291542,0.98109069,0.75960358,0.62088271
563,0.986491234,0.981364242,0.756556468,0.615628941
564,0.986154717,0.980900103,0.755639376,0.615097856
565,0.986247166,0.981028124,0.756556468,0.618444846
566,0.986106643,0.980827035,0.757798979,0.619898788
567,0.986176905,0.980930517,0.756097922,0.616704247
568,0.985999401,0.980681505,0.754811035,0.614995122
569,0.986010495,0.980696123,0.756393758,0.618234081
570,0.986232374,0.98100578,0.756556468,0.617753623
571,0.986635456,0.981567619,0.756926263,0.618732744
572,0.986291542,0.981088954,0.754884994,0.613810622
573,0.986228676,0.980998255,0.756201464,0.617409471
574,0.986165811,0.980916673,0.756127505,0.616982228
575,0.985881065,0.980514045,0.758080024,0.620401532
576,0.985980911,0.980654709,0.757103765,0.618816593
577,0.985821897,0.980431587,0.755239997,0.613378817
578,0.986398784,0.981241011,0.75666001,0.618244262
579,0.986125133,0.980859487,0.756201464,0.618224775
580,0.986110341,0.980836344,0.757665853,0.620509138
581,0.986184301,0.980939553,0.757340433,0.62014032
582,0.986143623,0.980879824,0.756763553,0.617688087
583,0.986361804,0.981190199,0.757029805,0.617163101
584,0.986091851,0.980816412,0.755713335,0.616403038
585,0.986391388,0.981227746,0.757429184,0.619486275
586,0.986439462,0.9812974,0.757828563,0.619450514
587,0.98648014,0.98135588,0.758020856,0.620202911
588,0.985936535,0.9805907,0.75624584,0.6164374
589,0.985918045,0.980565281,0.75862732,0.62184835
590,0.985962421,0.980629491,0.754515199,0.615619789
591,0.98629524,0.981090293,0.758006065,0.619870812
592,0.98622128,0.980991542,0.757591894,0.618457813
593,0.986509724,0.981397815,0.755121663,0.615277358
594,0.986199093,0.980961321,0.756719178,0.619167805
595,0.98657259,0.981484409,0.758109607,0.619936319
596,0.986191697,0.980951506,0.754796243,0.614497337
597,0.986062267,0.980773449,0.75501812,0.614101309
598,0.986287844,0.981084142,0.755565417,0.61752112
599,0.98662806,0.981567572,0.756275423,0.616269592
600,0.985699864,0.980263057,0.756615635,0.617882025
601,0.985851481,0.980468431,0.757784188,0.618591759
602,0.986539308,0.981444665,0.758153983,0.620173768
603,0.986010495,0.980704985,0.755521041,0.6151446
604,0.986069663,0.980771881,0.757991273,0.619732714
605,0.986232374,0.981007137,0.757399601,0.618625741
606,0.98622128,0.980992899,0.75682272,0.618384401
607,0.985958723,0.980632393,0.757207307,0.619500209
608,0.986224978,0.981000811,0.755950004,0.616436127
609,0.986247166,0.981029866,0.75772502,0.618960102
610,0.986114039,0.980838219,0.754337697,0.614054657
611,0.986702019,0.981661108,0.753775608,0.611963262
612,0.986273052,0.981060645,0.758035648,0.619014347
613,0.986228676,0.981000582,0.758124399,0.618638929
614,0.986454254,0.981321802,0.757591894,0.620331758
615,0.986058569,0.980762362,0.755890836,0.616450136
616,0.986531912,0.981429358,0.756009171,0.616529118
617,0.9863692,0.981200208,0.756423341,0.616431017
618,0.986269354,0.981057379,0.754204571,0.612431487
619,0.98644316,0.98129859,0.75772502,0.62032036
620,0.9863692,0.981195988,0.753982694,0.612614711
621,0.985844085,0.980457622,0.754988536,0.615773602
622,0.986176905,0.980927793,0.757399601,0.618235144
623,0.986594778,0.981515759,0.756452925,0.617635447
624,0.986187999,0.980948057,0.757103765,0.618710381
625,0.986080757,0.980793959,0.755239997,0.616265857
626,0.986620664,0.981554932,0.75608313,0.617490141
627,0.986347012,0.981166148,0.756112714,0.616540304
628,0.986561496,0.981464101,0.756349382,0.61709052
629,0.98662806,0.981560804,0.756038755,0.61650429
630,0.986217582,0.980989447,0.755668959,0.617319989
631,0.986269354,0.981059311,0.75763627,0.619599285
632,0.986095549,0.980815543,0.757074181,0.618575377
633,0.98633222,0.981148628,0.755239997,0.615784708
634,0.986472744,0.981345681,0.756719178,0.61821305
635,0.98561481,0.980139078,0.756068338,0.615943548
636,0.986058569,0.98076511,0.754796243,0.613220094
637,0.986358106,0.981184619,0.756512092,0.619055333
638,0.986269354,0.981062982,0.755254789,0.614438179
639,0.985977213,0.980653061,0.755787294,0.616581514
640,0.986169509,0.980912719,0.756911471,0.617813953
641,0.985844085,0.980465002,0.755816877,0.615681892
642,0.986228676,0.981000388,0.755417499,0.614900901
643,0.986457952,0.981318614,0.75714814,0.618008376
644,0.98627675,0.981068355,0.758006065,0.619676399
645,0.986328522,0.9811417,0.757015014,0.617059468
646,0.986339616,0.981159213,0.756512092,0.618171696
647,0.986139925,0.980874038,0.757710229,0.619812459
648,0.986310032,0.981117255,0.757651061,0.620283675
649,0.986509724,0.981396108,0.755166038,0.61517716
650,0.986139925,0.98087599,0.756630427,0.61818013
651,0.986372898,0.981210962,0.760136085,0.623496633
652,0.986261958,0.981050076,0.757828563,0.620244943
653,0.98638769,0.981223124,0.755890836,0.615574553
654,0.986247166,0.981028124,0.75592042,0.61594321
655,0.986365502,0.981196355,0.755062495,0.614665022
656,0.986483838,0.981355751,0.759366911,0.622271756
657,0.986058569,0.98076138,0.755683751,0.616303111
658,0.986321126,0.981133423,0.757000222,0.617953488
659,0.986261958,0.981052975,0.757118556,0.620294145
660,0.986077059,0.980787189,0.756482509,0.616452718
661,0.986561496,0.98147204,0.757414392,0.618746513
662,0.98635071,0.981172114,0.758834406,0.619811585
663,0.986391388,0.981227746,0.755225205,0.616696007
664,0.986206488,0.980969582,0.754293321,0.614906688
665,0.98644316,0.981302787,0.755402707,0.615942029
666,0.986402482,0.981252517,0.757458768,0.618931418
667,0.986032683,0.980732836,0.756127505,0.61691103
668,0.986561496,0.981461832,0.755358331,0.615022928
669,0.986121435,0.980851943,0.75747356,0.61947642
670,0.986520818,0.98141662,0.756378966,0.617617013
671,0.985958723,0.980626068,0.755831669,0.616000186
672,0.98570726,0.980270848,0.757296058,0.62023793
673,0.98644316,0.981302405,0.755254789,0.616226748
674,0.985951327,0.980617841,0.758686488,0.620922019
675,0.986243468,0.981019827,0.756068338,0.616372392
676,0.98653561,0.981430954,0.755269581,0.614739783
677,0.986420972,0.981274096,0.75895274,0.622340672
678,0.986117737,0.980849088,0.756955846,0.618300927
679,0.986310032,0.981112438,0.758997116,0.622453945
680,0.986317428,0.981127071,0.756807928,0.618564833
681,0.985910649,0.980561224,0.756393758,0.616491628
682,0.986054871,0.98075991,0.754160195,0.613326509
683,0.986021589,0.980714483,0.75763627,0.619510949
684,0.986439462,0.981299499,0.758242734,0.620612813
685,0.986801865,0.981807802,0.756807928,0.61875942
686,0.986206488,0.980974824,0.756793137,0.617663473
687,0.986361804,0.981186361,0.756009171,0.616100728
688,0.98627675,0.981068934,0.757872938,0.620023677
689,0.986502328,0.981388946,0.760624214,0.62463758
690,0.986587382,0.98151329,0.755476666,0.616334393
691,0.986091851,0.980811714,0.756896679,0.618243479
692,0.986631758,0.981566374,0.757902522,0.620510561
693,0.986491234,0.981372034,0.756733969,0.619569743
694,0.986284146,0.981078751,0.75698543,0.619425977
695,0.985844085,0.980464205,0.756349382,0.616983677
696,0.986539308,0.98143255,0.75714814,0.61944277
697,0.986025287,0.980721847,0.754145403,0.612825829
698,0.986509724,0.981395159,0.75682272,0.617976484
699,0.986247166,0.981031414,0.755595,0.617744361
700,0.98633222,0.981149397,0.756541676,0.617098988
701,0.98649863,0.981382043,0.756112714,0.617589758
702,0.986173207,0.98092162,0.754515199,0.614028559
703,0.986176905,0.980936741,0.757118556,0.617944064
704,0.986243468,0.981023894,0.758435027,0.62141549
705,0.98657259,0.981486863,0.756393758,0.618570072
706,0.986040079,0.980736159,0.755713335,0.617610966
707,0.986176905,0.980927404,0.754914577,0.615684364
708,0.985685072,0.980240019,0.756438133,0.61774538
709,0.986247166,0.981030833,0.757192515,0.618778885
710,0.986162113,0.980903681,0.757577102,0.619099635
711,0.986398784,0.981241202,0.756216256,0.616533656
712,0.986472744,0.981345301,0.756719178,0.617289122
713,0.986524516,0.981418781,0.757577102,0.619382707
714,0.98631373,0.981117829,0.756023963,0.617379605
715,0.986091851,0.980808581,0.757118556,0.618954794
716,0.986054871,0.980759517,0.754973745,0.615527446
717,0.986058569,0.980757648,0.756097922,0.617024736
718,0.986310032,0.981110896,0.75518083,0.61406086
719,0.986454254,0.981321612,0.757296058,0.618897199
720,0.986358106,0.981184811,0.758849198,0.621766466
721,0.986506026,0.981395278,0.756896679,0.618580148
722,0.986176905,0.980928377,0.755476666,0.615602837
723,0.986210186,0.980978663,0.7564973,0.617411918
724,0.985862575,0.980488826,0.756615635,0.617953005
725,0.986383992,0.981221184,0.757503143,0.620509259
726,0.986147321,0.98088639,0.755861253,0.61540254
727,0.98635071,0.981177491,0.755728127,0.616132032
728,0.986465348,0.981335482,0.756704386,0.617506163
729,0.986073361,0.980777476,0.757192515,0.619309353
730,0.986380294,0.981216371,0.75805044,0.620970919
731,0.986195395,0.980951652,0.755787294,0.616474633
732,0.985862575,0.98049022,0.754840618,0.614145365
733,0.986025287,0.980713976,0.756970638,0.618793503
734,0.98627675,0.981069707,0.754825826,0.614866278
735,0.986432066,0.981285673,0.758331484,0.621191746
736,0.986095549,0.980813977,0.755935212,0.615653389
737,0.986154717,0.980896985,0.755491458,0.615438303
738,0.986746395,0.981724729,0.756009171,0.615545974
739,0.986132529,0.980866175,0.756763553,0.618521784
740,0.986043777,0.980742147,0.757281266,0.619536739
741,0.986069663,0.980776199,0.755861253,0.615241159
742,0.986546704,0.981446538,0.758183566,0.62022023
743,0.986043777,0.980739788,0.756778345,0.618553831
744,0.986502328,0.981390843,0.756630427,0.618038305
745,0.986139925,0.980874038,0.754470823,0.61423691
746,0.986261958,0.981049109,0.754426448,0.614104412
747,0.986520818,0.981409416,0.756807928,0.618050877
748,0.986176905,0.980933435,0.756793137,0.618762753
749,0.986383992,0.981214861,0.7546927,0.614952403
750,0.98623977,0.981015984,0.756157089,0.617419759
751,0.985899555,0.980538471,0.756645219,0.616771488
752,0.986328522,0.981142662,0.756452925,0.618662714
753,0.98627675,0.981068548,0.755387915,0.615176972
754,0.986605872,0.981527194,0.755121663,0.61511636
755,0.98644316,0.981304312,0.758035648,0.620217311
756,0.986531912,0.98142879,0.755772502,0.615907135
757,0.986738999,0.981714903,0.759455662,0.623773829
758,0.98627675,0.981069707,0.756926263,0.618059268
759,0.986128831,0.980865076,0.757222099,0.619055356
760,0.986069663,0.980782279,0.757991273,0.620895799
761,0.986269354,0.981058925,0.755890836,0.616396643
762,0.986432066,0.981292543,0.757384809,0.620482206
763,0.986409878,0.98125851,0.757798979,0.619792876
764,0.985951327,0.980616655,0.757222099,0.619002298
765,0.986106643,0.980834468,0.759174617,0.622346965
766,0.986420972,0.981273523,0.755269581,0.616543445
767,0.985618508,0.980147933,0.755831669,0.615355936
768,0.986269354,0.981058538,0.757606686,0.619057582
769,0.985725749,0.980294862,0.754248946,0.614846068
770,0.986476442,0.981346881,0.75666001,0.618350539
771,0.985699864,0.980260639,0.755639376,0.616527391
772,0.986321126,0.981131883,0.75657126,0.619006829
773,0.986472744,0.981347393,0.7564973,0.616145129
774,0.986709415,0.981674859,0.758582945,0.622067848
775,0.986317428,0.981124375,0.756260632,0.617289112
776,0.98648014,0.981354739,0.756260632,0.616004847
777,0.98631373,0.98112611,0.755195622,0.61490134
778,0.986210186,0.980982349,0.757503143,0.619240059
779,0.986006797,0.980690725,0.754308113,0.613738896
780,0.986065965,0.980766482,0.753494564,0.613475589
781,0.986132529,0.980864223,0.757606686,0.621118587
782,0.986398784,0.981247706,0.756867096,0.618905196
783,0.986202791,0.980969238,0.756674802,0.618488798
784,0.986236072,0.981016209,0.757458768,0.618203833
785,0.985966119,0.980630936,0.757118556,0.618317062
786,0.986284146,0.981084541,0.754796243,0.615266786
787,0.985995703,0.98067157,0.755225205,0.614031814
788,0.986409878,0.981257937,0.758479402,0.621651682
789,0.986139925,0.980878917,0.756186673,0.616219237
790,0.986254562,0.981036005,0.755550625,0.616299048
791,0.986180603,0.980929295,0.758109607,0.620571243
792,0.985921743,0.980575639,0.754204571,0.612919006
793,0.98633222,0.981145743,0.757414392,0.619895239
794,0.986224978,0.981002749,0.755979587,0.618080796
795,0.98633222,0.98114305,0.757532727,0.618631055
796,0.986439462,0.981297019,0.755639376,0.615366705
797,0.986642852,0.981580826,0.75657126,0.618441492
798,0.986324824,0.981139389,0.756793137,0.618054265
799,0.986395086,0.981232177,0.756733969,0.617534884
800,0.986121435,0.980857022,0.754618741,0.616288483
801,0.986409878,0.9812522,0.757443976,0.618562456
802,0.985951327,0.980608938,0.757517935,0.618829493
803,0.986347012,0.981171911,0.753760817,0.612887473
804,0.986602174,0.981522377,0.755683751,0.61582118
805,0.98623977,0.981020632,0.755062495,0.61598757
806,0.98653561,0.981429438,0.757606686,0.619888196
807,0.986524516,0.981415938,0.755239997,0.615499012
808,0.985836689,0.980453998,0.755595,0.616751328
809,0.986801865,0.981809656,0.757088973,0.617701834
810,0.986317428,0.981128226,0.756378966,0.616958928
811,0.986365502,0.981195204,0.756674802,0.61790393
812,0.986358106,0.981182892,0.756305007,0.616441226
813,0.986110341,0.980833214,0.757710229,0.619865398
814,0.986361804,0.981194803,0.758020856,0.621503436
815,0.986195395,0.980955733,0.756319799,0.617896739
816,0.986021589,0.980710743,0.756201464,0.616572838
817,0.986395086,0.981234666,0.757192515,0.617357048
818,0.986195395,0.980952235,0.756970638,0.616837687
819,0.986469046,0.981337631,0.755979587,0.61653611
820,0.986284146,0.981080488,0.75821315,0.619364754
821,0.986195395,0.980957094,0.756201464,0.616376501
822,0.986003099,0.980690647,0.756231048,0.617722106
823,0.986376596,0.981212134,0.755861253,0.615043732
824,0.986531912,0.981429548,0.755535833,0.616480635
825,0.98662806,0.981561933,0.753746025,0.614486847
826,0.986764885,0.981750131,0.757266474,0.619186856
827,0.986073361,0.980786891,0.756438133,0.618294775
828,0.9863692,0.981203659,0.757399601,0.618749855
829,0.986154717,0.980903415,0.757591894,0.619273302
830,0.986579986,0.981497061,0.756112714,0.616397562
831,0.986199093,0.980962486,0.757503143,0.619452182
832,0.986236072,0.981009817,0.759529621,0.621956608
833,0.986187999,0.980947669,0.757443976,0.619412338
834,0.986650248,0.981594779,0.756378966,0.616976744
835,0.986428368,0.981280668,0.755269581,0.615831147
836,0.986354408,0.981180383,0.754958953,0.615798506
837,0.985866273,0.980491838,0.756378966,0.617047991
838,0.985962421,0.980626327,0.756778345,0.616579224
839,0.986487536,0.981364369,0.759825457,0.624343521
840,0.986380294,0.981210238,0.755787294,0.61577845
841,0.986583684,0.981496782,0.755935212,0.615724999
842,0.986202791,0.980973896,0.757370017,0.618153037
843,0.9863692,0.981201934,0.757710229,0.618430861
844,0.986561496,0.981462967,0.756467717,0.617223101
845,0.986173207,0.98092454,0.756837512,0.61852273
846,0.985858877,0.980487606,0.755609792,0.616106696
847,0.986021589,0.98071153,0.756719178,0.61711093
848,0.986254562,0.981036779,0.757828563,0.620614543
849,0.986358106,0.981184235,0.756009171,0.615778808
850,0.986250864,0.981036224,0.759011907,0.621028146
851,0.985955025,0.980622449,0.75731085,0.619441932
852,0.986531912,0.981424243,0.759100658,0.621976696
853,0.986250864,0.981034483,0.757739812,0.618974502
854,0.987031141,0.982128206,0.756334591,0.617325249
855,0.986328522,0.981141123,0.75534354,0.615777736
856,0.986298938,0.981106097,0.757976481,0.619523765
857,0.98623977,0.981016565,0.756970638,0.616390381
858,0.986265656,0.98105566,0.757872938,0.618962266
859,0.986287844,0.981089544,0.757577102,0.619506419
860,0.986102945,0.980830443,0.756364174,0.616891122
861,0.986110341,0.980830475,0.75763627,0.620057971
862,0.985862575,0.98048524,0.754411656,0.613497218
863,0.98640618,0.981246429,0.757162932,0.618750145
864,0.985855179,0.980476626,0.755654168,0.616523899
865,0.986058569,0.980762165,0.754973745,0.616613049
866,0.986043777,0.980739002,0.75763627,0.618731821
867,0.986398784,0.981237757,0.755062495,0.613820285
868,0.986247166,0.981030059,0.757651061,0.619807862
869,0.98625826,0.981040236,0.755565417,0.616313358
870,0.986450556,0.981311081,0.754737076,0.614386381
871,0.986162113,0.980910501,0.758701279,0.620336537
872,0.986128831,0.980860585,0.755476666,0.616654685
873,0.986372898,0.981200035,0.756097922,0.615918567
874,0.986476442,0.9813465,0.755802086,0.615488529
875,0.986210186,0.980977498,0.757177724,0.619082978
876,0.986017891,0.980701799,0.754544782,0.61362578
877,0.986302636,0.981101462,0.755062495,0.614629151
878,0.986565194,0.981474966,0.756586051,0.617640225
879,0.986236072,0.981012723,0.755668959,0.615985493
880,0.986243468,0.981021376,0.756452925,0.618114345
881,0.986483838,0.981360695,0.758124399,0.620972602
882,0.986006797,0.980695847,0.756068338,0.617865832
883,0.986250864,0.981032161,0.758390652,0.620457292
884,0.986380294,0.981209855,0.755535833,0.61671189
885,0.986735301,0.981706166,0.755831669,0.616089495
886,0.985692468,0.980252245,0.757266474,0.618460823
887,0.986358106,0.981189608,0.758065232,0.620510441
888,0.98666504,0.981608234,0.757074181,0.619688303
889,0.98629524,0.981092416,0.756157089,0.617099854
890,0.986232374,0.981009075,0.757177724,0.61855191
891,0.986343314,0.981167676,0.756674802,0.618294041
892,0.986358106,0.981185195,0.758553361,0.61987378
893,0.98644316,0.981300307,0.755772502,0.616085753
894,0.98657259,0.981485919,0.758035648,0.620763203
895,0.986273052,0.9810676,0.75944087,0.622466746
896,0.986099247,0.980821135,0.756319799,0.616205386
897,0.985936535,0.980593869,0.756526884,0.618221459
898,0.986147321,0.980890485,0.756216256,0.616462265
899,0.986191697,0.980955004,0.758553361,0.621706181
900,0.986298938,0.981098385,0.756171881,0.616668992
901,0.986487536,0.98136608,0.757754604,0.621016824
902,0.986650248,0.981593841,0.755476666,0.616423417
903,0.986128831,0.980860585,0.756793137,0.617965519
904,0.986291542,0.981094355,0.756556468,0.619010139
905,0.986106643,0.980830166,0.755358331,0.615720625
906,0.98642467,0.981279864,0.757266474,0.620015746
907,0.986509724,0.981395349,0.758316693,0.619908344
908,0.98627675,0.981071638,0.756482509,0.61636334
909,0.985906951,0.980554039,0.755861253,0.617488238
910,0.986457952,0.981321092,0.758227942,0.620210517
911,0.985980911,0.980655893,0.756867096,0.618799137
912,0.98622128,0.980987468,0.755802086,0.616328523
913,0.986173207,0.980927654,0.755062495,0.61522017
914,0.986328522,0.981144778,0.755994379,0.617262181
915,0.98635071,0.981172114,0.758065232,0.621125782
916,0.985962421,0.980632455,0.756482509,0.616488457
917,0.98666504,0.981611235,0.754825826,0.614454188
918,0.986154717,0.980897959,0.756881887,0.616876457
919,0.986106643,0.980826057,0.75772502,0.619526586
920,0.98662806,0.981568887,0.756793137,0.617645691
921,0.986513422,0.981394851,0.755935212,0.616118375
922,0.986779677,0.981776847,0.75756231,0.619509704
923,0.98648014,0.981351886,0.758390652,0.619998139
924,0.986291542,0.981085866,0.756423341,0.616823735
925,0.986102945,0.980822617,0.756349382,0.616609254
926,0.986506026,0.98139395,0.757917314,0.619713728
927,0.986147321,0.980891655,0.757340433,0.619099584
928,0.986358106,0.981182316,0.754633533,0.615074024
929,0.986173207,0.980936211,0.755979587,0.616089921
930,0.986114039,0.980838219,0.758198358,0.61984605
931,0.98642467,0.981278145,0.757503143,0.620263134
932,0.986302636,0.981103198,0.756763553,0.618698697
933,0.986017891,0.980706329,0.756452925,0.617333302
934,0.986191697,0.980949368,0.757932106,0.620539337
935,0.986165811,0.980915894,0.757828563,0.621544152
936,0.986273052,0.981064702,0.753435397,0.61174388
937,0.986228676,0.981006977,0.75550625,0.615845864
938,0.985973515,0.980640946,0.754707492,0.614339868
939,0.98622128,0.980983004,0.757266474,0.617553836
940,0.986040079,0.980734193,0.759500037,0.623049637
941,0.986413576,0.981257588,0.757577102,0.618957941
942,0.98625826,0.98104101,0.754973745,0.614489516
943,0.986372898,0.981196005,0.755994379,0.616104259
944,0.985892159,0.980521901,0.756319799,0.615811567
945,0.985969817,0.98063772,0.758716071,0.621320457
946,0.98648014,0.981350745,0.756127505,0.615732432
947,0.986114039,0.980841934,0.757355225,0.618795315
948,0.986306334,0.981109552,0.755831669,0.615355936
949,0.986750093,0.981735695,0.755846461,0.617456197
950,0.98662806,0.981559864,0.757532727,0.619109583
951,0.985888461,0.980520873,0.756778345,0.615862633
952,0.986284146,0.98107373,0.755802086,0.616185804
953,0.986021589,0.980708971,0.75640855,0.617236891
954,0.986317428,0.981125531,0.75763627,0.619422572
955,0.986054871,0.98075775,0.757015014,0.619119386
956,0.986339616,0.981157483,0.757296058,0.61857827
957,0.986321126,0.98113323,0.756541676,0.617881271
958,0.985966119,0.980639237,0.755802086,0.615900049
959,0.986051173,0.980755102,0.755816877,0.616396338
960,0.986102945,0.980823204,0.756186673,0.616522811
961,0.986324824,0.98113015,0.755876045,0.616969922
962,0.986180603,0.980928906,0.756733969,0.61741032
963,0.985943931,0.980600709,0.757088973,0.617541572
964,0.986173207,0.980923761,0.756009171,0.616546947
965,0.986476442,0.981348213,0.755668959,0.615949779
966,0.985999401,0.980675983,0.754426448,0.61370934
967,0.986180603,0.980934938,0.757665853,0.618742873
968,0.986191697,0.980948008,0.756674802,0.618240891
969,0.986420972,0.981273905,0.756793137,0.618072009
970,0.986587382,0.981498768,0.756926263,0.619615287
971,0.985903253,0.980545859,0.759100658,0.62311395
972,0.986543006,0.981441532,0.755713335,0.615492072
973,0.985910649,0.980553883,0.755195622,0.614201128
974,0.986202791,0.980970402,0.756763553,0.619686387
975,0.986328522,0.981142277,0.757932106,0.620239946
976,0.986265656,0.981052567,0.756556468,0.617842381
977,0.986021589,0.980709168,0.755595,0.614372068
978,0.986539308,0.981433497,0.757236891,0.618041333
979,0.986084455,0.980799355,0.756970638,0.617835876
980,0.986125133,0.980858901,0.755387915,0.616319807
981,0.986287844,0.981083177,0.755742918,0.616146354
982,0.98649863,0.981379764,0.757902522,0.620175907
983,0.98633222,0.981146897,0.756955846,0.619132612
984,0.986114039,0.980843107,0.756038755,0.616486455
985,0.986376596,0.981210409,0.755979587,0.61746087
986,0.985947629,0.980608089,0.756645219,0.617555442
987,0.98646165,0.981325526,0.754648325,0.61395955
988,0.985910649,0.980558646,0.758272317,0.620059518
989,0.986202791,0.980973896,0.756837512,0.616332532
990,0.986250864,0.981033322,0.755772502,0.616085753
991,0.986428368,0.981278949,0.756171881,0.617131974
992,0.985899555,0.980538869,0.75550625,0.61561359
993,0.986058569,0.980766091,0.75550625,0.615524179
994,0.985718354,0.980290488,0.757798979,0.619810532
995,0.98568877,0.980247645,0.755077287,0.61496605
996,0.986154717,0.980894645,0.757074181,0.618025352
997,0.986335918,0.981153825,0.756896679,0.617888447
998,0.98623977,0.981013272,0.756837512,0.618682007
999,0.986088153,0.98080338,0.75608313,0.61645811
avg,0.986255069,0.981038984,0.756635915,0.617740683
