,accuracy_score(train),f1_score(train),accuracy_score(test),f1_score(test)
78,0.986672436,0.981623308,0.755535833,0.616480635
79,0.98640618,0.981250638,0.757769396,0.619286744
80,0.986236072,0.981014079,0.757059389,0.619532987
81,0.986539308,0.981438231,0.757784188,0.620799852
82,0.986261958,0.981045435,0.755624584,0.615710265
83,0.986550402,0.981455137,0.75550625,0.615756561
84,0.986088153,0.980813171,0.758997116,0.62159463
85,0.985821897,0.980437179,0.756837512,0.617368433
86,0.986557798,0.981461743,0.759263368,0.621942438
87,0.986003099,0.980688677,0.754870202,0.615516681
88,0.986254562,0.98103465,0.756378966,0.617137012
89,0.986339616,0.981154984,0.757370017,0.619287455
