,cols,n_estimators,min_samples_leaf,max_features,ac(train),ac(test),pr(train),pr(test),re(train),re(test),f1(train),f1(test)
69,all,50,70,auto,0.746103241,0.727446195,0.739136443,0.700807296,0.482305673,0.455919496,0.583719351,0.552441098
70,all,50,71,auto,0.745718649,0.72691369,0.738367272,0.700142054,0.481744584,0.454476206,0.583068565,0.551174211
71,all,50,72,auto,0.744960561,0.727135567,0.737680154,0.701289043,0.47950023,0.453674378,0.581208518,0.550938436
72,all,50,73,auto,0.744990145,0.727475778,0.736952881,0.700104365,0.480622407,0.457202422,0.581805612,0.553162592
73,all,50,74,auto,0.744309714,0.726366393,0.736849423,0.699603519,0.47789712,0.452752275,0.579772331,0.549738347
74,all,50,75,auto,0.743462874,0.726824939,0.73541151,0.700427165,0.47629401,0.453594195,0.578147234,0.550613198
75,all,50,76,auto,0.743862257,0.726884106,0.735911141,0.700228692,0.477295954,0.454195566,0.579039492,0.550994601
76,all,50,77,auto,0.7435997,0.726410768,0.735482774,0.699289026,0.476774943,0.453473921,0.578523449,0.550172674
77,all,50,78,auto,0.743008021,0.72675098,0.734376691,0.699765345,0.475793038,0.45431584,0.577458366,0.550939543
78,all,50,79,auto,0.742482906,0.726248059,0.733538728,0.69985095,0.474720959,0.451790081,0.576409545,0.549104641
79,all,50,80,auto,0.741957791,0.725419717,0.732001298,0.69701087,0.474620764,0.452471635,0.575860539,0.548729792
80,all,50,81,auto,0.741724818,0.726603062,0.731675636,0.699777338,0.474079715,0.453594195,0.575361455,0.550412298
81,all,50,82,auto,0.742009563,0.72601139,0.732944588,0.699131514,0.473528646,0.451830173,0.575346802,0.548912646
82,all,50,83,auto,0.741110951,0.725035131,0.730606117,0.697451833,0.472947518,0.449905785,0.574196845,0.546974386
83,all,50,84,auto,0.741395696,0.725508468,0.732342007,0.699612403,0.471745186,0.448662952,0.573843519,0.546715846
84,all,50,85,auto,0.740400936,0.725094298,0.728893493,0.697135061,0.472306274,0.450707613,0.573195199,0.547468894
85,all,50,86,auto,0.740216037,0.72478367,0.730445359,0.697944649,0.469330501,0.447901215,0.571473886,0.545641026
86,all,50,87,auto,0.739716808,0.723836994,0.72988389,0.696461008,0.467967858,0.44577637,0.570291275,0.543610052
87,all,50,88,auto,0.740807715,0.725123881,0.731144991,0.697564612,0.470893533,0.450146334,0.572845947,0.547186822
88,all,50,89,auto,0.739679828,0.724014496,0.727663988,0.694738799,0.470933611,0.44946478,0.571803965,0.545813048
89,all,50,90,auto,0.739698318,0.724768878,0.72900383,0.697186605,0.469120093,0.449063866,0.570876414,0.546270331
90,all,50,91,auto,0.739971969,0.724576585,0.727405922,0.695552669,0.47256678,0.450827888,0.572926157,0.54706884
91,all,50,92,auto,0.738714652,0.724088455,0.725689068,0.694544105,0.469560948,0.450146334,0.570182376,0.546255078
92,all,50,93,auto,0.738918041,0.724354707,0.726209471,0.696022374,0.46970122,0.448983683,0.570446401,0.545853338
93,all,50,94,auto,0.738592618,0.724384291,0.725590765,0.696475277,0.46917019,0.448382312,0.569863881,0.54554767
94,all,50,95,auto,0.737893698,0.723304489,0.7242133,0.693948629,0.46809811,0.447339935,0.568648214,0.54400078
95,all,50,96,auto,0.738747934,0.72388137,0.725685361,0.694544327,0.46971124,0.449144048,0.570292019,0.545516519
96,all,50,97,auto,0.737268737,0.722890319,0.724178788,0.693535316,0.465412901,0.446016919,0.566651825,0.542894788
97,all,50,98,auto,0.7377051,0.724399083,0.725049488,0.696935655,0.466074184,0.447700758,0.567408501,0.545183811
98,all,50,99,auto,0.737290925,0.723363657,0.725710519,0.696369014,0.463328858,0.443651525,0.565570212,0.541999314
99,all,50,100,auto,0.737098629,0.722461356,0.72349965,0.69242745,0.465643348,0.44577637,0.566614444,0.542377015
100,all,50,101,auto,0.736126057,0.722550107,0.721946577,0.69304706,0.463609402,0.445174999,0.564631661,0.542121323
101,all,50,102,auto,0.73595595,0.722224688,0.721456417,0.692938525,0.463569324,0.4437718,0.564451981,0.541046509
102,all,50,103,auto,0.736677058,0.722786776,0.722931575,0.693885207,0.464611346,0.444934451,0.565675911,0.542198989
103,all,50,104,auto,0.736133453,0.722742401,0.722559449,0.694046203,0.46275775,0.444453354,0.564186507,0.541890703
104,all,50,105,auto,0.73595595,0.721899268,0.721456417,0.691985496,0.463569324,0.4437718,0.564451981,0.540755759
105,all,50,106,auto,0.736063191,0.72281636,0.722053012,0.694117647,0.463178566,0.444693902,0.56434453,0.542091245
106,all,50,107,auto,0.734443471,0.721677391,0.719696137,0.692081008,0.459431297,0.442528966,0.560840025,0.539861098
107,all,50,108,auto,0.734787384,0.72142593,0.719156705,0.690770576,0.461745787,0.44349116,0.562396271,0.540176282
108,all,50,109,auto,0.734602484,0.721189261,0.718405309,0.690128541,0.462026331,0.443410977,0.562374233,0.539920428
109,all,50,110,auto,0.734480451,0.720760299,0.72058476,0.690807274,0.45830912,0.440163573,0.560271917,0.537711823
110,all,50,111,auto,0.734694934,0.722505732,0.72031277,0.694397284,0.459651724,0.442729423,0.561191474,0.540713901
111,all,50,112,auto,0.734432377,0.721884476,0.718885865,0.691894257,0.460563493,0.443851983,0.561435865,0.540787417
112,all,50,113,auto,0.73459139,0.721189261,0.719720363,0.691611118,0.460052502,0.44092531,0.56131,0.538523687
113,all,50,114,auto,0.734095859,0.721351971,0.717707829,0.690745485,0.46079394,0.443170429,0.561247216,0.53993064
114,all,50,115,auto,0.733463503,0.720316545,0.717408348,0.688770723,0.458409314,0.441406407,0.559383788,0.538017983
115,all,50,116,auto,0.73280526,0.721337179,0.714733298,0.689966389,0.459421277,0.444413262,0.559319346,0.540613036
116,all,50,117,auto,0.733530067,0.721351971,0.716605258,0.691535421,0.459892191,0.441847412,0.560241184,0.539187867
117,all,50,118,auto,0.73286073,0.720420087,0.716500432,0.689856712,0.457046671,0.44008339,0.558092873,0.537363848
118,all,50,119,auto,0.732779374,0.720538422,0.715771828,0.689109777,0.457758051,0.441927595,0.55840132,0.538508513
119,all,50,120,auto,0.732509421,0.720020709,0.714900341,0.688192228,0.457838206,0.44092531,0.5581955,0.537484117
120,all,50,121,auto,0.732354105,0.720671548,0.715306122,0.689806403,0.456535679,0.441406407,0.557349577,0.538333659
121,all,50,122,auto,0.732535307,0.719961541,0.714837459,0.687761604,0.458048614,0.441366315,0.558332672,0.537680098
122,all,50,123,auto,0.731566433,0.719281118,0.714418517,0.687684853,0.454301345,0.438118911,0.555413326,0.535240241
123,all,50,124,auto,0.732261655,0.718911323,0.715695688,0.68707483,0.455543755,0.437317083,0.556727667,0.534456993
124,all,50,125,auto,0.731281687,0.719828415,0.713808533,0.688670942,0.453920606,0.439161288,0.554944449,0.536316678
125,all,50,126,auto,0.731115278,0.719710081,0.712853709,0.688443159,0.454591908,0.438960831,0.555156528,0.536098122
126,all,50,127,auto,0.731928836,0.720272169,0.714285714,0.689709397,0.456134902,0.439602293,0.556741123,0.536960407
127,all,50,128,auto,0.731388929,0.72019821,0.712314208,0.688851288,0.456645893,0.440684761,0.55652089,0.537506112
128,all,50,129,auto,0.73173654,0.720479254,0.715058768,0.690821866,0.454120995,0.438760374,0.555471809,0.536667893
129,all,50,130,auto,0.731052412,0.719724872,0.713575846,0.689128652,0.453229265,0.437878363,0.554357284,0.535497156
130,all,50,131,auto,0.730930378,0.719177576,0.712755078,0.687783661,0.453900567,0.437437357,0.554610841,0.534761193
131,all,50,132,auto,0.731540547,0.719517787,0.713104226,0.688046281,0.456144921,0.438680191,0.556389323,0.535768496
132,all,50,133,auto,0.730697404,0.719591746,0.711696585,0.688073394,0.454431597,0.439000922,0.554685876,0.53601586
133,all,50,134,auto,0.730002182,0.719429036,0.71024796,0.687480389,0.453449692,0.439201379,0.553514426,0.535985126
134,all,50,135,auto,0.730016974,0.719414245,0.712137044,0.68895496,0.450674308,0.436635529,0.552010211,0.53451449
135,all,50,136,auto,0.729325449,0.719029658,0.710234006,0.68749212,0.450373725,0.437196809,0.551212484,0.534493322
136,all,50,137,auto,0.730050256,0.719399453,0.711702178,0.688387056,0.451475863,0.43751754,0.552480091,0.535003432
137,all,50,138,auto,0.729658269,0.718600695,0.709844234,0.686050167,0.452487826,0.43751754,0.552674895,0.534296206
138,all,50,139,auto,0.729502953,0.718674654,0.709283886,0.68531031,0.452628099,0.439161288,0.552609528,0.535294549
139,all,50,140,auto,0.729902336,0.719103617,0.710210941,0.68650918,0.453048915,0.439241471,0.553204505,0.535719525
140,all,50,141,auto,0.728567361,0.718423194,0.70776421,0.685439819,0.45064425,0.437677906,0.550669099,0.534230487
141,all,50,142,auto,0.728841012,0.717861105,0.708845984,0.685060226,0.450253492,0.43551297,0.550704035,0.5325
142,all,50,143,auto,0.729007422,0.718304859,0.709171201,0.68654734,0.450524017,0.435192238,0.551004528,0.532708446
143,all,50,144,auto,0.728841012,0.718053398,0.708517072,0.685061666,0.450754464,0.436475163,0.550979167,0.533219052
144,all,50,145,auto,0.729059194,0.718201316,0.709031049,0.685493011,0.450974891,0.436475163,0.551299246,0.533349663
145,all,50,146,auto,0.727909118,0.718260484,0.70771034,0.687222152,0.447688516,0.43382913,0.548440549,0.531888225
146,all,50,147,auto,0.728171676,0.717639228,0.708124278,0.685347011,0.448269643,0.433909313,0.549000841,0.531385786
147,all,50,148,auto,0.728711582,0.718689446,0.708507451,0.687345855,0.450173336,0.435753518,0.550541903,0.53336932
148,all,50,149,auto,0.728996328,0.718378818,0.708676906,0.685777218,0.451225377,0.436876077,0.551379213,0.533734969
149,all,50,150,auto,0.728571059,0.718260484,0.707742656,0.685199146,0.450694347,0.437276992,0.550699975,0.533858692
150,all,50,151,auto,0.728430535,0.718630279,0.707868889,0.6871957,0.449852714,0.435713427,0.550109353,0.533294077
151,all,50,152,auto,0.727668749,0.718260484,0.706407687,0.685362173,0.448570226,0.436996352,0.548709118,0.533698925
152,all,50,153,auto,0.728445327,0.717979439,0.709612297,0.686796771,0.447277719,0.433147576,0.548701718,0.531248463
153,all,50,154,auto,0.727705729,0.717461726,0.707429187,0.68529561,0.447177524,0.433107485,0.54797262,0.530768664
154,all,50,155,auto,0.728020058,0.718127357,0.709100465,0.68804702,0.446095425,0.431784469,0.547658585,0.530594147
155,all,50,156,auto,0.727247178,0.717180682,0.705152236,0.683124725,0.448550187,0.435432787,0.548314992,0.531854464
156,all,50,157,auto,0.727417285,0.718082982,0.706614515,0.686414903,0.447087349,0.434310227,0.547660397,0.532007366
157,all,50,158,auto,0.728079226,0.717609644,0.707752159,0.684955752,0.448409915,0.434430502,0.548994112,0.531658612
158,all,50,159,auto,0.727469057,0.717520893,0.706300668,0.684742763,0.447808749,0.434350319,0.548106815,0.531534405
159,all,50,160,auto,0.727531923,0.717343392,0.70634695,0.683852263,0.448029177,0.434991781,0.54828584,0.531745448
160,all,50,161,auto,0.726788626,0.717713187,0.706979418,0.686604242,0.443620624,0.432145291,0.545160158,0.530436494
161,all,50,162,auto,0.727173218,0.717801938,0.704698092,0.68470114,0.448910887,0.435833701,0.54844692,0.532631063
162,all,50,163,auto,0.726333773,0.716470675,0.70479078,0.683368261,0.444853015,0.431423646,0.54543556,0.528926026
163,all,50,164,auto,0.726222834,0.717017972,0.701715663,0.682217206,0.449141334,0.436194524,0.547712722,0.532146438
164,all,50,165,auto,0.727065976,0.717713187,0.703800088,0.683472161,0.449812637,0.43751754,0.548846535,0.533512589
165,all,50,166,auto,0.726555653,0.716618593,0.705495344,0.683569207,0.444802918,0.43182456,0.545608731,0.529287469
166,all,50,167,auto,0.726145176,0.717017972,0.702850031,0.683112791,0.446987155,0.434630959,0.546451166,0.531252297
167,all,50,168,auto,0.72623023,0.716810887,0.704302609,0.684767368,0.44512354,0.430742092,0.545492498,0.528831246
168,all,50,169,auto,0.725949182,0.716071297,0.703965331,0.682917515,0.444332004,0.430180812,0.544796747,0.527856352
169,all,50,170,auto,0.726315283,0.716973597,0.703841838,0.682799421,0.446235697,0.43495169,0.546188137,0.531396944
170,all,50,171,auto,0.725579383,0.715745877,0.703274887,0.681455191,0.443670721,0.431062823,0.544092892,0.528081334
171,all,50,172,auto,0.725797565,0.716455883,0.702831755,0.683092339,0.445384045,0.43182456,0.545246024,0.529144457
172,all,50,173,auto,0.72597137,0.717284225,0.703831758,0.685739773,0.444642607,0.431463737,0.544990114,0.529665084
173,all,50,174,auto,0.725213282,0.716603801,0.702820509,0.683177097,0.442658758,0.432425931,0.543195608,0.529621173
174,all,50,175,auto,0.725020986,0.715701501,0.702774635,0.682575129,0.441827145,0.428897887,0.542555351,0.526787473
175,all,50,176,auto,0.725268752,0.716441092,0.701672569,0.682817151,0.444712743,0.432225474,0.544394157,0.529362663
176,all,50,177,auto,0.725690323,0.715834628,0.705069936,0.683765068,0.441426367,0.427534779,0.542934957,0.526110659
177,all,50,178,auto,0.72530943,0.715568375,0.70219103,0.681235727,0.444091538,0.430541635,0.54408416,0.527624242
178,all,50,179,auto,0.724917442,0.71577546,0.701204743,0.681082448,0.443790954,0.431864651,0.543562431,0.528570377
179,all,50,180,auto,0.725028382,0.715302123,0.700237619,0.679548607,0.445844939,0.432145291,0.54480787,0.528317608
180,all,50,181,auto,0.724244408,0.714902744,0.700953928,0.680529903,0.441005551,0.428376699,0.541393244,0.525784864
181,all,50,182,auto,0.725287242,0.716204423,0.7026572,0.683355628,0.443259924,0.430100629,0.543599133,0.527926775
182,all,50,183,auto,0.724569831,0.715065454,0.701905445,0.680684565,0.441055648,0.428937979,0.541714609,0.526253658
183,all,50,184,auto,0.724551341,0.716692552,0.699955776,0.683506592,0.444031421,0.432305657,0.543366846,0.529629903
184,all,50,185,auto,0.723955964,0.715331706,0.701481541,0.682581389,0.438821313,0.427013591,0.539900518,0.525365625
185,all,50,186,auto,0.72493963,0.716234006,0.700864289,0.681958926,0.444432198,0.43266648,0.543940648,0.529434851
186,all,50,187,auto,0.723808045,0.715168996,0.699208527,0.680574078,0.441686873,0.429659624,0.541383947,0.526763333
187,all,50,188,auto,0.723918984,0.714355447,0.700694278,0.679798238,0.439873354,0.426853225,0.540462019,0.524418175
188,all,50,189,auto,0.724880462,0.715952962,0.702685024,0.683129148,0.441306134,0.429218618,0.542135679,0.527194386
189,all,50,190,auto,0.723623145,0.715302123,0.699343183,0.680963274,0.440594754,0.429659624,0.540603006,0.52687987
190,all,50,191,auto,0.723538091,0.715272539,0.698217734,0.680372529,0.441977436,0.430541635,0.541304668,0.527365139
191,all,50,192,auto,0.72319048,0.714947119,0.699322597,0.68102898,0.438570827,0.427735236,0.539070678,0.525450023
192,all,50,193,auto,0.72319048,0.715109829,0.699987176,0.682275964,0.437528806,0.42641222,0.538479561,0.524819895
193,all,50,194,auto,0.723726689,0.714562532,0.701062313,0.680637318,0.438390478,0.426452311,0.539450243,0.524364694
194,all,50,195,auto,0.723915286,0.715405665,0.699688731,0.681197179,0.441436387,0.429779898,0.541339526,0.527040315
195,all,50,196,auto,0.723053654,0.714932327,0.699335947,0.681286363,0.437899525,0.427214048,0.53856723,0.525133057
196,all,50,197,auto,0.7233384,0.714606908,0.699063306,0.6801684,0.439682985,0.427494688,0.539832698,0.525012309
197,all,50,198,auto,0.723741481,0.71536129,0.700125971,0.682341651,0.439923451,0.427574871,0.540330669,0.525719074
198,all,50,199,auto,0.723194178,0.7146217,0.699270096,0.680257785,0.438671022,0.427414505,0.539130756,0.524978456
199,all,50,200,auto,0.722469371,0.714340655,0.696843444,0.679548498,0.43906178,0.427214048,0.538702202,0.524615991
