날짜,시도지역코드,발생건수(건)
20160106,99,444391
20160107,11,78290
20160107,26,33647
20160107,27,22402
20160107,28,26237
20160107,29,12634
20160107,30,14969
20160107,31,11767
20160107,41,108510
20160107,42,12289
20160107,43,13423
20160107,44,21956
20160107,45,17473
20160107,46,19141
20160107,47,23777
20160107,48,30808
20160107,49,5847
20160107,99,453293
20160108,11,85251
20160108,26,35357
20160108,27,23329
20160108,28,27258
20160108,29,12800
20160108,30,15261
20160108,31,12400
20160108,41,114676
20160108,42,13641
20160108,43,14271
20160108,44,22467
20160108,45,18489
20160108,46,19222
20160108,47,24669
20160108,48,32525
20160108,49,6248
20160108,99,477973
20160109,11,68970
20160109,26,28248
20160109,27,19493
20160109,28,22489
20160109,29,11105
20160109,30,13257
20160109,31,9997
20160109,41,96263
20160109,42,9800
20160109,43,11498
20160109,44,17746
20160109,45,13346
20160109,46,14991
20160109,47,18218
20160109,48,24962
20160109,49,4730
20160109,99,385215
20160110,11,8240
20160110,26,3653
20160110,27,2582
20160110,28,4146
20160110,29,2297
20160110,30,3422
20160110,31,2044
20160110,41,19419
20160110,42,1570
20160110,43,3086
20160110,44,3985
20160110,45,2762
20160110,46,3892
20160110,47,2993
20160110,48,3710
20160110,49,1838
20160110,99,69653
20160111,11,110813
20160111,26,46841
20160111,27,30881
20160111,28,35370
20160111,29,17543
20160111,30,19582
20160111,31,16147
20160111,41,149641
20160111,42,18127
20160111,43,18996
20160111,44,30003
20160111,45,24446
20160111,46,26567
20160111,47,33098
20160111,48,43189
20160111,49,8043
20160111,99,629424
20160112,11,73133
20160112,26,31551
20160112,27,21012
20160112,28,23566
20160112,29,11950
20160112,30,13826
20160112,31,11018
20160112,41,102185
20160112,42,12074
20160112,43,13062
20160112,44,20897
20160112,45,16654
20160112,46,18635
20160112,47,22820
20160112,48,29532
20160112,49,5761
20160112,99,427773
20160113,11,71362
20160113,26,30483
20160113,27,20270
20160113,28,22031
20160113,29,11082
20160113,30,13141
20160113,31,10470
20160113,41,93661
20160113,42,11470
20160113,43,12194
20160113,44,18066
20160113,45,14566
20160113,46,17226
20160113,47,21908
20160113,48,28388
20160113,49,5429
20160113,99,401824
20160114,11,73678
20160114,26,31396
20160114,27,20986
20160114,28,23814
20160114,29,12060
20160114,30,13535
20160114,31,10986
20160114,41,101334
20160114,42,11710
20160114,43,12454
20160114,44,20267
20160114,45,16427
20160114,46,18004
20160114,47,22288
20160114,48,29375
20160114,49,5576
20160114,99,423979
20160115,11,84094
20160115,26,34305
20160115,27,22685
20160115,28,26038
20160115,29,12576
20160115,30,14662
20160115,31,11438
20160115,41,110812
20160115,42,12831
20160115,43,13886
20160115,44,21560
20160115,45,18285
20160115,46,19671
20160115,47,24072
20160115,48,31979
20160115,49,5949
20160115,99,464950
20160116,11,67014
20160116,26,27012
20160116,27,19089
20160116,28,20850
20160116,29,10895
20160116,30,12482
20160116,31,9681
20160116,41,94319
20160116,42,9462
20160116,43,11197
20160116,44,17104
20160116,45,12805
20160116,46,14975
20160116,47,18001
20160116,48,25063
20160116,49,4629
20160116,99,374680
20160117,11,9279
20160117,26,4241
20160117,27,2709
20160117,28,4838
20160117,29,2480
20160117,30,3600
20160117,31,2274
20160117,41,21980
20160117,42,1875
20160117,43,3019
20160117,44,4323
20160117,45,2913
20160117,46,3948
20160117,47,3151
20160117,48,4495
20160117,49,1660
20160117,99,76801
20160118,11,105847
20160118,26,42136
20160118,27,29371
20160118,28,33033
20160118,29,15779
20160118,30,18449
20160118,31,14928
20160118,41,144124
20160118,42,16455
20160118,43,17068
20160118,44,26515
20160118,45,22047
20160118,46,24191
20160118,47,31102
20160118,48,42118
20160118,49,7279
20160118,99,590576
20160119,11,62767
20160119,26,26058
20160119,27,18324
20160119,28,20140
20160119,29,9145
20160119,30,12025
20160119,31,9588
20160119,41,89806
20160119,42,10396
20160119,43,11005
20160119,44,15779
20160119,45,11747
20160119,46,13364
20160119,47,19161
20160119,48,26372
20160119,49,4433
20160119,99,360179
20160120,11,71422
20160120,26,28887
20160120,27,19527
20160120,28,22422
20160120,29,11284
20160120,30,13228
20160120,31,10022
20160120,41,99301
20160120,42,11119
20160120,43,12973
20160120,44,19047
20160120,45,15616
20160120,46,17432
20160120,47,21188
20160120,48,28463
20160120,49,5499
20160120,99,407519
20160121,11,76154
20160121,26,30094
20160121,27,20752
20160121,28,23803
20160121,29,12125
20160121,30,14029
20160121,31,10843
20160121,41,106421
20160121,42,12200
20160121,43,13366
20160121,44,20667
20160121,45,16643
20160121,46,18614
20160121,47,22914
20160121,48,30024
20160121,49,5529
20160121,99,434265
20160122,11,82574
20160122,26,32367
20160122,27,22204
20160122,28,25304
20160122,29,12364
20160122,30,14797
20160122,31,11383
20160122,41,112285
20160122,42,12839
20160122,43,14214
20160122,44,21566
20160122,45,17904
20160122,46,19139
20160122,47,24088
20160122,48,32034
20160122,49,5539
20160122,99,460700
20160123,11,68532
20160123,26,26565
20160123,27,19446
20160123,28,21624
20160123,29,11258
20160123,30,13333
20160123,31,10000
20160123,41,98452
20160123,42,9797
20160123,43,11769
20160123,44,16626
20160123,45,13062
20160123,46,13813
20160123,47,18728
20160123,48,26360
20160123,49,3745
20160123,99,383195
20160124,11,8236
20160124,26,3564
20160124,27,2779
20160124,28,3984
20160124,29,1433
20160124,30,3545
20160124,31,1977
20160124,41,21143
20160124,42,1610
20160124,43,2952
20160124,44,3310
20160124,45,2035
20160124,46,2402
20160124,47,3146
20160124,48,3640
20160124,49,502
20160124,99,66265
20160125,11,111359
20160125,26,40773
20160125,27,28625
20160125,28,34624
20160125,29,14579
20160125,30,19573
20160125,31,15278
20160125,41,155571
20160125,42,16988
20160125,43,18744
20160125,44,27121
20160125,45,20798
20160125,46,19469
20160125,47,31264
20160125,48,42916
20160125,49,4865
20160125,99,602668
20160126,11,76791
20160126,26,29914
20160126,27,21001
20160126,28,23312
20160126,29,12110
20160126,30,14235
20160126,31,11354
20160126,41,107593
20160126,42,12267
20160126,43,13858
20160126,44,21180
20160126,45,16672
20160126,46,18795
20160126,47,23441
20160126,48,30976
20160126,49,6241
20160126,99,439843
20160127,11,78313
20160127,26,29156
20160127,27,20308
20160127,28,23693
20160127,29,11418
20160127,30,13837
20160127,31,10913
20160127,41,107234
20160127,42,11793
20160127,43,13636
20160127,44,19963
20160127,45,15447
20160127,46,17391
20160127,47,22347
20160127,48,30095
20160127,49,5224
20160127,99,430851
20160128,11,81152
20160128,26,28794
20160128,27,19885
20160128,28,24389
20160128,29,10921
20160128,30,14600
20160128,31,10577
20160128,41,113952
20160128,42,12261
20160128,43,13908
20160128,44,20739
20160128,45,15988
20160128,46,16693
20160128,47,22676
20160128,48,29759
20160128,49,4708
20160128,99,441079
20160129,11,92036
20160129,26,31379
20160129,27,19913
20160129,28,26245
20160129,29,11930
20160129,30,14962
20160129,31,10987
20160129,41,122134
20160129,42,12938
20160129,43,14707
20160129,44,21621
20160129,45,17268
20160129,46,17548
20160129,47,20549
20160129,48,31798
20160129,49,5122
20160129,99,471218
20160130,11,77670
20160130,26,28135
20160130,27,21025
20160130,28,22614
20160130,29,10923
20160130,30,13683
20160130,31,10563
20160130,41,106085
20160130,42,9472
20160130,43,12207
20160130,44,17681
20160130,45,13058
20160130,46,14225
20160130,47,19252
20160130,48,29168
20160130,49,4274
20160130,99,410121
20160131,11,12325
20160131,26,5120
20160131,27,3072
20160131,28,5762
20160131,29,2611
20160131,30,4200
20160131,31,2438
20160131,41,27891
20160131,42,1852
20160131,43,3561
20160131,44,4779
20160131,45,3166
20160131,46,4019
20160131,47,3555
20160131,48,5429
20160131,49,1528
20160131,99,91318
20160201,11,133307
20160201,26,43935
20160201,27,31728
20160201,28,36292
20160201,29,16620
20160201,30,21088
20160201,31,16115
20160201,41,173111
20160201,42,18258
20160201,43,20744
20160201,44,30383
20160201,45,23725
20160201,46,24193
20160201,47,33563
20160201,48,47619
20160201,49,6783
20160201,99,677623
20160202,11,93005
20160202,26,32108
20160202,27,22872
20160202,28,26223
20160202,29,12161
20160202,30,15143
20160202,31,11792
20160202,41,123829
20160202,42,12877
20160202,43,14985
20160202,44,22310
20160202,45,17588
20160202,46,18654
20160202,47,24280
20160202,48,34377
20160202,49,5114
20160202,99,487433
20160203,11,99519
20160203,26,33940
20160203,27,23170
20160203,28,27011
20160203,29,12826
20160203,30,15516
20160203,31,12522
20160203,41,128135
20160203,42,13130
20160203,43,15568
20160203,44,22592
20160203,45,17433
20160203,46,18706
20160203,47,24219
20160203,48,35054
20160203,49,5068
20160203,99,504529
20160204,11,107559
20160204,26,37611
20160204,27,25758
20160204,28,28966
20160204,29,14071
20160204,30,17071
20160204,31,13347
20160204,41,141893
20160204,42,14512
20160204,43,16537
20160204,44,25299
20160204,45,19560
20160204,46,20824
20160204,47,27142
20160204,48,39073
20160204,49,5654
20160204,99,554992
20160205,11,142805
20160205,26,47773
20160205,27,34330
20160205,28,37429
20160205,29,18131
20160205,30,21146
20160205,31,17326
20160205,41,182735
20160205,42,18791
20160205,43,20839
20160205,44,31678
20160205,45,24760
20160205,46,25472
20160205,47,34512
20160205,48,48812
20160205,49,7189
20160205,99,713897
20160206,11,119431
20160206,26,42617
20160206,27,32371
20160206,28,32902
20160206,29,17591
20160206,30,20451
20160206,31,15723
20160206,41,160992
20160206,42,14133
20160206,43,18027
20160206,44,26955
20160206,45,20481
20160206,46,21412
20160206,47,28487
20160206,48,43055
20160206,49,6566
20160206,99,621347
20160207,11,16634
20160207,26,6313
20160207,27,4608
20160207,28,6555
20160207,29,3944
20160207,30,5025
20160207,31,3074
20160207,41,33143
20160207,42,2721
20160207,43,5078
20160207,44,6377
20160207,45,4723
20160207,46,5770
20160207,47,5572
20160207,48,8616
20160207,49,2257
20160207,99,120440
20160208,11,9576
20160208,26,3315
20160208,27,1963
20160208,28,2409
20160208,29,2638
20160208,30,3334
20160208,31,1344
20160208,41,15825
20160208,42,1609
20160208,43,2784
20160208,44,3295
20160208,45,3253
20160208,46,4100
20160208,47,3055
20160208,48,5371
20160208,49,1372
20160208,99,65257
20160209,11,22770
20160209,26,8062
20160209,27,6425
20160209,28,8077
20160209,29,5920
20160209,30,6855
20160209,31,3520
20160209,41,44583
20160209,42,4029
20160209,43,6808
20160209,44,8908
20160209,45,7092
20160209,46,8645
20160209,47,7243
20160209,48,11476
20160209,49,2641
20160209,99,163089
20160210,11,69368
20160210,26,30608
20160210,27,23882
20160210,28,23595
20160210,29,13082
20160210,30,15625
20160210,31,11849
20160210,41,115886
20160210,42,9985
20160210,43,14862
20160210,44,23073
20160210,45,15808
20160210,46,17263
20160210,47,22384
20160210,48,34494
20160210,49,5095
20160210,99,446963
20160211,11,156818
20160211,26,58469
20160211,27,42357
20160211,28,42123
20160211,29,23721
20160211,30,24725
20160211,31,19590
20160211,41,206845
20160211,42,22408
20160211,43,24757
20160211,44,38924
20160211,45,31963
20160211,46,33255
20160211,47,43882
20160211,48,59777
20160211,49,9511
20160211,99,839289
20160212,11,103242
20160212,26,40694
20160212,27,29763
20160212,28,28225
20160212,29,16049
20160212,30,17486
20160212,31,13838
20160212,41,135682
20160212,42,15829
20160212,43,17525
20160212,44,26554
20160212,45,22293
20160212,46,23537
20160212,47,31407
20160212,48,40012
20160212,49,6828
20160212,99,569094
20160213,11,97630
20160213,26,38489
20160213,27,27905
20160213,28,27669
20160213,29,15478
20160213,30,17714
20160213,31,13112
20160213,41,133086
20160213,42,13044
20160213,43,16214
20160213,44,23627
20160213,45,18830
20160213,46,20336
20160213,47,26928
20160213,48,36603
20160213,49,5962
20160213,99,532761
20160214,11,10978
20160214,26,5425
20160214,27,3674
20160214,28,4666
20160214,29,3135
20160214,30,4508
20160214,31,2831
20160214,41,26264
20160214,42,2099
20160214,43,4219
20160214,44,5297
20160214,45,4187
20160214,46,5331
20160214,47,5048
20160214,48,5768
20160214,49,2064
20160214,99,95514
20160215,11,131516
20160215,26,54407
20160215,27,38492
20160215,28,37105
20160215,29,19878
20160215,30,22318
20160215,31,17997
20160215,41,173280
20160215,42,20147
20160215,43,22291
20160215,44,34201
20160215,45,29263
20160215,46,29361
20160215,47,41334
20160215,48,52163
20160215,49,8129
20160215,99,732038
20160216,11,86287
20160216,26,37861
20160216,27,26582
20160216,28,24303
20160216,29,13890
20160216,30,15078
20160216,31,12644
20160216,41,114053
20160216,42,13324
20160216,43,15334
20160216,44,22550
20160216,45,19518
20160216,46,21435
20160216,47,28061
20160216,48,34962
20160216,49,6361
20160216,99,492335
20160217,11,85780
20160217,26,37336
20160217,27,25351
20160217,28,24649
20160217,29,13321
20160217,30,15314
20160217,31,12392
20160217,41,113819
20160217,42,12980
20160217,43,15193
20160217,44,22775
20160217,45,19149
20160217,46,20376
20160217,47,27712
20160217,48,33719
20160217,49,5806
20160217,99,485776
20160218,11,87082
20160218,26,37429
20160218,27,25451
20160218,28,24569
20160218,29,13517
20160218,30,15334
20160218,31,12759
20160218,41,115032
20160218,42,13352
20160218,43,15372
20160218,44,23329
20160218,45,19677
20160218,46,20147
20160218,47,28782
20160218,48,33689
20160218,49,6003
20160218,99,491619
20160219,11,93578
20160219,26,39828
20160219,27,26374
20160219,28,25559
20160219,29,14189
20160219,30,16310
20160219,31,13316
20160219,41,119925
20160219,42,14175
20160219,43,16248
20160219,44,24108
20160219,45,21118
20160219,46,21189
20160219,47,30061
20160219,48,35339
20160219,49,6331
20160219,99,517757
20160220,11,74817
20160220,26,32537
20160220,27,21673
20160220,28,21466
20160220,29,12269
20160220,30,14335
20160220,31,11245
20160220,41,101420
20160220,42,10475
20160220,43,13159
20160220,44,19145
20160220,45,15657
20160220,46,17103
20160220,47,22812
20160220,48,27936
20160220,49,5177
20160220,99,421309
20160221,11,10639
20160221,26,5735
20160221,27,3251
20160221,28,5143
20160221,29,2980
20160221,30,4220
20160221,31,2822
20160221,41,24781
20160221,42,2091
20160221,43,3706
20160221,44,4776
20160221,45,3799
20160221,46,4888
20160221,47,4839
20160221,48,5271
20160221,49,1969
20160221,99,90931
20160222,11,125406
20160222,26,52814
20160222,27,34951
20160222,28,35106
20160222,29,19321
20160222,30,22372
20160222,31,18435
20160222,41,164049
20160222,42,18816
20160222,43,22137
20160222,44,33256
20160222,45,28960
20160222,46,29394
20160222,47,40884
20160222,48,45439
20160222,49,8746
20160222,99,700244
20160223,11,82337
20160223,26,36726
20160223,27,23849
20160223,28,23275
20160223,29,13498
20160223,30,15583
20160223,31,12785
20160223,41,109243
20160223,42,12784
20160223,43,15492
20160223,44,22780
20160223,45,19811
20160223,46,21071
20160223,47,28529
20160223,48,31758
20160223,49,6463
20160223,99,476078
20160224,11,79676
20160224,26,34972
20160224,27,22528
20160224,28,23286
20160224,29,12558
20160224,30,14794
20160224,31,12272
20160224,41,104349
20160224,42,11440
20160224,43,14300
20160224,44,21227
20160224,45,18439
20160224,46,19866
20160224,47,26359
20160224,48,30424
20160224,49,5778
20160224,99,452337
20160225,11,82153
20160225,26,35767
20160225,27,23075
20160225,28,24086
20160225,29,13495
20160225,30,15618
20160225,31,12913
20160225,41,110642
20160225,42,12557
20160225,43,14979
20160225,44,22908
20160225,45,19469
20160225,46,20013
20160225,47,27747
20160225,48,31380
20160225,49,6552
20160225,99,473442
20160226,11,90548
20160226,26,38415
20160226,27,24466
20160226,28,26193
20160226,29,14009
20160226,30,15869
20160226,31,13662
20160226,41,119549
20160226,42,13708
20160226,43,15844
20160226,44,23805
20160226,45,20698
20160226,46,21027
20160226,47,29130
20160226,48,33278
20160226,49,6851
20160226,99,507143
20160227,11,71125
20160227,26,28857
20160227,27,18973
20160227,28,20712
20160227,29,11505
20160227,30,13341
20160227,31,10584
20160227,41,96932
20160227,42,9512
20160227,43,11779
20160227,44,17415
20160227,45,15188
20160227,46,15857
20160227,47,20694
20160227,48,25002
20160227,49,5250
20160227,99,392795
20160228,11,8416
20160228,26,4095
20160228,27,2600
20160228,28,3949
20160228,29,2756
20160228,30,3565
20160228,31,2216
20160228,41,20334
20160228,42,1552
20160228,43,2823
20160228,44,4212
20160228,45,3347
20160228,46,4536
20160228,47,3791
20160228,48,4093
20160228,49,1819
20160228,99,74118
20160229,11,120894
20160229,26,49328
20160229,27,31215
20160229,28,34725
20160229,29,17687
20160229,30,20299
20160229,31,17670
20160229,41,158594
20160229,42,17041
20160229,43,18902
20160229,44,29560
20160229,45,26335
20160229,46,25831
20160229,47,37241
20160229,48,43294
20160229,49,8722
20160229,99,657450
20160301,11,14186
20160301,26,8572
20160301,27,6885
20160301,28,7043
20160301,29,4382
20160301,30,5747
20160301,31,4315
20160301,41,32673
20160301,42,3182
20160301,43,4912
20160301,44,7182
20160301,45,5348
20160301,46,6950
20160301,47,7495
20160301,48,7991
20160301,49,2975
20160301,99,129865
20160302,11,98971
20160302,26,38398
20160302,27,23793
20160302,28,27639
20160302,29,13818
20160302,30,15808
20160302,31,13556
20160302,41,127115
20160302,42,14395
20160302,43,16395
20160302,44,25222
20160302,45,21413
20160302,46,21814
20160302,47,28861
20160302,48,34586
20160302,49,6574
20160302,99,528486
20160303,11,71971
20160303,26,28942
20160303,27,18705
20160303,28,21380
20160303,29,11052
20160303,30,12478
20160303,31,10569
20160303,41,97012
20160303,42,10874
20160303,43,12027
20160303,44,19025
20160303,45,16172
20160303,46,16273
20160303,47,21760
20160303,48,26276
20160303,49,5407
20160303,99,400033
20160304,11,74628
20160304,26,26071
20160304,27,18107
20160304,28,20456
20160304,29,10429
20160304,30,12266
20160304,31,9477
20160304,41,94603
20160304,42,11111
20160304,43,12061
20160304,44,18156
20160304,45,16383
20160304,46,16117
20160304,47,21473
20160304,48,23539
20160304,49,5781
20160304,99,390766
20160305,11,66564
20160305,26,26334
20160305,27,18054
20160305,28,19096
20160305,29,11004
20160305,30,12309
20160305,31,9892
20160305,41,90954
20160305,42,9356
20160305,43,10858
20160305,44,16834
20160305,45,14218
20160305,46,14062
20160305,47,18895
20160305,48,23874
20160305,49,5026
20160305,99,367442
20160306,11,9748
20160306,26,4209
20160306,27,2747
20160306,28,4748
20160306,29,2653
20160306,30,3701
20160306,31,2556
20160306,41,22164
20160306,42,1836
20160306,43,3040
20160306,44,4098
20160306,45,3407
20160306,46,4117
20160306,47,3740
20160306,48,4281
20160306,49,1788
20160306,99,78848
20160307,11,103100
20160307,26,35624
20160307,27,24164
20160307,28,29315
20160307,29,14572
20160307,30,16517
20160307,31,13695
20160307,41,134780
20160307,42,15157
20160307,43,15841
20160307,44,25395
20160307,45,21648
20160307,46,21192
20160307,47,29001
20160307,48,33233
20160307,49,7253
20160307,99,540620
20160308,11,71013
20160308,26,25634
20160308,27,17463
20160308,28,20761
20160308,29,10761
20160308,30,12064
20160308,31,10203
20160308,41,95536
20160308,42,10554
20160308,43,11612
20160308,44,18205
20160308,45,15928
20160308,46,15545
20160308,47,20999
20160308,48,24504
20160308,49,5570
20160308,99,386445
20160309,11,71699
20160309,26,25899
20160309,27,17309
20160309,28,20904
20160309,29,10858
20160309,30,12289
20160309,31,10203
20160309,41,94763
20160309,42,10198
20160309,43,11576
20160309,44,17854
20160309,45,15648
20160309,46,15647
20160309,47,20230
20160309,48,24061
20160309,49,5463
20160309,99,384703
20160310,11,75583
20160310,26,27040
20160310,27,18653
20160310,28,22931
20160310,29,11580
20160310,30,13191
20160310,31,10796
20160310,41,104623
20160310,42,11337
20160310,43,12194
20160310,44,19554
20160310,45,16600
20160310,46,16373
20160310,47,21477
20160310,48,25528
20160310,49,5822
20160310,99,413375
20160311,11,86742
20160311,26,30527
20160311,27,20716
20160311,28,25584
20160311,29,12754
20160311,30,14409
20160311,31,11590
20160311,41,116193
20160311,42,12765
20160311,43,13618
20160311,44,21633
20160311,45,18985
20160311,46,17769
20160311,47,23463
20160311,48,29024
20160311,49,6303
20160311,99,462204
20160312,11,79020
20160312,26,27892
20160312,27,19883
20160312,28,24367
20160312,29,12865
20160312,30,14562
20160312,31,11671
20160312,41,114758
20160312,42,11241
20160312,43,12589
20160312,44,19854
20160312,45,16178
20160312,46,16312
20160312,47,20472
20160312,48,27370
20160312,49,5548
20160312,99,434712
20160313,11,10633
20160313,26,4322
20160313,27,3440
20160313,28,5161
20160313,29,3361
20160313,30,4776
20160313,31,3017
20160313,41,27530
20160313,42,2053
20160313,43,3806
20160313,44,5356
20160313,45,4235
20160313,46,5337
20160313,47,4419
20160313,48,4408
20160313,49,2066
20160313,99,93948
20160314,11,121900
20160314,26,44313
20160314,27,29787
20160314,28,36619
20160314,29,18335
20160314,30,21346
20160314,31,17348
20160314,41,169917
20160314,42,18214
20160314,43,19385
20160314,44,31899
20160314,45,26901
20160314,46,24903
20160314,47,33949
20160314,48,43945
20160314,49,9242
20160314,99,668184
20160315,11,82506
20160315,26,30312
20160315,27,20902
20160315,28,25871
20160315,29,13201
20160315,30,14951
20160315,31,12491
20160315,41,118868
20160315,42,12469
20160315,43,14152
20160315,44,22514
20160315,45,18751
20160315,46,18074
20160315,47,23496
20160315,48,30591
20160315,49,6831
20160315,99,466098
20160316,11,82899
20160316,26,30885
20160316,27,20687
20160316,28,25604
20160316,29,12743
20160316,30,14824
20160316,31,12421
20160316,41,116591
20160316,42,12251
20160316,43,13767
20160316,44,22038
20160316,45,18256
20160316,46,17962
20160316,47,23148
20160316,48,30116
20160316,49,6605
20160316,99,460911
20160317,11,89203
20160317,26,32366
20160317,27,21884
20160317,28,27457
20160317,29,13352
20160317,30,16132
20160317,31,12987
20160317,41,128462
20160317,42,13013
20160317,43,14224
20160317,44,23809
20160317,45,18994
20160317,46,18564
20160317,47,24614
20160317,48,31544
20160317,49,6871
20160317,99,493592
20160318,11,96701
20160318,26,30288
20160318,27,22158
20160318,28,29164
20160318,29,13655
20160318,30,16048
20160318,31,12501
20160318,41,135214
20160318,42,14411
20160318,43,15694
20160318,44,24849
20160318,45,20610
20160318,46,19188
20160318,47,25296
20160318,48,31301
20160318,49,7340
20160318,99,514555
20160319,11,85436
20160319,26,31044
20160319,27,22509
20160319,28,27290
20160319,29,14032
20160319,30,16507
20160319,31,13307
20160319,41,126167
20160319,42,11881
20160319,43,14181
20160319,44,22483
20160319,45,17312
20160319,46,17347
20160319,47,22518
20160319,48,30727
20160319,49,6144
20160319,99,479008
20160320,11,12851
20160320,26,5581
20160320,27,3591
20160320,28,6692
20160320,29,3223
20160320,30,5273
20160320,31,3409
20160320,41,31439
20160320,42,2417
20160320,43,4279
20160320,44,5894
20160320,45,4301
20160320,46,5450
20160320,47,4534
20160320,48,5246
20160320,49,2227
20160320,99,106439
20160321,11,134649
20160321,26,47850
20160321,27,32557
20160321,28,41078
20160321,29,19626
20160321,30,23254
20160321,31,18656
20160321,41,192034
20160321,42,18977
20160321,43,20966
20160321,44,34770
20160321,45,27892
20160321,46,25848
20160321,47,35570
20160321,48,46412
20160321,49,9327
20160321,99,729656
20160322,11,92365
20160322,26,33971
20160322,27,22866
20160322,28,28264
20160322,29,14197
20160322,30,16685
20160322,31,12974
20160322,41,134027
20160322,42,13185
20160322,43,15127
20160322,44,25188
20160322,45,19639
20160322,46,19346
20160322,47,25069
20160322,48,33176
20160322,49,6772
20160322,99,512966
20160323,11,91666
20160323,26,33300
20160323,27,22273
20160323,28,27967
20160323,29,13997
20160323,30,16633
20160323,31,13495
20160323,41,129504
20160323,42,12489
20160323,43,14919
20160323,44,23759
20160323,45,19086
20160323,46,19008
20160323,47,23873
20160323,48,31610
20160323,49,6408
20160323,99,500106
20160324,11,96216
20160324,26,34792
20160324,27,23475
20160324,28,29201
20160324,29,14384
20160324,30,17237
20160324,31,13265
20160324,41,136488
20160324,42,12993
20160324,43,15644
20160324,44,24945
20160324,45,19875
20160324,46,19697
20160324,47,25757
20160324,48,33325
20160324,49,6899
20160324,99,524333
20160325,11,107187
20160325,26,37181
20160325,27,25172
20160325,28,31595
20160325,29,15658
20160325,30,18360
20160325,31,13743
20160325,41,147168
20160325,42,14376
20160325,43,16463
20160325,44,26830
20160325,45,21653
20160325,46,20893
20160325,47,27091
20160325,48,35318
20160325,49,7105
20160325,99,565918
20160326,11,92983
20160326,26,33471
20160326,27,23763
20160326,28,28632
20160326,29,15579
20160326,30,17439
20160326,31,12807
20160326,41,134123
20160326,42,12189
20160326,43,14773
20160326,44,23625
20160326,45,18084
20160326,46,18701
20160326,47,23491
20160326,48,32230
20160326,49,6107
20160326,99,508127
20160327,11,11538
20160327,26,4412
20160327,27,3423
20160327,28,5304
20160327,29,3457
20160327,30,5077
20160327,31,2804
20160327,41,28850
20160327,42,2207
20160327,43,4049
20160327,44,6054
20160327,45,4367
20160327,46,5863
20160327,47,4388
20160327,48,4467
20160327,49,2032
20160327,99,98321
20160328,11,142811
20160328,26,50701
20160328,27,33805
20160328,28,42919
20160328,29,21302
20160328,30,24965
20160328,31,18785
20160328,41,199550
20160328,42,19441
20160328,43,22517
20160328,44,36571
20160328,45,29610
20160328,46,27548
20160328,47,36989
20160328,48,49077
20160328,49,9735
20160328,99,766496
20160329,11,94998
20160329,26,35760
20160329,27,24319
20160329,28,28054
20160329,29,15397
20160329,30,17442
20160329,31,13653
20160329,41,133765
20160329,42,13654
20160329,43,16133
20160329,44,25684
20160329,45,20478
20160329,46,20730
20160329,47,26696
20160329,48,34878
20160329,49,7027
20160329,99,528791
20160330,11,91390
20160330,26,32917
20160330,27,22269
20160330,28,26891
20160330,29,13795
20160330,30,16031
20160330,31,12720
20160330,41,125203
20160330,42,12587
20160330,43,14545
20160330,44,23014
20160330,45,18403
20160330,46,18444
20160330,47,24019
20160330,48,31352
20160330,49,5923
20160330,99,489598
20160331,11,93446
20160331,26,34233
20160331,27,23310
20160331,28,27890
20160331,29,14607
20160331,30,16895
20160331,31,13219
20160331,41,132055
20160331,42,12611
20160331,43,14829
20160331,44,24612
20160331,45,19300
20160331,46,19100
20160331,47,25230
20160331,48,32334
20160331,49,6386
20160331,99,510186
20160401,11,99758
20160401,26,34385
20160401,27,23865
20160401,28,28517
20160401,29,15032
20160401,30,16475
20160401,31,13380
20160401,41,133661
20160401,42,13711
20160401,43,15774
20160401,44,24808
20160401,45,20669
20160401,46,19373
20160401,47,25885
20160401,48,33598
20160401,49,6231
20160401,99,531653
20160402,11,86200
20160402,26,29711
20160402,27,22446
20160402,28,25962
20160402,29,14093
20160402,30,15377
20160402,31,12191
20160402,41,121212
20160402,42,11504
20160402,43,13605
20160402,44,21228
20160402,45,16737
20160402,46,16928
20160402,47,22167
20160402,48,29341
20160402,49,5195
20160402,99,469674
20160403,11,12654
20160403,26,4942
20160403,27,3368
20160403,28,6139
20160403,29,3351
20160403,30,4740
20160403,31,3049
20160403,41,29345
20160403,42,2281
20160403,43,3886
20160403,44,5321
20160403,45,4022
20160403,46,5294
20160403,47,4365
20160403,48,5005
20160403,49,1820
20160403,99,101119
20160404,11,130329
20160404,26,44380
20160404,27,32134
20160404,28,37665
20160404,29,19423
20160404,30,21800
20160404,31,16978
20160404,41,177414
20160404,42,18352
20160404,43,20516
20160404,44,33233
20160404,45,26979
20160404,46,24843
20160404,47,34898
20160404,48,44018
20160404,49,8212
20160404,99,700004
20160405,11,87961
20160405,26,30096
20160405,27,21390
20160405,28,25797
20160405,29,13271
20160405,30,14780
20160405,31,11698
20160405,41,120359
20160405,42,12389
20160405,43,13814
20160405,44,22752
20160405,45,17822
20160405,46,17312
20160405,47,22869
20160405,48,29536
20160405,49,5628
20160405,99,473257
20160406,11,87373
20160406,26,30626
20160406,27,20567
20160406,28,24730
20160406,29,12891
20160406,30,14560
20160406,31,11654
20160406,41,115915
20160406,42,11950
20160406,43,13652
20160406,44,21726
20160406,45,17234
20160406,46,17338
20160406,47,21583
20160406,48,28578
20160406,49,5256
20160406,99,461387
20160407,11,87226
20160407,26,29358
20160407,27,21005
20160407,28,25026
20160407,29,13727
